,nb_A,nb_W,nb_A_W,nb_A_ma,nb_W_ma
3009,35271.3,1634.1,36905.4,32781.0,1412.2
3010,35097.3,1619.25,36716.55,33162.52,1438.34
3011,33684.7,1620.9,35305.6,33427.45,1469.38
3012,33550.35,1633.15,35183.5,33686.44,1504.22
3013,33099.2,1649.8,34749.0,33841.94,1539.0
3014,32921.85,1677.85,34599.7,33932.86,1572.25
3015,32800.2,1681.15,34481.35,33942.93,1602.57
3016,32506.0,1720.85,34226.85,33821.62,1633.36
3017,29017.15,1805.1,30822.25,33283.73,1663.05
3018,28292.25,1781.2,30073.45,32624.03,1682.33
3019,26181.2,1699.95,27881.15,31715.02,1688.92
3020,22768.6,1805.2,24573.8,30482.15,1707.52
3021,22466.75,1802.0,24268.75,29360.36,1725.62
3022,22926.8,1846.0,24772.8,28298.0,1746.91
3023,23203.4,1979.8,25183.2,27308.42,1779.91
3024,22908.45,2050.65,24959.1,26307.08,1817.19
3025,22435.7,2048.85,24484.55,25270.63,1853.96
3026,21818.05,2046.35,23864.4,24201.84,1886.51
3027,21119.65,1973.05,23092.7,23412.08,1903.3
3028,20424.9,1908.5,22333.4,22625.35,1916.04
3029,20270.65,1867.5,22138.15,22034.29,1932.79
3030,20420.45,1855.05,22275.5,21799.48,1937.78
3031,20456.6,1840.3,22296.9,21598.46,1941.6
3032,20513.55,1842.9,22356.45,21357.14,1941.3
3033,20701.2,1855.5,22556.7,21106.92,1928.87
3034,21620.55,1868.7,23489.25,20978.13,1910.67
3035,21002.25,1858.35,22860.6,20834.78,1891.62
3036,20374.3,1856.65,22230.95,20690.41,1872.65
3037,19950.7,1781.95,21732.65,20573.52,1853.54
3038,19979.55,1739.55,21719.1,20528.98,1836.64
3039,19763.1,1733.3,21496.4,20478.22,1823.22
3040,19934.0,1620.5,21554.5,20429.58,1799.77
3041,35149.1,1619.05,36768.15,21898.83,1777.64
3042,48538.2,1545.9,50084.1,24701.3,1747.94
3043,65590.35,1380.05,66970.4,29190.21,1700.4
3044,72863.1,1281.25,74144.35,34314.47,1641.65
3045,72887.05,1255.15,74142.2,39502.94,1581.33
3046,80463.95,1221.6,81685.55,45511.91,1517.83
3047,100907.6,29093.4,130001.0,53607.6,4248.98
3048,106949.4,29090.2,136039.6,62304.59,6984.04
3049,119973.95,29085.2,149059.15,72325.67,9719.23
3050,135311.55,29110.1,164421.65,83863.42,12468.19
3051,152137.25,29156.45,181293.7,95562.24,15221.93
3052,153898.25,29147.3,183045.55,106098.24,17982.07
3053,155175.2,29277.9,184453.1,115056.73,20771.86
3054,154770.0,29266.2,184036.2,123247.42,23570.35
3055,157607.4,57151.1,214758.5,131719.45,29159.94
3056,174840.6,57125.9,231966.5,141157.12,34750.38
3057,192279.6,57116.35,249395.95,150294.32,37552.67
3058,208375.95,57113.05,265489.0,160436.98,40354.96
3059,225699.65,57074.05,282773.7,171009.54,43153.84
3060,230770.5,57039.15,287809.65,180555.44,45946.74
3061,215889.5,57044.85,272934.35,186930.66,48735.58
3062,215627.75,57050.0,272677.75,193103.62,51525.86
3063,210124.9,84937.45,295062.35,198598.58,57091.81
3064,211635.4,84923.55,296558.95,204285.12,62657.55
3065,224450.35,84952.4,309402.75,210969.42,65437.68
3066,233329.15,84976.6,318305.75,216818.28,68222.74
3067,227983.35,57132.9,285116.25,220388.65,68224.4
3068,222503.35,57137.4,279640.75,221801.39,68226.83
3069,209261.9,57126.4,266388.3,220157.62,68232.07
3070,193298.3,83148.6,276446.9,216410.4,70843.02
3071,176466.8,83606.9,260073.7,212468.12,73499.22
3072,192989.85,83607.15,276597.0,210204.34,76154.94
3073,209297.75,83465.9,292763.65,210121.62,76007.78
3074,224289.2,83452.8,307742.0,211387.0,75860.71
3075,238840.1,55566.0,294406.1,212825.98,72922.07
3076,228421.35,55596.65,284018.0,212335.2,69984.07
3077,211679.8,55605.3,267285.1,210704.84,69831.31
3078,195857.8,56231.35,252089.15,208040.29,69740.7
3079,178418.2,83548.75,261966.95,204955.92,72382.94
3080,188484.6,83600.5,272085.1,204474.54,72428.13
3081,206459.75,83600.65,290060.4,207473.84,72427.5
3082,208987.4,83613.9,292601.3,209073.6,72428.18
3083,215008.15,55725.9,270734.05,209644.63,69654.18
3084,218408.95,55729.7,274138.65,209056.61,66881.87
3085,205708.75,55710.1,261418.85,205743.47,66896.28
3086,189088.25,55692.35,244780.6,201810.16,66905.85
3087,173988.95,83564.7,257553.65,198041.08,69701.79
3088,180109.3,83579.8,263689.1,196466.23,72436.63
3089,199360.45,83613.65,282974.1,198560.46,72443.12
3090,216002.3,57556.4,273558.7,201312.22,69838.72
3091,234260.2,57041.45,291301.65,204092.27,67182.8
3092,232300.05,57025.3,289325.35,206423.54,64523.94
3093,214735.8,57016.7,271752.5,206396.3,64653.01
3094,199041.95,57022.65,256064.6,204459.6,64782.31
3095,181785.7,84923.55,266709.25,202067.3,67703.66
3096,179360.5,84890.75,264251.25,201094.52,70623.5
3097,198475.2,84903.6,283378.8,203543.14,70757.38
3098,214958.0,84277.4,299235.4,207028.02,70827.14
3099,231563.3,56976.85,288540.15,210248.3,68163.46
3100,234032.8,56939.25,290972.05,212051.35,68101.75
3101,220384.05,56907.45,277291.5,210663.74,68088.35
3102,204162.0,56905.8,261067.8,207849.93,68076.4
3103,186457.4,84843.1,271300.5,205022.09,70859.04
3104,177584.95,84842.45,262427.4,202876.39,73641.02
3105,196038.1,84828.6,280866.7,204301.63,73631.52
3106,212687.05,84828.7,297515.75,207634.28,73625.32
3107,230338.6,56915.65,287254.25,210820.62,70826.52
3108,242470.0,56903.3,299373.3,213571.82,68089.12
3109,228008.75,56880.4,284889.15,213216.37,68079.47
3110,212034.2,56895.75,268929.95,211016.51,68075.12
3111,193783.5,56928.35,250711.85,208356.46,68077.21
3112,180226.25,84859.75,265086.0,205962.88,70872.6
3113,197852.65,84866.1,282718.75,207102.4,70874.9
3114,216199.45,84862.65,301062.1,210963.86,70876.92
3115,233759.7,56960.6,290720.3,214736.02,68090.12
3116,247665.65,56958.25,304623.9,218233.88,65303.08
3117,228729.3,56930.95,285660.25,218072.94,65304.61
3118,211644.3,56928.4,268572.7,214990.38,65307.12
3119,212487.85,56906.4,269394.25,213438.28,65309.72
3120,202884.25,84786.05,287670.3,212523.29,68098.75
3121,208279.95,84787.95,293067.9,213972.94,70884.71
3122,221473.1,84783.25,306256.35,218097.62,70877.06
3123,237974.55,56869.8,294844.35,222109.81,68077.43
3124,247037.5,56867.6,303905.1,225193.62,65277.92
3125,228505.75,56933.5,285439.25,224668.22,65275.22
3126,212477.15,56968.6,269445.75,221149.37,65276.25
3127,194843.45,84868.45,279711.9,217760.78,68070.0
3128,181193.7,84850.85,266044.55,214715.72,70862.24
3129,195534.85,84843.3,280378.15,213020.42,73655.94
3130,212495.45,84839.95,297335.4,213981.54,73661.32
3131,230841.7,84884.9,315726.6,216237.72,73671.02
3132,246272.7,56986.9,303259.6,218717.68,70891.39
3133,229283.45,56999.35,286282.8,217848.57,70904.34
3134,210777.35,56982.05,267759.4,214222.56,70915.78
3135,193051.4,67912.8,260964.2,210677.12,72013.72
3136,177048.75,84876.35,261925.1,207134.28,74804.49
3137,195577.0,84876.4,280453.4,207207.63,74805.28
3138,215427.4,85007.5,300434.9,210631.0,74820.95
3139,215945.05,85022.75,300967.8,212672.02,74838.89
3140,226830.95,57117.85,283948.8,214105.58,72066.68
3141,217364.95,57108.05,274473.0,212757.9,69289.0
3142,204143.4,57082.5,261225.9,208544.97,69298.56
3143,201182.35,57051.65,258234.0,205734.86,69303.79
3144,200214.1,84939.3,285153.4,204678.54,72099.52
3145,210501.95,84885.6,295387.55,206423.59,73796.8
3146,223024.05,84840.15,307864.2,211021.12,73793.18
3147,240005.6,56930.0,296935.6,215463.98,70998.54
3148,246137.95,56925.55,303063.5,218535.04,68190.34
3149,226932.0,56918.9,283850.9,219633.73,65379.96
3150,209329.05,56902.65,266231.7,217883.54,65358.44
3151,218378.75,74335.9,292714.65,217984.92,67081.22
3152,201509.1,84759.75,286268.85,217721.49,69848.95
3153,214745.2,84741.2,299486.4,219077.78,72617.9
3154,228667.4,84786.1,313453.5,221923.11,72602.58
3155,247150.95,73862.5,321013.45,225588.01,71500.27
3156,253415.85,56913.9,310329.75,228627.18,68707.64
3157,234562.6,56945.15,291507.75,228082.88,68709.16
3158,214798.6,56824.35,271622.95,224948.95,68699.04
3159,196814.95,84716.3,281531.25,221937.25,71478.78
3160,188270.6,84751.05,273021.65,219831.4,74263.62
3161,207930.2,84794.1,292724.3,218786.55,75309.44
3162,225217.6,84835.65,310053.25,221157.4,75317.03
3163,230024.9,84896.95,314921.85,222685.36,75332.6
3164,234108.05,57051.15,291159.2,223229.43,72559.11
3165,223769.45,57049.15,280818.6,220891.28,70877.77
3166,210947.0,57085.7,268032.7,216644.4,70894.95
3167,211314.5,57110.3,268424.8,214319.59,70911.47
3168,211052.95,85044.2,296097.15,213945.02,73733.45
3169,221775.95,85057.85,306833.8,216441.12,73767.61
3170,235955.55,85103.35,321058.9,221209.62,73802.84
3171,226588.75,67606.0,294194.75,223075.47,72084.03
3172,235812.25,57194.5,293006.75,224134.93,69319.92
3173,221802.9,57174.85,278977.75,223312.74,66547.7
3174,207936.35,57134.85,265071.2,220695.56,66556.08
3175,190190.2,85016.65,275206.85,217337.64,69352.82
3176,197213.1,85015.0,282228.1,215964.25,72145.76
3177,215279.9,84970.35,300250.25,216360.79,74931.76
3178,233315.3,84951.85,318267.15,218587.02,74922.52
3179,252989.9,57083.75,310073.65,221708.42,72125.11
3180,243292.35,57049.95,300342.3,222442.1,69319.77
3181,222811.05,57026.4,279837.45,222064.33,68261.81
3182,206679.5,63020.85,269700.35,219151.06,68844.45
3183,189061.85,84835.35,273897.2,215876.95,71610.5
3184,191246.7,84799.75,276046.45,214207.98,74376.99
3185,208026.05,84786.45,292812.5,215991.57,74353.97
3186,222563.05,84763.2,307326.25,218526.56,74328.79
3187,223433.05,84778.65,308211.7,219341.88,74309.62
3188,221596.6,56865.5,278462.1,218170.01,71500.99
3189,210886.75,56885.15,267771.9,213959.7,71481.13
3190,197216.8,56836.7,254053.5,209352.14,71459.8
3191,205679.15,79973.35,285652.5,207638.95,73754.5
3192,199132.45,84719.9,283852.35,206884.25,75924.4
3193,213070.55,84736.0,297806.55,209285.12,75914.47
3194,228282.1,84753.4,313035.5,212988.65,75909.83
3195,245250.7,56893.3,302144.0,216711.12,73120.52
3196,232888.45,56906.75,289795.2,217743.66,70334.87
3197,214764.65,56909.05,271673.7,216876.82,67547.91
3198,209505.1,57126.8,266631.9,215667.67,67574.04
3199,206501.25,84827.1,291328.35,215229.12,70368.24
3200,213405.25,84853.0,298258.25,216847.96,73169.87
3201,227257.85,84841.1,312098.95,219005.84,73656.64
3202,242362.6,78816.35,321178.95,223328.85,73066.28
3203,256879.1,57003.6,313882.7,227709.7,70293.04
3204,239209.15,56998.8,296207.95,228802.41,67517.58
3205,222747.2,57003.4,279750.6,226552.06,67528.6
3206,222687.2,56998.15,279685.35,225531.94,67537.74
3207,216816.4,84874.05,301690.45,225737.11,70334.24
3208,215676.35,84864.7,300541.05,226354.23,73108.02
3209,228722.2,84830.7,313552.9,228576.33,73108.38
3210,243523.2,84831.0,328354.2,231588.12,73106.18
3211,233506.9,61687.2,295194.1,232213.03,70790.8
3212,229448.45,56913.85,286362.3,230921.62,68600.54
3213,216187.5,56936.35,273123.85,226852.46,68593.82
3214,201279.9,84834.6,286114.5,223059.53,71377.4
3215,190640.25,84796.3,275436.55,219848.83,74156.69
3216,205208.45,84772.8,289981.25,218100.96,76934.16
3217,221903.9,84775.3,306679.2,218609.71,76924.28
3218,226357.3,84560.55,310917.85,219677.8,76893.87
3219,227232.3,56819.55,284051.85,219528.82,74092.75
3220,221948.85,56798.15,278747.0,217371.38,71289.46
3221,209253.85,56883.25,266137.1,214946.08,70809.07
3222,193645.35,56935.7,250581.05,211365.77,70811.25
3223,178289.95,56906.0,235195.95,207576.01,70808.22
3224,179736.3,57000.65,236736.95,205421.65,68024.82
3225,180967.3,57108.2,238075.5,204454.36,65256.02
3226,167493.35,57389.9,224883.25,200682.85,62517.73
3227,155658.4,29592.1,185250.5,194058.3,56999.41
3228,148537.6,29606.75,178144.35,186276.32,51504.03
3229,136465.35,29729.55,166194.9,177199.63,48795.02
3230,121331.9,29870.6,151202.5,167137.94,46102.27
3231,105701.55,29940.35,135641.9,156782.71,43407.98
3232,105868.9,29944.55,135813.45,148005.06,40708.86
3233,106106.2,29995.55,136101.75,140786.68,38017.82
3234,106672.25,2163.3,108835.55,133480.28,32534.08
3235,100222.05,2187.7,102409.75,125405.76,27042.03
3236,83114.7,2248.05,85362.75,116967.89,21527.85
3237,66706.65,2279.1,68985.75,108072.72,18796.55
3238,50215.65,2338.15,52553.8,98240.52,16069.69
3239,32784.7,2355.85,35140.55,87872.46,13332.32
3240,32468.05,2668.2,35136.25,78986.07,10612.08
3241,33185.0,2850.7,36035.7,71734.42,7903.12
3242,32794.5,2813.7,35608.2,64426.98,5190.03
3243,33339.15,2840.4,36179.55,57150.27,2474.52
3244,32482.55,2758.75,35241.3,49731.3,2534.06
3245,32344.35,2731.65,35076.0,42943.53,2588.46
3246,31508.15,2492.75,34000.9,37782.88,2612.93
3247,31658.95,2407.75,34066.7,34278.11,2625.79
3248,31457.3,2443.75,33901.05,32402.27,2636.35
3249,30922.05,2367.6,33289.65,32216.0,2637.52
3250,31620.65,2306.8,33927.45,32131.27,2601.38
3251,31249.2,2263.8,33513.0,31937.68,2542.69
3252,33884.8,2323.85,36208.65,32046.71,2493.71
3253,33610.05,2308.95,35919.0,32073.8,2440.56
3254,33428.35,2267.75,35696.1,32168.38,2391.46
3255,33691.15,2347.6,36038.75,32303.06,2353.06
3256,33755.55,2289.4,36044.95,32527.8,2332.72
3257,34046.8,2339.85,36386.65,32766.59,2325.94
3258,33616.4,2297.6,35914.0,32982.5,2311.32
3259,35928.05,2578.25,38506.3,33483.1,2332.38
3260,34849.5,2336.25,37185.75,33805.98,2335.33
3261,33577.6,2082.4,35660.0,34038.82,2317.19
3262,33947.1,2152.25,36099.35,34045.05,2300.03
3263,32899.95,2092.9,34992.85,33974.04,2278.43
3264,34538.95,2146.8,36685.75,34085.11,2266.33
3265,33401.05,2136.65,35537.7,34056.1,2245.24
3266,33782.05,2098.7,35880.75,34058.75,2226.16
3267,33634.35,2127.85,35762.2,34017.5,2204.96
3268,34120.15,2141.2,36261.35,34067.88,2189.32
3269,35444.0,2173.7,37617.7,34019.47,2148.87
3270,35862.2,2166.6,38028.8,34120.74,2131.9
3271,37129.3,2203.0,39332.3,34475.91,2143.96
3272,35526.8,2233.3,37760.1,34633.88,2152.07
3273,38330.2,2318.3,40648.5,35176.9,2174.61
3274,39031.35,2363.55,41394.9,35626.14,2196.29
3275,40855.75,2326.6,43182.35,36371.62,2215.28
3276,40939.4,2363.05,43302.45,37087.35,2241.71
3277,42108.25,2406.75,44515.0,37934.74,2269.6
3278,45425.7,2544.8,47970.5,39065.3,2309.96
3279,47164.85,2386.35,49551.2,40237.38,2331.23
3280,47107.85,2381.55,49489.4,41361.94,2352.72
3281,48523.7,2501.45,51025.15,42501.38,2382.57
3282,48068.4,2431.15,50499.55,43755.54,2402.36
3283,48619.8,2476.9,51096.7,44784.5,2418.22
3284,46597.8,2470.45,49068.25,45541.15,2428.91
3285,47404.55,2406.3,49810.85,46196.03,2436.88
3286,47306.35,2467.6,49773.95,46832.72,2447.33
3287,47682.1,2472.1,50154.2,47390.11,2453.86
3288,48501.05,2499.6,51000.65,47697.64,2449.34
3289,47188.75,2438.6,49627.35,47700.03,2454.57
3290,46810.55,2441.95,49252.5,47670.3,2460.61
3291,45799.55,2475.45,48275.0,47397.89,2458.01
3292,44855.25,2382.85,47238.1,47076.58,2453.18
3293,42591.85,2273.65,44865.5,46473.78,2432.86
3294,42230.85,2215.0,44445.85,46037.08,2407.31
3295,40439.05,2193.3,42632.35,45340.53,2386.01
3296,44717.3,2474.9,47192.2,45081.63,2386.74
3297,45262.5,2830.2,48092.7,44839.67,2422.55
3298,42311.3,2796.8,45108.1,44220.69,2452.27
3299,38811.25,2939.25,41750.5,43382.94,2502.34
3300,37597.3,2935.6,40532.9,42461.62,2551.7
3301,35785.45,2800.45,38585.9,41460.21,2584.2
3302,35630.75,2773.55,38404.3,40537.76,2623.27
3303,35090.45,2730.35,37820.8,39787.62,2668.94
3304,34962.55,2693.95,37656.5,39060.79,2716.84
3305,34313.75,2727.75,37041.5,38448.26,2770.28
3306,34151.25,2711.2,36862.45,37391.66,2793.91
3307,33882.85,2701.45,36584.3,36253.69,2781.04
3308,32321.55,2629.05,34950.6,35254.71,2764.26
3309,32049.7,2648.95,34698.65,34578.56,2735.23
3310,31371.45,2600.55,33972.0,33955.98,2701.72
3311,30647.75,2502.75,33150.5,33442.2,2671.96
3312,30526.4,2506.75,33033.15,32931.77,2645.28
3313,29465.0,2475.15,31940.15,32369.22,2619.76
3314,28657.8,2452.5,31110.3,31738.75,2595.61
3315,28624.55,2419.7,31044.25,31169.83,2564.81
3316,24073.8,2108.55,26182.35,30162.08,2504.54
3317,21579.0,1643.05,23222.05,28931.7,2398.7
3318,21422.9,1541.95,22964.85,27841.84,2289.99
3319,20849.25,1268.1,22117.35,26721.79,2151.9
3320,20959.45,1218.4,22177.85,25680.59,2013.69
3321,21448.55,1240.1,22688.65,24760.67,1887.42
3322,22002.95,1309.6,23312.55,23908.33,1767.71
3323,22521.2,1320.5,23841.7,23213.94,1652.24
3324,23308.35,1353.35,24661.7,22679.0,1542.33
3325,22885.85,1321.35,24207.2,22105.13,1432.5
3326,23377.55,1395.3,24772.85,22035.5,1361.17
3327,23192.75,1413.3,24606.05,22196.88,1338.2
3328,24467.7,1558.1,26025.8,22501.36,1339.81
3329,25435.15,1638.65,27073.8,22959.95,1376.86
3330,26094.85,1633.25,27728.1,23473.49,1418.35
3331,27033.55,1790.05,28823.6,24031.99,1473.34
3332,27278.3,1780.4,29058.7,24559.52,1520.42
3333,28989.3,1825.0,30814.3,25206.34,1570.87
3334,30497.6,1874.15,32371.75,25925.26,1622.95
3335,32559.65,1935.2,34494.85,26892.64,1684.34
3336,33352.85,1973.35,35326.2,27890.17,1742.14
3337,33251.15,1955.3,35206.45,28896.01,1796.34
3338,33333.0,1993.3,35326.3,29782.54,1839.87
3339,33391.2,2001.3,35392.5,30578.14,1876.13
3340,34874.55,2077.65,36952.2,31456.12,1920.57
3341,34797.8,2118.95,36916.75,32232.54,1953.46
3342,34753.45,2082.65,36836.1,32980.06,1983.68
3343,34809.2,2139.2,36948.4,33562.04,2015.11
3344,34127.55,2105.55,36233.1,33925.04,2038.24
3345,34826.15,2205.75,37031.9,34151.69,2065.3
3346,34115.4,2121.95,36237.35,34227.95,2080.16
3347,34407.95,2129.6,36537.55,34343.63,2097.59
3348,33532.55,2012.95,35545.5,34363.58,2099.55
3349,32788.8,1925.7,34714.5,34303.34,2092.0
3350,32882.55,1953.0,34835.55,34104.14,2079.53
3351,32397.6,1809.95,34207.55,33864.12,2048.63
3352,32873.95,1862.05,34736.0,33676.17,2026.57
3353,31253.05,1845.95,33099.0,33320.55,1997.25
3354,30376.45,1851.9,32228.35,32945.44,1971.88
3355,28260.3,1824.4,30084.7,32288.86,1933.74
3356,27301.25,1778.5,29079.75,31607.44,1899.4
3357,28414.15,1866.85,30281.0,31008.06,1873.12
3358,28428.9,1846.4,30275.3,30497.7,1856.47
3359,29753.0,1899.9,31652.9,30194.12,1853.89
3360,28630.85,1918.95,30549.8,29768.95,1850.48
3361,28787.75,1916.25,30704.0,29407.96,1861.11
3362,29144.0,1993.95,31137.95,29034.97,1874.3
3363,29112.7,1947.55,31060.25,28820.94,1884.46
3364,29564.15,1972.5,31536.65,28739.71,1896.52
3365,28953.05,1885.85,30838.9,28808.98,1902.67
3366,29301.15,1931.7,31232.85,29008.97,1917.99
3367,29169.25,1917.9,31087.15,29084.48,1923.1
3368,29095.0,1900.7,30995.7,29151.09,1928.53
3369,29422.7,1921.15,31343.85,29118.06,1930.65
3370,28663.9,1885.3,30549.2,29121.36,1927.29
3371,29113.5,1938.3,31051.8,29153.94,1929.49
3372,28625.3,1962.85,30588.15,29102.07,1926.38
3373,29081.8,1973.05,31054.85,29098.98,1928.93
3374,29074.7,1972.65,31047.35,29050.03,1928.95
3375,29368.8,2054.6,31423.4,29091.61,1945.82
3376,33888.4,2186.8,36075.2,29550.34,1971.33
3377,33665.65,2358.35,36024.0,29999.98,2015.38
3378,33834.45,2524.65,36359.1,30473.92,2077.77
3379,57272.05,2530.05,59802.1,33258.85,2138.66
3380,75786.0,2552.75,78338.75,37971.06,2205.4
3381,77533.15,2521.65,80054.8,42813.03,2263.74
3382,76634.55,2440.45,79075.0,47613.96,2311.5
3383,76260.3,2421.45,78681.75,52331.8,2356.34
3384,75680.15,2362.5,78042.65,56992.35,2395.33
3385,75897.35,2348.15,78245.5,61645.2,2424.68
3386,75279.3,2268.65,77547.95,65784.3,2432.87
3387,74763.2,2213.25,76976.45,69894.05,2418.36
3388,74132.15,2182.85,76315.0,73923.82,2384.18
3389,73490.8,2144.5,75635.3,75545.7,2345.62
3390,73879.75,2158.05,76037.8,75355.07,2306.15
3391,73221.75,2122.95,75344.7,74923.93,2266.28
3392,73668.05,2052.9,75720.95,74627.28,2227.53
3393,73906.3,2036.8,75943.1,74391.88,2189.06
3394,73313.8,1986.25,75300.05,74155.25,2151.44
3395,73044.5,1888.3,74932.8,73869.96,2105.45
3396,68323.3,1764.8,70088.1,73174.36,2055.06
3397,67511.95,1517.7,69029.65,72449.24,1985.51
3398,66880.4,1329.4,68209.8,71724.06,1900.16
3399,42015.9,1278.45,43294.35,68576.57,1813.56
3400,23393.55,1154.9,24548.45,63527.95,1713.24
3401,22775.75,1233.4,24009.15,58483.35,1624.29
3402,25395.6,1237.3,26632.9,53656.1,1542.73
3403,25707.3,1269.0,26976.3,48836.2,1465.95
3404,26149.7,1310.7,27460.4,44119.8,1398.4
3405,27195.95,1412.85,28608.8,39534.94,1350.85
3406,28481.85,1465.95,29947.8,35550.8,1320.97
3407,30024.35,1519.45,31543.8,31802.03,1321.14
3408,30772.5,1524.45,32296.95,28191.25,1340.65
3409,33523.55,1560.8,35084.35,27342.01,1368.88
3410,34085.7,1566.0,35651.7,28411.22,1409.99
3411,36290.55,1562.95,37853.5,29762.7,1442.95
3412,35862.15,1561.85,37424.0,30809.36,1475.4
3413,35335.3,1541.6,36876.9,31772.16,1502.66
3414,35582.15,1548.9,37131.05,32715.41,1526.48
3415,35733.8,1528.35,37262.15,33569.19,1538.03
3416,36949.95,1640.35,38590.3,34416.0,1555.47
3417,37959.2,1694.15,39653.35,35209.48,1572.94
3418,39022.0,1687.65,40709.65,36034.44,1589.26
3419,40469.8,1731.9,42201.7,36729.06,1606.37
3420,41457.15,1760.55,43217.7,37466.2,1625.82
3421,42003.85,1706.7,43710.55,38037.54,1640.2
3422,40474.1,1738.6,42212.7,38498.73,1657.88
3423,40887.25,1737.05,42624.3,39053.93,1677.42
3424,41310.1,1733.35,43043.45,39626.72,1695.86
3425,40119.2,1634.7,41753.9,40065.26,1706.5
3426,39284.5,1674.9,40959.4,40298.71,1709.96
3427,38306.85,1628.35,39935.2,40333.48,1703.38
3428,39509.55,1767.85,41277.4,40382.24,1711.4
3429,37635.9,1796.35,39432.25,40098.84,1717.84
3430,37627.4,1815.25,39442.65,39715.87,1723.31
3431,36952.65,1830.8,38783.45,39210.75,1735.72
3432,37779.8,1879.25,39659.05,38941.32,1749.78
3433,38014.45,1893.2,39907.65,38654.04,1765.4
3434,38714.25,1918.4,40632.65,38394.46,1783.91
3435,38460.6,1950.05,40410.65,38228.6,1815.44
3436,37695.4,1883.4,39578.8,38069.68,1836.29
3437,36842.6,1827.5,38670.1,37923.26,1856.2
3438,36730.65,1847.8,38578.45,37645.37,1864.2
3439,36875.25,1880.15,38755.4,37569.3,1872.58
3440,36767.2,2045.45,38812.65,37483.29,1895.6
3441,34699.75,2017.5,36717.25,37258.0,1914.27
3442,36772.4,1977.2,38749.6,37157.25,1924.06
3443,37925.9,1946.9,39872.8,37148.4,1929.44
3444,38286.2,1978.2,40264.4,37105.6,1935.42
3445,38422.45,1970.95,40393.4,37101.78,1937.51
3446,38089.55,1887.8,39977.35,37141.2,1937.95
3447,39304.25,1892.55,41196.8,37387.36,1944.45
3448,40132.5,1750.65,41883.15,37727.54,1934.74
3449,41040.0,1677.55,42717.55,38144.02,1914.48
3450,42114.65,1653.5,43768.15,38678.76,1875.28
3451,40951.05,1615.7,42566.75,39303.9,1835.1
3452,40003.6,1555.05,41558.65,39627.02,1792.88
3453,39672.75,1568.25,41241.0,39801.7,1755.02
3454,39102.65,1565.4,40668.05,39883.34,1713.74
3455,39554.4,1521.95,41076.35,39996.54,1668.84
3456,39802.35,1467.85,41270.2,40167.82,1626.84
3457,40964.3,1470.4,42434.7,40333.82,1584.63
3458,40588.35,1502.05,42090.4,40379.41,1559.77
3459,41788.65,1481.9,43270.55,40454.28,1540.2
3460,42913.2,1351.4,44264.6,40534.13,1509.99
3461,46031.3,1529.05,47560.35,41042.16,1501.33
3462,44338.65,1532.8,45871.45,41475.66,1499.1
3463,43370.75,1591.6,44962.35,41845.46,1501.44
3464,42957.65,1565.45,44523.1,42230.96,1501.45
3465,43365.15,1574.1,44939.25,42612.04,1506.66
3466,43656.1,1582.7,45238.8,42997.41,1518.15
3467,42315.25,1582.35,43897.6,43132.5,1529.34
3468,40449.05,1600.0,42049.05,43118.58,1539.14
3469,40420.55,1611.7,42032.25,42981.76,1552.12
3470,38856.15,1599.75,40455.9,42576.06,1576.95
3471,38369.85,1589.55,39959.4,41809.91,1583.0
3472,38563.8,1599.25,40163.05,41232.43,1589.64
3473,41912.05,1569.9,43481.95,41086.56,1587.48
3474,43397.6,1528.9,44926.5,41130.55,1583.82
3475,43138.95,1523.0,44661.95,41107.94,1578.71
3476,43283.15,1529.95,44813.1,41070.64,1573.44
3477,42389.25,1525.75,43915.0,41078.04,1567.78
3478,44471.95,1483.15,45955.1,41480.33,1556.09
3479,42284.9,1408.0,43692.9,41666.77,1535.72
3480,40902.55,1360.85,42263.4,41871.41,1511.83
3481,37915.1,1171.0,39086.1,41825.93,1469.98
3482,37367.2,1236.3,38603.5,41706.27,1433.68
3483,38204.7,1186.7,39391.4,41335.53,1395.36
3484,38022.7,1162.05,39184.75,40798.04,1358.68
3485,38649.25,1191.15,39840.4,40349.07,1325.49
3486,39027.25,1230.2,40257.45,39923.48,1295.51
3487,38703.5,1224.65,39928.15,39554.91,1265.4
3488,38291.0,1232.3,39523.3,38936.82,1240.32
3489,36653.3,1215.9,37869.2,38373.66,1221.11
3490,36510.35,1209.8,37720.15,37934.43,1206.0
3491,37084.05,1262.15,38346.2,37851.33,1215.12
3492,37030.95,1283.4,38314.35,37817.7,1219.83
3493,33677.0,1289.3,34966.3,37364.94,1230.09
3494,31719.8,1312.25,33032.05,36734.65,1245.11
3495,30843.0,1324.05,32167.05,35954.02,1258.4
3496,30152.15,1332.9,31485.05,35066.51,1268.67
3497,31873.5,1457.15,33330.65,34383.51,1291.92
3498,29356.5,1453.3,30809.8,33490.06,1314.02
3499,29619.8,1460.15,31079.95,32786.71,1338.44
3500,29247.55,1450.95,30698.5,32060.43,1362.56
3501,29067.55,1448.55,30516.1,31258.78,1381.2
3502,28025.25,1372.45,29397.7,30358.21,1390.1
3503,26776.95,1357.55,28134.5,29668.2,1396.93
3504,26129.6,1356.5,27486.1,29109.18,1401.36
3505,24868.4,1323.05,26191.45,28511.72,1401.26
3506,24152.55,1273.25,25425.8,27911.77,1395.29
