,nb_A,nb_W,nb_A_W,nb_A_ma,nb_W_ma
9748,25563.4,1414.7,26978.1,27946.26,1339.03
9749,25443.85,1384.6,26828.45,27610.88,1352.32
9750,25419.2,1389.65,26808.85,27201.46,1363.59
9751,25642.55,1390.4,27032.95,26816.02,1373.78
9752,25181.95,1389.3,26571.25,26342.28,1381.17
9753,27387.85,1422.7,28810.55,26063.44,1391.79
9754,29530.75,1572.8,31103.55,26326.7,1417.31
9755,29588.95,1569.55,31158.5,26660.15,1441.14
9756,29708.95,1565.2,31274.15,26969.01,1453.69
9757,31303.0,1732.55,33035.55,27477.04,1483.14
9758,30351.0,1690.1,32041.1,27955.81,1510.68
9759,28800.4,1689.85,30490.25,28291.46,1541.21
9760,29125.8,1705.85,30831.65,28662.12,1572.83
9761,30329.6,1738.85,32068.45,29130.82,1607.68
9762,31141.9,1753.55,32895.45,29726.82,1644.1
9763,31246.65,1757.45,33004.1,30112.7,1677.58
9764,31144.3,1766.6,32910.9,30274.06,1696.96
9765,30807.55,1753.8,32561.35,30395.91,1715.38
9766,32676.4,1649.4,34325.8,30692.66,1723.8
9767,33909.8,1689.9,35599.7,30953.34,1719.54
9768,33717.65,1698.6,35416.25,31290.0,1720.38
9769,33988.8,1695.65,35684.45,31808.84,1720.96
9770,36318.9,1707.3,38026.2,32528.16,1721.11
9771,38434.65,1715.7,40150.35,33338.66,1718.8
9772,38875.7,1712.35,40588.05,34112.04,1714.68
9773,36576.9,1679.9,38256.8,34645.06,1706.92
9774,36290.55,1556.9,37847.45,35159.69,1685.95
9775,38040.2,1512.55,39552.75,35882.96,1661.82
9776,39811.5,1548.1,41359.6,36596.47,1651.69
9777,38578.75,1449.3,40028.05,37063.36,1627.63
9778,38549.7,1565.3,40115.0,37546.56,1614.3
9779,38576.0,1677.7,40253.7,38005.29,1612.51
9780,37979.95,1737.6,39717.55,38171.39,1615.54
9781,37028.35,1789.65,38818.0,38030.76,1622.94
9782,36049.05,1776.55,37825.6,37748.1,1629.36
9783,35887.4,1789.85,37677.25,37679.15,1640.35
9784,36366.9,1792.7,38159.6,37686.78,1663.93
9785,36752.4,1841.7,38594.1,37558.0,1696.84
9786,38138.55,1937.4,40075.95,37390.7,1735.78
9787,38194.95,1976.85,40171.8,37352.32,1788.53
9788,38372.7,2064.45,40437.15,37334.62,1838.45
9789,38688.35,2127.75,40816.1,37345.86,1883.45
9790,37625.45,2139.6,39765.05,37310.41,1923.65
9791,35866.1,2135.55,38001.65,37194.18,1958.24
9792,35961.45,2145.95,38107.4,37185.43,1995.18
9793,36080.15,2136.85,38217.0,37204.7,2029.88
9794,34675.6,2132.6,36808.2,37035.57,2063.87
9795,36867.95,2105.5,38973.45,37047.12,2090.25
9796,35610.0,2061.25,37671.25,36794.27,2102.64
9797,39362.7,2293.4,41656.1,36911.04,2134.29
9798,40092.65,2215.75,42308.4,37083.04,2149.42
9799,40483.75,2128.9,42612.65,37262.58,2149.54
9800,41003.75,2119.7,43123.45,37600.41,2147.54
9801,41473.4,2057.0,43530.4,38161.14,2139.69
9802,42707.95,2133.1,44841.05,38835.79,2138.4
9803,43818.5,2161.45,45979.95,39609.63,2140.86
9804,44533.65,2262.0,46795.65,40595.43,2153.8
9805,45066.95,2250.05,47317.0,41415.33,2168.26
9806,41837.45,2130.9,43968.35,42038.08,2175.22
9807,40868.8,2040.05,42908.85,42188.69,2149.89
9808,41014.4,1949.05,42963.45,42280.86,2123.22
9809,40756.15,1872.95,42629.1,42308.1,2097.62
9810,40604.35,1953.5,42557.85,42268.16,2081.0
9811,40761.25,1985.05,42746.3,42196.94,2073.81
9812,41258.9,2013.4,43272.3,42052.04,2061.84
9813,41924.05,2126.85,44050.9,41862.59,2058.38
9814,41554.75,2116.8,43671.55,41564.7,2043.86
9815,38200.85,2125.75,40326.6,40878.09,2031.43
9816,38703.6,2189.45,40893.05,40564.71,2037.29
9817,37353.45,1889.35,39242.8,40213.17,2022.22
9818,40099.5,1893.9,41993.4,40121.68,2016.7
9819,40456.75,1924.65,42381.4,40091.75,2021.87
9820,41787.2,2024.45,43811.65,40210.03,2028.96
9821,42647.95,2064.25,44712.2,40398.7,2036.88
9822,43960.1,2109.05,46069.15,40668.82,2046.45
9823,48408.15,2358.05,50766.2,41317.23,2069.57
9824,48372.05,2387.35,50759.4,41998.96,2096.62
9825,52808.45,2499.85,55308.3,43459.72,2134.04
9826,60129.05,3045.3,63174.35,45602.26,2219.62
9827,64054.25,3320.8,67375.05,48272.34,2362.76
9828,69887.15,3540.8,73427.95,51251.11,2527.46
9829,72212.3,3663.4,75875.7,54426.66,2701.33
9830,73527.1,3559.5,77086.6,57600.66,2854.84
9831,74742.75,3542.45,78285.2,60810.13,3002.66
9832,74383.8,3490.9,77874.7,63852.5,3140.84
9833,73983.1,3347.75,77330.85,66410.0,3239.81
9834,75148.6,3324.6,78473.2,69087.66,3333.54
9835,74054.1,3272.45,77326.55,71212.22,3410.8
9836,73411.3,3184.3,76595.6,72540.45,3424.7
9837,71443.55,3178.15,74621.7,73279.38,3410.43
9838,69729.0,3152.1,72881.1,73263.56,3371.56
9839,70508.8,3181.7,73690.5,73093.21,3323.39
9840,69024.7,3156.2,72180.9,72642.97,3283.06
9841,68475.85,3123.7,71599.55,72016.28,3241.19
9842,66661.0,3021.5,69682.5,71244.0,3194.24
9843,62578.35,2896.0,65474.35,70103.52,3149.07
9844,61693.8,2731.6,64425.4,68758.05,3089.77
9845,60795.35,2814.65,63610.0,67432.17,3043.99
9846,54716.25,2479.05,57195.3,65562.67,2973.46
9847,51411.95,2254.55,53666.5,63559.5,2881.1
9848,46076.15,2153.6,48229.75,61194.22,2781.25
9849,43632.55,2200.1,45832.65,58506.59,2683.1
9850,41583.05,2221.3,43804.35,55762.43,2589.6
9851,39779.45,2220.35,41999.8,52892.79,2499.27
9852,39559.25,2295.6,41854.85,50182.62,2426.68
9853,38899.05,2295.7,41194.75,47814.68,2366.65
9854,37917.25,2322.75,40240.0,45437.03,2325.77
9855,37857.85,2349.35,40207.2,43143.28,2279.24
9856,38120.45,2459.85,40580.3,41483.7,2277.31
9857,37415.95,2452.35,39868.3,40084.1,2297.09
9858,36673.0,2577.1,39250.1,39143.78,2339.44
9859,35785.9,2588.25,38374.15,38359.12,2378.26
9860,35152.8,2491.4,37644.2,37716.1,2405.27
9861,34049.05,2578.25,36627.3,37143.06,2441.06
9862,33915.95,2638.55,36554.5,36578.72,2475.36
9863,32499.25,2469.65,34968.9,35938.75,2492.75
9864,32247.4,2465.05,34712.45,35371.76,2506.98
9865,28262.05,2226.7,30488.75,34412.18,2494.72
9866,26834.7,2036.35,28871.05,33283.61,2452.37
9867,26423.45,2003.65,28427.1,32184.36,2407.5
9868,25812.8,1894.4,27707.2,31098.34,2339.23
9869,26388.2,1820.15,28208.35,30158.56,2262.42
9870,26541.4,1862.7,28404.1,29297.42,2199.55
9871,26993.25,1841.15,28834.4,28591.84,2125.84
9872,26913.1,1824.4,28737.5,27891.56,2044.42
9873,27619.95,1873.95,29493.9,27403.63,1984.85
9874,27614.0,1877.5,29491.5,26940.29,1926.09
9875,27497.3,1851.3,29348.6,26863.82,1888.55
9876,26032.65,1741.45,27774.1,26783.61,1859.06
9877,25621.15,1713.7,27334.85,26703.38,1830.07
9878,25437.7,1594.25,27031.95,26665.87,1800.05
9879,25186.1,1505.65,26691.75,26545.66,1768.61
9880,26807.55,1537.55,28345.1,26572.28,1736.09
9881,27834.7,1437.05,29271.75,26656.42,1695.68
9882,28343.4,1356.3,29699.7,26799.45,1648.87
9883,28242.65,1372.85,29615.5,26861.72,1598.76
9884,31345.05,1371.9,32716.95,27234.82,1548.2
9885,31224.4,1378.2,32602.6,27607.53,1500.89
9886,31494.85,1385.0,32879.85,28153.75,1465.24
9887,31635.55,1391.4,33026.95,28755.2,1433.02
9888,32087.05,1522.7,33609.75,29420.13,1425.86
9889,31664.75,1454.9,33119.65,30067.99,1420.78
9890,31083.55,1379.25,32462.8,30495.6,1404.96
9891,30494.7,1343.55,31838.25,30761.6,1395.6
9892,29499.4,1271.0,30770.4,30877.2,1387.08
9893,30198.75,1240.7,31439.45,31072.8,1373.86
9894,30010.95,1232.9,31243.85,30939.4,1359.96
9895,30371.55,1259.9,31631.45,30854.11,1348.13
9896,31340.75,1308.25,32649.0,30838.7,1340.46
9897,31659.4,1298.4,32957.8,30841.09,1331.16
9898,30732.4,1264.2,31996.6,30705.62,1305.3
9899,29887.5,1241.7,31129.2,30527.9,1283.99
9900,28536.05,1146.55,29682.6,30273.14,1260.71
9901,27333.4,1112.6,28446.0,29957.02,1237.62
9902,26232.6,1125.4,27358.0,29630.34,1223.06
9903,26220.5,1101.35,27321.85,29232.51,1209.12
9904,22948.0,1105.65,24053.65,28526.22,1196.4
9905,22941.4,1109.3,24050.7,27783.2,1181.34
9906,22208.4,1077.85,23286.25,26869.97,1158.3
9907,21775.55,1077.3,22852.85,25881.58,1136.19
9908,21008.65,924.35,21933.0,24909.2,1102.2
9909,20589.5,899.8,21489.3,23979.4,1068.01
9910,20831.2,903.15,21734.35,23208.92,1043.67
9911,20943.5,946.0,21889.5,22569.93,1027.01
9912,21363.8,964.65,22328.45,22083.05,1010.94
9913,20214.9,960.55,21175.45,21482.49,996.86
9914,20057.3,950.35,21007.65,21193.42,981.33
9915,19463.75,911.0,20374.75,20845.66,961.5
9916,18780.7,855.35,19636.05,20502.89,939.25
9917,18435.45,863.15,19298.6,20168.88,917.84
9918,18624.25,927.7,19551.95,19930.44,918.17
9919,18583.95,957.5,19541.45,19729.88,923.94
9920,18099.4,958.8,19058.2,19456.7,929.5
9921,18340.55,964.0,19304.55,19196.4,931.3
9922,18222.6,921.45,19144.05,18882.28,926.98
9923,18282.8,926.5,19209.3,18689.07,923.58
9924,18243.7,919.9,19163.6,18507.72,920.54
9925,17898.65,929.05,18827.7,18351.2,922.34
9926,17912.4,936.7,18849.1,18264.37,930.48
9927,18090.0,913.8,19003.8,18229.83,935.54
9928,18076.7,919.0,18995.7,18175.08,934.67
9929,18074.65,924.3,18998.95,18124.14,931.35
9930,18438.35,921.35,19359.7,18158.04,927.6
9931,18279.2,892.65,19171.85,18151.91,920.47
9932,17945.15,868.85,18814.0,18124.16,915.21
9933,17942.8,888.35,18831.15,18090.16,911.4
9934,18135.8,927.5,19063.3,18079.37,912.16
9935,18282.15,970.15,19252.3,18117.72,916.26
9936,18169.95,993.15,19163.1,18143.47,921.91
9937,18271.5,994.65,19266.15,18161.63,930.0
9938,18931.6,950.3,19881.9,18247.12,933.12
9939,20457.9,986.4,21444.3,18485.44,939.33
9940,21095.1,1030.0,22125.1,18751.11,950.2
9941,22683.75,1084.45,23768.2,19191.57,969.38
9942,24151.3,1097.7,25249.0,19812.18,992.27
9943,25171.3,1091.4,26262.7,20535.03,1012.57
9944,25809.95,1130.9,26940.85,21302.45,1032.91
9945,27562.45,1171.55,28734.0,22230.48,1053.05
9946,28997.25,1272.2,30269.45,23313.21,1080.96
9947,29656.0,1390.75,31046.75,24451.66,1120.56
9948,30665.45,1433.65,32099.1,25625.05,1168.9
9949,30945.6,1447.85,32393.45,26673.82,1215.04
9950,32395.5,1612.55,34008.05,27803.86,1273.3
9951,35989.8,1779.8,37769.6,29134.46,1342.83
9952,37229.7,1836.45,39066.15,30442.3,1416.71
9953,37130.6,1845.8,38976.4,31638.23,1492.15
9954,36873.5,1803.2,38676.7,32744.58,1559.38
9955,36859.4,1777.65,38637.05,33674.28,1619.99
9956,36642.35,1760.8,38403.15,34438.79,1668.85
9957,36815.35,1785.85,38601.2,35154.72,1708.36
9958,36052.45,1812.15,37864.6,35693.42,1746.21
9959,34633.8,1756.25,36390.05,36062.25,1777.05
9960,35494.2,1726.1,37220.3,36372.12,1788.4
9961,34759.0,1699.2,36458.2,36249.03,1780.34
9962,33867.0,1714.85,35581.85,35912.76,1768.18
9963,34471.35,1821.1,36292.45,35646.84,1765.72
9964,33833.4,1795.9,35629.3,35342.83,1764.98
9965,32276.75,1765.7,34042.45,34884.56,1763.79
9966,31179.1,1685.1,32864.2,34338.24,1756.22
9967,30394.95,1587.7,31982.65,33696.2,1736.4
9968,29471.95,1548.65,31020.6,33038.15,1710.06
9969,29200.3,1542.65,30742.95,32494.8,1688.7
9970,27166.95,1396.1,28563.05,31662.08,1655.7
9971,23611.45,1241.7,24853.15,30547.32,1609.95
9972,22505.5,1208.35,23713.85,29411.17,1559.3
9973,22764.35,1170.5,23934.85,28240.47,1494.24
9974,22807.55,1176.35,23983.9,27137.88,1432.28
9975,23037.3,1208.95,24246.25,26213.94,1376.61
9976,23381.75,1222.0,24603.75,25434.2,1330.3
9977,23620.9,1251.15,24872.05,24756.8,1296.64
9978,23999.65,1269.0,25268.65,24209.57,1268.68
9979,24397.5,1309.9,25707.4,23729.29,1245.4
9980,23063.2,1313.1,24376.3,23318.92,1237.1
9981,22275.35,1314.65,23590.0,23185.3,1244.4
9982,23877.6,1418.05,25295.65,23322.52,1265.36
9983,22735.05,1370.65,24105.7,23319.58,1285.38
9984,23490.85,1415.95,24906.8,23387.92,1309.34
9985,25918.75,1580.9,27499.65,23676.06,1346.54
9986,26476.65,1578.95,28055.6,23985.55,1382.23
9987,26477.4,1572.8,28050.2,24271.2,1414.4
9988,26508.3,1573.9,28082.2,24522.06,1444.88
9989,27372.35,1608.25,28980.6,24819.55,1474.72
9990,28187.05,1670.6,29857.65,25331.94,1510.47
9991,28652.7,1698.15,30350.85,25969.67,1548.82
9992,28749.1,1698.45,30447.55,26456.82,1576.86
9993,28957.9,1722.45,30680.35,27079.1,1612.04
9994,29240.75,1742.15,30982.9,27654.1,1644.66
9995,29418.3,1751.2,31169.5,28004.05,1661.69
9996,29613.05,1839.3,31452.35,28317.69,1687.72
9997,29883.55,1827.2,31710.75,28658.3,1713.17
9998,30083.65,1824.05,31907.7,29015.84,1738.18
9999,30544.15,1808.3,32352.45,29333.02,1758.18
10000,30888.95,1817.7,32706.65,29603.21,1772.9
10001,31302.1,1818.5,33120.6,29868.15,1784.93
10002,29705.15,1727.55,31432.7,29963.75,1787.84
10003,29848.95,1759.2,31608.15,30052.86,1791.52
10004,30062.6,1749.25,31811.85,30135.04,1792.22
10005,28341.45,1634.8,29976.25,30027.36,1780.59
10006,27779.1,1640.05,29419.15,29843.96,1760.66
10007,28916.15,1703.25,30619.4,29747.23,1748.26
10008,29438.35,1775.45,31213.8,29682.7,1743.4
10009,29070.35,1792.35,30862.7,29535.31,1741.81
10010,28359.2,1751.95,30111.15,29282.34,1735.24
10011,27920.0,1705.0,29625.0,28944.13,1723.89
10012,28170.05,1689.45,29859.5,28790.62,1720.08
10013,29068.35,1704.95,30773.3,28712.56,1714.65
10014,29524.95,1717.8,31242.75,28658.8,1711.51
10015,31396.4,1761.85,33158.25,28964.29,1724.21
10016,31613.1,1729.05,33342.15,29347.69,1733.11
10017,31317.25,1691.95,33009.2,29587.8,1731.98
10018,31163.05,1645.1,32808.15,29760.27,1718.95
10019,30652.9,1631.9,32284.8,29918.53,1702.9
10020,30346.65,1630.1,31976.75,30117.27,1690.71
10021,29762.05,1618.5,31380.55,30301.48,1682.06
10022,30302.75,1611.8,31914.55,30514.75,1674.3
10023,30224.7,1527.75,31752.45,30630.38,1656.58
10024,30011.25,1497.45,31508.7,30679.01,1634.54
10025,29376.8,1440.4,30817.2,30477.05,1602.4
10026,30850.6,1462.8,32313.4,30400.8,1575.78
10027,30322.95,1441.35,31764.3,30301.37,1550.72
10028,30234.6,1367.7,31602.3,30208.52,1522.98
10029,30034.85,1337.35,31372.2,30146.72,1493.52
10030,30230.6,1336.15,31566.75,30135.12,1464.12
10031,32282.0,1355.1,33637.1,30387.11,1437.78
10032,33725.6,1405.0,35130.6,30729.4,1417.1
10033,33014.05,1430.4,34444.45,31008.33,1407.37
10034,32986.45,1405.85,34392.3,31305.85,1398.21
10035,31216.55,1367.6,32584.15,31489.82,1390.93
10036,31469.95,1356.85,32826.8,31551.76,1380.34
10037,31165.25,1358.25,32523.5,31635.99,1372.02
10038,30979.6,1383.65,32363.25,31710.49,1373.62
10039,31299.1,1420.5,32719.6,31836.91,1381.94
10040,31401.5,1433.5,32835.0,31954.0,1391.67
10041,32552.15,1493.5,34045.65,31981.02,1405.51
10042,31879.75,1503.1,33382.85,31796.44,1415.32
10043,31222.6,1514.35,32736.95,31617.29,1423.72
10044,31157.9,1518.65,32676.55,31434.44,1435.0
10045,31600.7,1527.0,33127.7,31472.85,1450.94
10046,30323.9,1516.7,31840.6,31358.25,1466.92
10047,29918.55,1479.6,31398.15,31233.58,1479.06
10048,29355.0,1470.1,30825.1,31071.12,1487.7
10049,29087.95,1438.45,30526.4,30850.0,1489.5
10050,28824.5,1418.05,30242.55,30592.3,1487.95
10051,26893.65,1434.25,28327.9,30026.45,1482.02
10052,25443.25,1403.2,26846.45,29382.8,1472.04
10053,25026.15,1365.6,26391.75,28763.16,1457.16
10054,24753.55,1384.3,26137.85,28122.72,1443.72
10055,24637.1,1356.3,25993.4,27426.36,1426.66
10056,24420.15,1360.0,25780.15,26835.98,1410.98
10057,24567.55,1373.55,25941.1,26300.88,1400.38
10058,24773.8,1345.55,26119.35,25842.76,1387.92
10059,24248.9,1296.5,25545.4,25358.86,1373.73
10060,24048.0,1282.2,25330.2,24881.21,1360.14
10061,27236.95,1319.9,28556.85,24915.54,1348.71
10062,31835.0,1365.7,33200.7,25554.72,1344.96
10063,33364.35,1638.95,35003.3,26388.53,1372.3
10064,41887.55,2568.2,44455.75,28101.94,1490.69
10065,42367.4,2592.8,44960.2,29874.97,1614.34
10066,42485.5,2574.65,45060.15,31681.5,1735.8
10067,42921.15,2600.15,45521.3,33516.86,1858.46
10068,44747.15,2617.15,47364.3,35514.2,1985.62
10069,45107.55,2637.55,47745.1,37600.06,2119.72
10070,45391.2,2638.15,48029.35,39734.38,2255.32
10071,47257.85,2783.4,50041.25,41736.47,2401.67
10072,47431.1,2793.05,50224.15,43296.08,2544.41
10073,48189.1,2840.6,51029.7,44778.55,2664.57
10074,48049.3,2822.45,50871.75,45394.73,2690.0
10075,47756.05,2809.1,50565.15,45933.59,2711.62
10076,47097.55,2781.8,49879.35,46394.8,2732.34
10077,46984.15,2825.95,49810.1,46801.1,2754.92
10078,50034.5,2973.55,53008.05,47329.84,2790.56
10079,52967.55,3014.6,55982.15,48115.84,2828.26
10080,52750.3,2987.05,55737.35,48851.74,2863.16
10081,48463.15,2894.25,51357.4,48972.28,2874.24
10082,44263.55,2905.8,47169.35,48655.52,2885.52
10083,42780.1,2617.25,45397.35,48114.62,2863.18
10084,36104.55,1677.1,37781.65,46920.14,2748.64
10085,35413.35,1639.05,37052.4,45685.87,2631.64
10086,35283.05,1641.9,36924.95,44504.42,2517.65
10087,35424.6,1635.1,37059.7,43348.47,2398.56
10088,34127.95,1683.7,35811.65,41757.81,2269.58
10089,33964.3,1696.2,35660.5,39857.49,2137.74
10090,33673.75,1685.8,35359.55,37949.84,2007.61
10091,31867.75,1572.2,33439.95,36290.3,1875.41
10092,31222.25,1560.15,32782.4,34986.16,1740.85
10093,30257.0,1505.95,31762.95,33733.85,1629.72
10094,31135.95,1501.95,32637.9,33237.0,1612.2
10095,31007.8,1473.8,32481.6,32796.44,1595.68
10096,31890.65,1448.55,33339.2,32457.2,1576.34
10097,32203.4,1410.85,33614.25,32135.08,1553.92
10098,28767.55,1274.0,30041.55,31599.04,1512.94
10099,28340.5,1309.75,29650.25,31036.66,1474.3
10100,30826.65,1401.1,32227.75,30751.95,1445.83
10101,32488.25,1641.45,34129.7,30814.0,1452.76
10102,32740.9,1924.95,34665.85,30965.86,1489.24
10103,33503.2,1997.4,35500.6,31290.48,1538.38
10104,31684.95,2052.0,33736.95,31345.38,1593.38
10105,36566.3,2114.5,38680.8,31901.23,1657.46
10106,36907.05,2145.8,39052.85,32402.88,1727.18
10107,37283.2,2173.7,39456.9,32910.85,1803.46
10108,37477.75,2160.6,39638.35,33781.88,1892.12
10109,37225.15,2139.6,39364.75,34670.34,1975.11
10110,37183.95,2171.4,39355.35,35306.07,2052.14
10111,36661.2,2140.0,38801.2,35723.37,2102.0
10112,36587.95,2128.8,38716.75,36108.07,2122.38
10113,37597.4,2229.7,39827.1,36517.49,2145.61
10114,37219.3,2239.25,39458.55,37070.93,2164.34
10115,37525.6,2289.0,39814.6,37166.85,2181.79
10116,39929.05,2323.05,42252.1,37469.06,2199.51
10117,39751.65,2315.65,42067.3,37715.9,2213.71
10118,41070.95,2314.4,43385.35,38075.22,2229.08
10119,41429.1,2245.85,43674.95,38495.62,2239.71
10120,42398.0,2196.85,44594.85,39017.02,2242.25
10121,42375.05,1945.85,44320.9,39588.4,2222.84
10122,42771.4,1578.65,44350.05,40206.75,2167.82
10123,42918.75,1543.65,44462.4,40738.88,2099.22
10124,42583.4,1518.95,44102.35,41275.3,2027.19
10125,39678.4,1460.75,41139.15,41490.58,1944.37
10126,38962.4,1404.3,40366.7,41393.91,1852.49
10127,38202.85,1406.3,39609.15,41239.03,1761.55
10128,37532.0,1380.85,38912.85,40885.14,1668.2
10129,37560.4,1367.05,38927.45,40498.26,1580.32
10130,37650.25,1332.7,38982.95,40023.49,1493.9
10131,37822.35,1312.65,39135.0,39568.22,1430.58
10132,37828.65,1320.15,39148.8,39073.94,1404.74
10133,37072.25,1245.05,38317.3,38489.3,1374.87
10134,37110.85,1354.2,38465.05,37942.04,1358.4
10135,37576.9,1375.6,38952.5,37731.89,1349.88
10136,35798.55,1463.1,37261.65,37415.5,1355.76
10137,36113.65,1456.5,37570.15,37206.59,1360.78
10138,35265.6,1461.3,36726.9,36979.94,1368.83
10139,35312.15,1504.1,36816.25,36755.12,1382.54
10140,34712.35,1473.8,36186.15,36461.33,1396.64
10141,33704.25,1474.15,35178.4,36049.52,1412.79
10142,32858.25,1481.1,34339.35,35552.48,1428.89
10143,33411.35,1456.95,34868.3,35186.39,1450.08
10144,36795.8,1473.05,38268.85,35154.88,1461.96
10145,35244.75,1468.65,36713.4,34921.67,1471.27
10146,36994.3,1584.75,38579.05,35041.25,1483.44
10147,40276.0,1612.25,41888.25,35457.48,1499.01
10148,42505.5,1645.95,44151.45,36181.47,1517.48
10149,43481.3,1692.65,45173.95,36998.38,1536.33
10150,43568.55,1698.8,45267.35,37884.0,1558.83
10151,43701.4,1695.55,45396.95,38883.72,1580.97
10152,43978.05,1710.4,45688.45,39995.7,1603.9
10153,43591.35,1664.6,45255.95,41013.7,1624.66
10154,43154.6,1556.85,44711.45,41649.58,1633.04
10155,42451.6,1528.4,43980.0,42370.26,1639.02
10156,41319.0,1424.8,42743.8,42802.73,1623.02
10157,41186.9,1436.95,42623.85,42893.82,1605.5
10158,41381.2,1465.2,42846.4,42781.4,1587.42
10159,38477.6,1434.95,39912.55,42281.03,1561.65
10160,36046.1,1507.9,37554.0,41528.78,1542.56
10161,37743.95,1527.25,39271.2,40933.03,1525.73
10162,40672.35,2002.6,42674.95,40602.46,1554.95
10163,46111.25,2656.45,48767.7,40854.46,1654.13
10164,42643.65,2588.7,45232.35,40803.36,1757.32
10165,42435.35,2579.5,45014.85,40801.74,1862.43
10166,41439.7,2467.2,43906.9,40813.8,1966.67
10167,37733.2,2371.15,40104.35,40468.44,2060.09
10168,36082.35,2308.15,38390.5,39938.55,2144.39
10169,37419.0,2273.2,39692.2,39832.69,2228.21
10170,38421.3,2379.2,40800.5,40070.21,2315.34
10171,38951.4,2355.8,41307.2,40190.96,2398.2
10172,39255.3,2322.4,41577.7,40049.25,2430.18
10173,39769.45,2324.9,42094.35,39415.07,2397.02
10174,39529.2,2298.65,41827.85,39103.62,2368.02
10175,39422.75,2266.7,41689.45,38802.37,2336.74
10176,39336.95,2255.05,41592.0,38592.09,2315.52
10177,39165.65,2247.15,41412.8,38735.34,2303.12
10178,38376.55,2214.2,40590.75,38964.76,2293.72
10179,38422.15,2191.65,40613.8,39065.07,2285.57
10180,38279.05,2124.05,40403.1,39050.84,2260.05
10181,36469.55,2109.0,38578.55,38802.66,2235.38
10182,33290.05,1627.95,34918.0,38206.13,2165.93
10183,26411.85,957.75,27369.6,36870.37,2029.22
10184,26360.55,998.7,27359.25,35553.51,1899.22
10185,26027.4,1038.7,27066.1,34213.98,1776.42
10186,25425.3,1059.75,26485.05,32822.81,1656.89
10187,25531.8,1084.65,26616.45,31459.42,1540.64
10188,25133.9,1123.45,26257.35,30135.16,1431.57
10189,22933.9,1156.95,24090.85,28586.34,1328.1
10190,21710.85,1055.85,22766.7,26929.51,1221.28
10191,21260.55,1068.8,22329.35,25408.62,1117.25
10192,20667.05,1124.0,21791.05,24146.31,1066.86
10193,20212.65,1128.15,21340.8,23526.39,1083.9
10194,20107.75,1127.7,21235.45,22901.12,1096.8
10195,19978.4,1128.4,21106.8,22296.21,1105.77
10196,19625.8,1127.6,20753.4,21716.26,1112.56
10197,19430.35,1191.45,20621.8,21106.12,1123.24
10198,19591.4,1280.5,20871.9,20551.87,1138.94
10199,19616.25,1279.95,20896.2,20220.1,1151.24
10200,19543.3,1307.75,20851.05,20003.35,1176.43
10201,19075.9,1373.2,20449.1,19784.88,1206.87
10202,18776.5,1406.6,20183.1,19595.83,1235.13
10203,18708.8,1495.35,20204.15,19445.44,1271.85
10204,18608.8,1484.05,20092.85,19295.55,1307.49
10205,18291.25,1460.05,19751.3,19126.84,1340.65
10206,18042.45,1426.75,19469.2,18968.5,1370.56
10207,17840.1,1411.65,19251.75,18809.48,1392.58
10208,17706.0,1382.9,19088.9,18620.94,1402.82
10209,17762.6,1359.65,19122.25,18435.57,1410.79
10210,17663.4,1357.5,19020.9,18247.58,1415.77
10211,17799.45,1379.9,19179.35,18119.94,1416.44
10212,18914.2,1368.25,20282.45,18133.71,1412.6
10213,19252.6,1367.05,20619.65,18188.09,1399.78
10214,19849.95,1413.55,21263.5,18312.2,1392.72
10215,20281.05,1451.7,21732.75,18511.18,1391.89
10216,21944.6,1456.4,23401.0,18901.4,1394.86
10217,23762.1,1391.7,25153.8,19493.6,1392.86
10218,23934.2,1297.9,25232.1,20116.42,1384.36
10219,23669.95,1292.05,24962.0,20707.15,1377.6
10220,27050.9,1346.0,28396.9,21645.9,1376.45
10221,29275.2,1299.2,30574.4,22793.48,1368.38
10222,29470.4,1268.9,30739.3,23849.1,1358.45
10223,29554.85,1184.8,30739.65,24879.32,1340.22
10224,29759.5,1172.05,30931.55,25870.28,1316.07
10225,30162.95,1166.0,31328.95,26858.47,1287.5
10226,30243.8,1173.95,31417.75,27688.38,1259.25
10227,30300.85,1178.45,31479.3,28342.26,1237.93
10228,30371.85,1165.25,31537.1,28986.02,1224.67
10229,30723.0,1177.35,31900.35,29691.33,1213.2
10230,30884.45,1180.9,32065.35,30074.69,1196.68
10231,30492.1,1163.2,31655.3,30196.38,1183.08
10232,29669.45,1124.8,30794.25,30216.28,1168.68
10233,29757.65,1136.5,30894.15,30236.56,1163.84
10234,29994.25,1107.0,31101.25,30260.04,1157.34
10235,29913.4,1081.5,30994.9,30235.08,1148.89
10236,28348.9,1078.85,29427.75,30045.59,1139.38
10237,31707.65,1305.1,33012.75,30186.27,1152.04
10238,32748.55,1377.5,34126.05,30423.94,1173.27
10239,34189.85,1421.9,35611.75,30770.62,1197.72
10240,30942.95,1336.5,32279.45,30776.48,1213.29
10241,37640.4,1556.7,39197.1,31491.3,1252.64
10242,53661.55,1764.45,55426.0,33890.52,1316.6
10243,66117.35,1984.4,68101.75,37526.48,1401.39
10244,81232.45,2953.25,84185.7,42650.3,1586.02
10245,96345.6,4258.75,100604.35,49293.53,1903.74
10246,115320.95,4588.05,119909.0,57990.73,2254.66
10247,132841.75,4918.7,137760.45,68104.14,2616.02
10248,143852.35,5247.2,149099.55,79214.52,3002.99
