nb_A,nb_W,nb_A_W,nb_implicit_W,nb_dup_A,nb_dup_W,nb_A_prefix,nb_W_prefix,max_A_prefix,avg_A_prefix,max_A_AS,avg_A_AS,nb_new_A,nb_new_A_afterW
20959.45,1218.4,22177.85,10892.6,7039.25,0.35,1482.65,130.45,1390.7,19.5,3139.45,88.9,2254.1,773.5
21448.55,1240.1,22688.65,10991.5,7150.15,0.3,1473.1,130.65,1375.4,20.5,3462.85,94.25,2524.3,782.6
22002.95,1309.6,23312.55,11311.35,7267.25,0.3,1431.9,139.4,1379.8,21.1,4008.25,98.6,2575.95,848.4
22521.2,1320.5,23841.7,11558.2,7483,0.25,1408.15,140.45,1380.9,21.7,4127.55,102.3,2625,855
23308.35,1353.35,24661.7,11990.35,7804.35,0.25,1395.4,128.8,1377.15,22.4,4633.5,108.1,2635.2,878.45
22885.85,1321.35,24207.2,11791.25,7679.85,0.25,1375.05,123.7,1403.2,22.45,4686,108.9,2548,866.75
23377.55,1395.3,24772.85,11895.05,8035.45,0.25,1364.15,131.35,1395.85,23.75,5348.55,115.9,2492.5,954.55
23192.75,1413.3,24606.05,11941.1,7905.7,0.25,1142.75,136.2,1401.6,24.6,5361.3,121.8,2370.15,975.8
24467.7,1558.1,26025.8,12339.15,8470.65,0.3,1169.5,151.05,1405.2,25.05,5720.95,129.25,2581.05,1076.85
25435.15,1638.65,27073.8,12656.15,8874.2,0.3,1198.75,165.5,1400.1,25.2,6038.95,134.9,2785.1,1119.7
26094.85,1633.25,27728.1,12720.15,9166.6,0.3,1233.15,165.7,1390.8,24.75,6056.35,135.05,3084.75,1123.35
27033.55,1790.05,28823.6,13033,9586.95,0.3,1274.45,181.95,1399.2,24.45,6467.7,137.6,3220.1,1193.5
27278.3,1780.4,29058.7,13123.2,9757.5,0.3,1360.85,180.55,1402.85,24.2,6470.65,136.1,3205.05,1192.55
28989.3,1825,30814.3,13933.3,10520,0.4,1479.35,190.65,1405.35,23.9,7234.2,138.15,3304.65,1231.35
30497.6,1874.15,32371.75,14649.85,11139.35,0.4,1572,201.45,1400.35,23.7,8323.6,144.4,3458.6,1249.8
32559.65,1935.2,34494.85,15811.05,11618.2,0.3,2066.55,216.7,1383.6,23.45,9591.95,144.05,3821,1309.4
33352.85,1973.35,35326.2,15736.1,12636.3,0.4,2552.15,223.65,1389.45,23.1,9988.5,142.85,3630,1350.45
33251.15,1955.3,35206.45,15566,12693.2,0.35,2490.3,223.05,1377.95,23.7,9980.8,144.45,3651.6,1340.35
33333,1993.3,35326.3,15540.3,12761.35,0.35,2496.15,221.65,1380.4,23.65,9945.35,145.25,3666.35,1365
33391.2,2001.3,35392.5,15546.5,12769.8,0.25,2499.9,222.95,1388.55,23.6,9935.85,144.55,3709.65,1365.25
34874.55,2077.65,36952.2,16218.3,13482.6,0.25,2526.8,236.75,1393,24.25,10551.25,153.4,3739,1434.65
34797.8,2118.95,36916.75,16252.15,13649.05,0.3,2615.1,247.6,1390.3,22.85,10324.75,145.55,3456.1,1440.5
34753.45,2082.65,36836.1,16176,13683.75,0.3,2588.4,249.2,1389.3,23.4,9941.6,145.8,3506,1387.7
34809.2,2139.2,36948.4,16132,13750.4,0.3,2564.65,263.05,1391.35,24.1,10188.05,146.5,3497.4,1429.4
34127.55,2105.55,36233.1,15833.9,13367.85,0.45,2538.35,257.35,1408.4,24.15,9720,144.2,3519.6,1406.2
34826.15,2205.75,37031.9,16087.25,13719.95,0.45,2554.65,288,1409.85,24.45,10105.25,145.9,3558.35,1460.6
34115.4,2121.95,36237.35,15783.1,13354.2,0.45,2589.95,288.85,1409.7,22.45,9408.1,136.8,3611.3,1366.8
34407.95,2129.6,36537.55,15894.3,13543.7,0.45,2602.25,285.6,1418.35,22.45,9705.7,135.4,3566.65,1403.3
33532.55,2012.95,35545.5,15520.7,13281.55,0.4,2585.95,277.2,1409.15,22.1,9742.55,131.6,3402.5,1327.8
32788.8,1925.7,34714.5,15232.25,13062.65,0.4,2599.9,279.55,1409.95,21.35,9413.15,125.95,3211.35,1282.55
32882.55,1953,34835.55,15306.6,13306.35,0.4,2738.35,286.85,1419.4,20.5,9750.3,120.4,2958.75,1310.85
32397.6,1809.95,34207.55,15114.9,13193.8,0.4,2935.6,270.6,1416.85,19.4,9362.35,112.4,2842.8,1246.1
32873.95,1862.05,34736,15279.6,13489.3,0.45,2901.8,279.3,1416.9,19.65,9905.2,111.85,2807.85,1297.2
31253.05,1845.95,33099,14430.2,12864.75,0.35,2793.4,279.35,1424.35,19.8,9164.75,108.4,2693.95,1264.15
30376.45,1851.9,32228.35,13978.5,12639.6,0.35,2770.8,277.45,1419.4,19.6,8402.15,101.9,2464.35,1294
28260.3,1824.4,30084.7,13016.75,12444.45,0.35,2249.9,271.45,1439.1,19.9,7475.9,102.85,1533,1266.1
27301.25,1778.5,29079.75,12937.4,11544.1,0.25,1740,263.25,1440.4,20.3,7099.85,104.15,1597.45,1222.3
28414.15,1866.85,30281,13329.05,12093.95,0.3,1804.2,275.2,1445.55,20.2,7542.4,103.65,1694.4,1296.75
28428.9,1846.4,30275.3,13331.3,12006.45,0.3,1847.6,270.15,1439.55,19.7,7311.8,100.2,1813.65,1277.5
29753,1899.9,31652.9,13889.6,12703.3,0.45,1876.4,283.05,1414.9,20.2,7833.3,103.5,1836.65,1323.45
28630.85,1918.95,30549.8,13332.2,12199.35,0.45,1883.7,285.25,1413.35,19,7228.35,94.3,1831.5,1267.8
28787.75,1916.25,30704,13439.25,12237.2,0.4,1813.8,287.5,1428.7,19.8,7418.8,99.05,1823.35,1287.95
29144,1993.95,31137.95,13486.5,12334.3,0.55,1865.3,300.35,1434.3,19.15,7616.55,98,1980,1343.2
29112.7,1947.55,31060.25,13558.2,12268.9,0.55,1973.1,290.3,1430.95,17.85,7264.55,94.15,1987.6,1298
29564.15,1972.5,31536.65,13604.25,12606.15,0.4,2017.4,299.8,1415.2,17.4,7611.45,93.65,2020.95,1332.8
28953.05,1885.85,30838.9,13371.4,12306.85,0.4,2027.6,270.75,1410.8,16.65,7219.1,90.6,1992.8,1282
29301.15,1931.7,31232.85,13450.3,12577.25,0.4,2001.15,270.95,1414.15,17.6,7669.75,94.45,1947.05,1326.55
29169.25,1917.9,31087.15,13341.25,12591,0.4,2010.3,271.9,1408.55,17.4,7532.5,96.4,1959.05,1277.95
29095,1900.7,30995.7,13414.25,12467,0.4,2022.9,266.45,1427.15,17.2,7256.3,96.1,1951.6,1262.15
29422.7,1921.15,31343.85,13569.3,12606.75,0.4,1987.5,258.05,1420.6,18.2,7576.55,101.95,1965.95,1280.7
28663.9,1885.3,30549.2,13367.1,12096.75,0.4,1822.55,249.55,1412.8,19.1,7146,106.25,1954.95,1245.1
29113.5,1938.3,31051.8,13604.6,12304.3,0.45,1601.7,262.65,1415.95,20.9,7591.65,114.85,1914.75,1289.85
28625.3,1962.85,30588.15,13425.4,11932.85,1.1,1522.45,264.75,1409.25,21.6,7049.65,118.1,2006.2,1260.85
29081.8,1973.05,31054.85,13647,12119.05,1.15,1526.6,268.1,1403.45,21.95,7314.9,120.65,2035.65,1280.1
29074.7,1972.65,31047.35,13603.45,12055.85,1.15,1462.35,270.65,1405.45,22.9,7254.2,127,2146.25,1269.15
29368.8,2054.6,31423.4,13755,12011.05,1.15,1403.25,280.35,1404.5,23.8,7448.75,130.25,2340.5,1262.25
33888.4,2186.8,36075.2,14161.35,12348.85,1.15,5123.5,297.4,1410.4,23.3,7758.7,127.85,6051.1,1327.1
33665.65,2358.35,36024,14157.45,12186.45,1.1,5074.85,303.35,1417.45,23.95,7840.8,132.35,5991.5,1330.25
33834.45,2524.65,36359.1,14333.2,12221.6,1.15,5105.75,315.65,1423.55,23.85,7768.25,133.2,5940.75,1338.9
57272.05,2530.05,59802.1,13892.25,14429.35,1,29520.95,318.5,1461.4,22.25,7311.55,125,27645.5,1304.95
75786,2552.75,78338.75,14209.6,16501.95,1,47226.25,326.6,1454.35,21.35,7734.7,120.4,43706.25,1368.2
77533.15,2521.65,80054.8,14784.2,16631.95,1,47296.25,319.6,1450.1,21.3,8134.25,131.45,44757.9,1359.1
76634.55,2440.45,79075,14482.15,16266.85,0.85,47293.95,297.25,1448.4,20.85,7788.25,128.15,44582.9,1302.65
76260.3,2421.45,78681.75,14364.05,16020.65,0.85,47192.9,295.45,1457.7,21.45,7788.3,130.35,44574,1301.6
75680.15,2362.5,78042.65,14249.25,15678.95,0.9,47214.35,284.15,1474.15,21,7426.95,126.95,44500.2,1251.75
75897.35,2348.15,78245.5,14307.95,15621.8,0.9,47367.8,285.35,1471.45,20.5,7418.65,124.95,44726.9,1240.7
75279.3,2268.65,77547.95,14201.6,15180.85,0.9,47430.75,274.2,1463.2,19.1,6956.15,119.5,44711.85,1185
74763.2,2213.25,76976.45,14038,14884.95,0.9,47432.3,263.1,1453.8,18.75,6780.4,114.9,44673.7,1166.55
74132.15,2182.85,76315,13789.4,14604.35,1,47395.8,259.3,1454.2,18.8,6684.15,114.1,44585.45,1152.95
73490.8,2144.5,75635.3,13514.1,14297.2,1,47447.5,249.55,1443.75,17.5,6331.45,107.85,44546,1133.5
73879.75,2158.05,76037.8,13823.85,14384.55,1.05,47546,251.1,1443.2,16.65,6455.65,104.85,44531.75,1139.6
73221.75,2122.95,75344.7,13639.65,13940.9,1,47550.5,239.8,1435.45,15.75,6001.35,101.5,44542.9,1098.3
73668.05,2052.9,75720.95,14334.45,13819.85,0.3,47644.55,233,1437.65,15,6145.05,103.65,44442,1071.75
73906.3,2036.8,75943.1,14622.45,13859.95,0.3,47705.5,232.65,1442.35,14.4,6059.35,107.65,44381.9,1042
73313.8,1986.25,75300.05,14347.75,13704.25,0.3,47784.95,220.4,1431.9,13.1,5757.75,99.65,44257.4,1004.4
73044.5,1888.3,74932.8,14345.8,13582.6,0.3,47867.3,204.1,1422.15,12.15,5209.95,96.65,44134.3,981.8
68323.3,1764.8,70088.1,13963.2,13097.15,0.3,44072.2,187.3,1402.6,13.8,4945.1,102.75,40347.1,915.85
67511.95,1517.7,69029.65,13698.7,12647.7,0.3,44073.5,172.4,1395.2,13,4399.35,97.95,40321.45,844.1
66880.4,1329.4,68209.8,13323.15,12439.85,0.25,44020.4,156.85,1379.75,13,4352.6,95.6,40302,815.4
42015.9,1278.45,43294.35,13130.95,9493.85,0.3,19609.55,140.25,1358.75,13.5,4278.15,98.3,18585.9,805.2
23393.55,1154.9,24548.45,12794.45,7261.75,0.3,1914.2,121.8,1365.2,14.2,3839.85,101.45,2611.75,725.6
22775.75,1233.4,24009.15,12436.95,7469.85,0.3,1964.35,142.4,1363.75,13.65,3414.95,89.3,2158.5,710.45
25395.6,1237.3,26632.9,13693.6,8234.1,0.3,1997.35,153.8,1356.75,14.55,4991.35,95.2,2746.05,721.85
25707.3,1269,26976.3,13674.25,8391.4,0.3,2050.5,154.05,1340.45,14.15,5013.95,93.8,2905.2,736.45
26149.7,1310.7,27460.4,13904.35,8561.75,0.25,2031.65,158.4,1338.75,14.5,4987.65,95.35,2935.15,748.45
27195.95,1412.85,28608.8,14433.9,9175.5,0.25,1920.35,162.35,1349.9,15.3,5240.35,99.3,2817.4,769.15
28481.85,1465.95,29947.8,15021.05,9831.8,1,1954.65,165.85,1349.2,15.65,5662.35,102.9,2845.1,783.9
30024.35,1519.45,31543.8,15747.35,10318.45,1,2001.2,180.35,1350.9,16.05,6563.25,108.65,3146.65,811.9
30772.5,1524.45,32296.95,16111.3,10665,0.9,2076.65,180.4,1318.75,15.7,6671.15,108.7,3181.85,814.35
33523.55,1560.8,35084.35,17443.55,11836.7,0.9,2404.15,196.5,1310,15.7,7493.4,106.8,3400.35,842.95
34085.7,1566,35651.7,17535.45,12100.85,0.85,2482.8,201.5,1301.25,15.65,7418.85,105.5,3603.2,846.2
36290.55,1562.95,37853.5,18493.2,13152.2,1,2666.2,205.55,1310.35,15.2,7985.35,106.25,3792.7,852.45
35862.15,1561.85,37424,17807.75,13350.6,1,2745.2,201.75,1308.7,14.85,7845.6,103.35,3849.9,853.9
35335.3,1541.6,36876.9,17413.1,13171.6,1,2746.55,189.75,1308.1,14.65,7594.9,97.25,3894.75,855.85
35582.15,1548.9,37131.05,17626.2,13193.45,1.05,2752.95,193.9,1316,14.75,7560.05,98.2,3904.55,857.95
35733.8,1528.35,37262.15,17626.15,13299.3,1.05,2780.65,196.7,1325.75,14.7,7917.95,97.6,3956.35,852
36949.95,1640.35,38590.3,18011.95,13741.25,1.05,3020.55,202.25,1306.2,13.4,8322.55,94.85,4316.3,880.45
37959.2,1694.15,39653.35,18587.7,13993.05,1.05,3243.6,208.1,1312.1,12.95,8687.75,94.15,4448.85,929.6
39022,1687.65,40709.65,18882,14281.6,1.05,3693.85,208.95,1315.65,12.6,8912.3,93.45,4924.05,934.35
40469.8,1731.9,42201.7,19622.8,14701.6,1,3940.65,216.1,1312.45,12.4,9462.7,94.4,5190.15,955.25
41457.15,1760.55,43217.7,20065.8,15135.4,1,4001.35,218.25,1306.95,12.4,9812.65,96.85,5288,967.95
42003.85,1706.7,43710.55,21161.45,15090.75,1,4538.25,198.9,1314.9,11.9,9937.25,94.05,4762.8,988.85
40474.1,1738.6,42212.7,20574.35,14798.65,1.05,4486.05,200.9,1320.95,11.85,8900.2,90.7,4113,988.1
40887.25,1737.05,42624.3,20727.1,14776.25,1.1,4545.6,206.75,1344.45,11.75,8850.1,88.25,4409.4,974.5
41310.1,1733.35,43043.45,20663.2,15191.15,1.1,4624.6,209.55,1345.8,11.5,8853.3,85.85,4478.15,977.6
40119.2,1634.7,41753.9,20101.75,14665.3,1.1,4600.65,214.5,1301.4,11.05,8790.6,82.6,4403.65,948.5
39284.5,1674.9,40959.4,19689,14260.5,0.5,4633.8,216.45,1301.85,10.65,8337.25,78.65,4391.9,943.1
38306.85,1628.35,39935.2,19257,14063.75,0.5,4640.2,207.4,1295.8,10.25,7645.45,72.8,4075.85,910.25
39509.55,1767.85,41277.4,19459.8,14209.2,0.5,5377.25,216,1327.2,9.75,8125.4,68,4899.55,941
37635.9,1796.35,39432.25,18603.5,13294.15,0.6,5064.4,208.2,1335,10.1,7677.25,70.8,4791.45,946.8
37627.4,1815.25,39442.65,18754.7,13336.8,0.6,4971.15,212.45,1345.6,10.45,8119.35,73.7,4595.05,940.85
36952.65,1830.8,38783.45,18496.75,12859.65,0.45,4916.3,215.8,1332.35,10.5,8009.85,73.55,4649,947.25
37779.8,1879.25,39659.05,18887.6,13090.95,0.45,4852.9,226.7,1334,10.9,8273.15,74.75,4823.65,977.6
38014.45,1893.2,39907.65,18933.3,13108.7,0.4,4837.75,235,1319.8,11.05,8484.05,74.2,4983.65,988.8
38714.25,1918.4,40632.65,19173,13360.55,0.35,4801.45,240.15,1325,11.6,8983.7,76.5,5171.75,1008.95
38460.6,1950.05,40410.65,19053.95,13275.85,0.35,4724.65,245.55,1329.05,11.85,8600.75,76.85,5120.9,1009.9
37695.4,1883.4,39578.8,18891.35,13044.5,0.45,4534.25,248.8,1354.85,12.35,8324.35,77.75,4771.3,988.25
36842.6,1827.5,38670.1,18312.75,12936.65,0.5,4337.15,242.5,1353.5,12.65,7921.5,76.9,4658.05,935.15
36730.65,1847.8,38578.45,18463.2,13076.85,0.5,3925.35,246.1,1363.45,13.25,7960.1,80,4252.85,937.75
36875.25,1880.15,38755.4,18511.45,13258.05,0.55,3687.25,250.15,1346.6,14.4,8000.4,82.05,4169.55,936.2
36767.2,2045.45,38812.65,18531.1,13149.3,0.7,3634.1,254.1,1325.95,14.9,8022.75,82.75,4044.85,1041.95
34699.75,2017.5,36717.25,17100.9,12636.2,0.7,3007.7,252,1304.75,15.3,7580.15,83.5,3939,1023.65
36772.4,1977.2,38749.6,17335.3,13349.4,0.65,4157.55,245.3,1293.05,14.1,7690.75,79,5068,1019.7
37925.9,1946.9,39872.8,18303.4,13819.95,0.95,4741.9,240.05,1287.65,13.75,8123.9,78.65,4786.4,1016.15
38286.2,1978.2,40264.4,18742.7,13390.65,0.95,4698,251.6,1293.25,14.1,9297.05,81,5104.25,1048.6
38422.45,1970.95,40393.4,18889.5,13397.45,0.95,4688.1,240.75,1331.8,14.3,9090.85,83.2,5080.85,1054.65
38089.55,1887.8,39977.35,18774.85,13173.1,0.95,4566.3,236.4,1331.4,14.95,9205.6,85.7,5091.25,1050.35
39304.25,1892.55,41196.8,19680.7,13457.05,1.1,4819,236.8,1300.65,14.75,9412.9,87.55,5096.2,1070.3
40132.5,1750.65,41883.15,19820.6,14997.25,1.1,5160.1,229,1291.7,14.75,9224.25,87.8,4274.05,1040.6
41040,1677.55,42717.55,19571.35,16270.35,1,5981.45,224.3,1285.75,14.1,8849.55,84.35,4198.85,999.45
42114.65,1653.5,43768.15,20570,16334.45,1,6322,216.1,1290.3,13.6,8777,84.5,4206.2,1004
40951.05,1615.7,42566.75,20209.4,15830.85,1,6517.95,207.9,1290.95,13.05,8740,80.9,3928.15,982.65
40003.6,1555.05,41558.65,19883.35,15459.6,1,6530.95,199.1,1277.8,12.7,8426.35,78.55,3717.25,943.4
39672.75,1568.25,41241,19848.65,15351.2,1,6466.1,193.35,1286.15,13.45,8219.1,79.8,3538,934.9
39102.65,1565.4,40668.05,19783.5,15046.7,1,6596.65,188.6,1287.65,12.75,7751.75,77.55,3358.85,913.6
39554.4,1521.95,41076.35,19624.85,15652.8,1,7368.95,179.5,1274.95,12.1,7812.5,74.45,3377.85,898.9
39802.35,1467.85,41270.2,19267.85,16288.35,1.05,8159.55,173.05,1293.85,11.3,7572.6,70.25,3358.4,887.75
40964.3,1470.4,42434.7,19503.95,17152.1,1,9013.95,175.7,1280.85,10.75,7645.65,68.2,3419.8,888.45
40588.35,1502.05,42090.4,19353.4,16966.6,1,9015.95,176.25,1261.3,10.55,7551.55,67.2,3381.1,887.25
41788.65,1481.9,43270.55,20514.4,17045.8,1.05,9404.8,194.1,1260.2,9.45,7361.35,66.7,3324.05,904.4
42913.2,1351.4,44264.6,21600.95,17178.95,1.1,9908.8,192.95,1290.55,8.45,7401.55,63.6,3329.45,803.85
46031.3,1529.05,47560.35,22802.6,19021.9,1.15,11630.65,197.65,1298.95,7.95,7763.45,60.9,3384.45,822.35
44338.65,1532.8,45871.45,22866.45,18323.6,1.15,10998.3,197.65,1299.05,8,7317.1,60.6,2335.5,813.1
43370.75,1591.6,44962.35,22102.25,17778.65,1.25,11068,197.85,1269.4,7.9,7152.6,60.6,2664.65,825.2
42957.65,1565.45,44523.1,21784,17699.55,1.3,11357.95,188.55,1238.3,7.2,6113.65,58.5,2676.2,797.9
43365.15,1574.1,44939.25,21661.35,17621.85,1.4,11873.85,191.95,1234.8,6.5,6138.25,55.1,3281.1,800.85
43656.1,1582.7,45238.8,21437.6,17623.15,1.3,12382.25,190.3,1243.95,5.55,6002.5,51.3,3796.6,798.75
42315.25,1582.35,43897.6,20167.75,16979.05,1.5,12626.6,186.85,1282.8,5.3,5540.55,47,4382.7,785.75
40449.05,1600,42049.05,19607.1,15067.95,2.1,11898.05,191.3,1290.1,5.35,5125.25,46.55,4981.25,792.75
40420.55,1611.7,42032.25,19570.45,13826.9,2.1,11688.6,189.9,1315.25,5.4,5236.25,46.55,6228.9,794.3
38856.15,1599.75,40455.9,18057.45,13475.45,2.1,11536.75,196.65,1326.15,5.35,4921.15,42.85,6535.65,787.6
38369.85,1589.55,39959.4,17541.5,13446.25,2.25,11290.65,195.5,1326.35,5.55,4456.1,40.95,6598.6,783.5
38563.8,1599.25,40163.05,17703.2,13492.55,2.25,11325.2,194.25,1342.7,5.55,4449.65,39.7,6575.35,792.7
41912.05,1569.9,43481.95,18800.65,15686.25,2.25,12542.85,200.95,1367.1,4.3,4911.5,35.95,6632.6,792.55
43397.6,1528.9,44926.5,19227.3,16132.35,2.3,13277.75,200.85,1366.1,4.15,5347.7,34.3,7249,788.95
43138.95,1523,44661.95,19085.55,15288.25,2.3,13094.95,198.9,1382.45,4.15,5364.25,33.95,7970.55,794.6
43283.15,1529.95,44813.1,19027.3,15291.6,2.35,12452.6,199.45,1369.65,4.45,5474.2,34.75,8157,807.25
42389.25,1525.75,43915,18969.6,14536.35,2.45,11637.2,198.35,1373.85,4.9,5509.35,37.15,8077.1,806.2
44471.95,1483.15,45955.1,19893.4,15762.3,2.45,12661.55,214.45,1376.5,4.45,5941.65,34.5,7997.85,818.4
42284.9,1408,43692.9,18343.55,15230.65,2.45,12301.95,185.5,1369.5,4.7,5476.55,31.4,7936.9,773.8
40902.55,1360.85,42263.4,17369.4,14827.35,2.25,12060.35,178.8,1357.1,4.7,5589.75,35.9,7945.8,760
37915.1,1171,39086.1,16142.65,13042.85,2.2,10325.8,171.85,1375.85,5.4,5351,41.05,7997.45,732.15
37367.2,1236.3,38603.5,15406.2,13120.65,2.3,10191.45,170.6,1368.5,5.4,5196.05,41.35,8090.95,749.4
38204.7,1186.7,39391.4,16320.9,13546.5,1.9,9911.15,173.1,1365.3,5.55,5357.45,42.6,7599.2,738.1
38022.7,1162.05,39184.75,16437.2,13642.8,1.85,9578.25,165.65,1381.2,6.35,5201.9,43.7,7208.8,733.9
38649.25,1191.15,39840.4,16963.25,13708.7,1.75,9894.2,167.4,1383.9,6.3,5606.05,43.7,7250.9,726.4
39027.25,1230.2,40257.45,17079.8,14468.5,1.7,9916.85,172.75,1383.55,6.35,5650.05,43.8,6754.1,724.85
38703.5,1224.65,39928.15,17248,14551,1.35,9360.6,172,1386.4,6.95,5646.9,47,6173,731.5
38291,1232.3,39523.3,17342.45,14652.7,0.75,9005.5,167.65,1383.45,7.35,5655.45,50.3,5569.1,726.75
36653.3,1215.9,37869.2,17195.75,14338.95,0.75,8354.4,165.5,1389.3,7.85,5520.9,54.05,4398.65,719.95
36510.35,1209.8,37720.15,17234.5,14271.35,0.8,8303.95,155.95,1382.65,7.85,5377.85,55.75,4290.85,713.65
37084.05,1262.15,38346.2,17556.95,14501.8,0.7,8356.3,159.35,1400.7,7.9,5487.8,58.8,4296.55,728.75
37030.95,1283.4,38314.35,17354.3,14583.6,0.7,8358.85,162.45,1405.1,7.9,5484.25,58.9,4356.3,736.75
33677,1289.3,34966.3,16246.3,12391.15,0.75,7186.45,154.25,1378.3,8.35,5019.9,60.7,4309.05,730.5
31719.8,1312.25,33032.05,15526.15,11803.5,0.85,6278.25,152.75,1370.05,9,4549.05,63.35,3657.65,732.5
30843,1324.05,32167.05,15478.3,11756.45,0.85,5613.3,153.3,1330.65,11,4419.35,68.05,2872,736.25
30152.15,1332.9,31485.05,15626.5,11063.25,0.65,5411.85,152,1331.6,12.85,4332.8,73.35,2719.05,743.35
31873.5,1457.15,33330.65,16834.4,11240.1,0.6,5464.7,202,1343,13.2,4960.95,75.1,3003.45,795.55
29356.5,1453.3,30809.8,15820.75,9731.2,0.6,4398.55,181.65,1337.65,13.7,4433.65,77.45,3032.65,771.9
29619.8,1460.15,31079.95,16197.55,9681.15,0.5,4372.2,183.05,1357,14.05,4818,80.15,2961.45,779.65
29247.55,1450.95,30698.5,15895.05,9673.95,0.75,4112.7,188.55,1359.6,14.6,4239.1,75.2,2895.2,783.35
29067.55,1448.55,30516.1,15899.7,9580.1,0.75,4109,187.15,1344.9,14.5,4118.75,72.15,2803.75,784
28025.25,1372.45,29397.7,15645,8971.55,1.05,3755.05,181.55,1358.25,14.7,4009.65,72.75,2645.8,762.9
26776.95,1357.55,28134.5,14454.7,8858.55,1.05,3365.75,177.3,1364.2,14.95,3552.9,73.55,2708,755.7
26129.6,1356.5,27486.1,14037.6,8680.3,1.05,3357.85,175.3,1371.5,14.6,3534.65,73.7,2666.95,744.75
24868.4,1323.05,26191.45,13489.95,8616.2,1.05,2522.95,171.3,1378.2,15.2,3070.25,76.1,2007.8,754.45
24152.55,1273.25,25425.8,13440.9,7892.3,1.05,1983.9,166.85,1382.35,16.25,3027.65,79.65,2063.3,756.05
23867.8,1271,25138.8,13240.95,7815.35,1.05,1929.65,165.5,1392.2,17.3,3033,80.6,2063.55,747.95
23492.9,1268.9,24761.8,13091.35,7625.45,1.05,1848,165.35,1398.95,18.3,2977.9,82.35,2019.9,756.2
23389.75,1294.35,24684.1,13072.05,7628.55,1.05,1795,165.4,1396.05,20.2,2971.25,84,1921,768.15
23117.2,1310.6,24427.8,12996.55,7577.45,1,1554.9,167.15,1402.25,22.75,3066.8,89.9,1769.05,774.15
22600.55,1284.25,23884.8,12785.85,7332.1,1,1398.65,165.45,1391.75,24.65,2979.15,93.55,1711.75,770.85
22315.4,1261.55,23576.95,12739.8,7127.3,1,1274.85,162.65,1389.35,24.95,2974,94.3,1687.2,761.1
22314.25,1272.85,23587.1,12773.55,7074.75,1.3,1264.3,165.65,1387.95,25.05,2981.8,94.25,1699.9,766.05
22290.15,1266.9,23557.05,12734.5,7084.65,1.3,1235.4,163.5,1380.25,25.95,2964.4,95.35,1704.75,766.25
22550,1284.35,23834.35,12913.65,7143.5,1.3,1270.1,164.65,1419.3,24.8,2995.7,95.6,1712.4,780.45
22669.3,1276.3,23945.6,13056.15,7073.15,1.45,1319.8,165.25,1403.9,23.4,2978.85,92.45,1769.85,770.15
20523.45,1161.9,21685.35,11679.05,6645.15,1.45,1176.35,113.8,1399.1,24,2248.1,92.15,1469,730.25
20617.05,1164.35,21781.4,11660.2,6776.75,1.45,1205.05,113.15,1417.9,23.85,2131.45,92.15,1439.45,740.65
19977.75,1157.35,21135.1,10970.8,6826.5,1.45,1211.85,113,1424.05,23.4,1742.85,90.25,1449.45,731
19751.75,1159.1,20910.85,10663.45,6839.35,1.2,1190.85,105.65,1415.4,23.5,1740.5,91.55,1531.6,717.35
21431.1,1184.75,22615.85,10773.95,7332.85,1.2,2599.5,106.9,1403.65,22.9,1822.25,89.3,2589.85,734.45
21929.3,1200.85,23130.15,10805.2,7491.35,0.85,2899,109.4,1398.05,22.65,1865.8,88.05,2892.55,740.2
21766.85,1239.95,23006.8,10895.6,7203.05,0.95,2790.35,112.55,1420.25,24,1978.6,91,2906.25,761.95
22105.65,1258.25,23363.9,11047.85,7270.5,0.95,2753.1,115.85,1421.35,25.2,2008.25,93.4,3015.6,771.7
23204.9,1312.5,24517.4,11310.25,8045.55,0.95,3291.75,118.35,1403.05,24.65,2051.6,91,3063.8,785.3
23155.55,1320.8,24476.35,11340.75,8045.05,0.95,3357.05,119.75,1395.6,23.9,2050.9,89.2,2983.15,786.6
23374.4,1309.4,24683.8,11444.3,8173.85,1,3491.95,120.85,1363.05,22.45,2046.3,86.95,2968.4,787.85
23395.75,1298.6,24694.35,11431.7,8189.3,1.2,3510.2,120.15,1358.5,21.85,2045.85,85.9,2988.1,786.65
23499.25,1306.6,24805.85,11464.1,8261.55,1.2,3533.4,121.5,1348.15,20.45,2048.1,85.45,2987.35,786.25
23459.25,1285.7,24744.95,11382.15,8397.55,1.2,3721.3,119.55,1322.05,17.9,1928.7,77.95,2909.45,770.1
23803.95,1266.1,25070.05,11464.5,8575.3,1.15,3945.5,118.8,1319.2,15.8,1935.9,70.75,3000.95,763.2
23798.7,1275.65,25074.35,11445.55,8626.6,1.15,3888.55,118.55,1311.5,17.2,1925.1,73.8,2964.25,762.3
24510.7,1269.15,25779.85,11489.95,9253.6,0.8,4411.35,116.45,1316.55,16.65,1958.1,71.7,3009.3,757.85
24854.25,1282.1,26136.35,11654.45,9410,1.4,4418.2,120.55,1325.6,16.85,2016.1,73.25,3027.65,762.15
24922.1,1320.95,26243.05,11718.65,9449.75,1.4,4414.25,121.8,1315.25,17,2020.05,73.7,2991.4,762.3
24667.25,1348.05,26015.3,11516.85,9430.35,1.3,4386.95,124.6,1297.7,17.2,1998.3,75.25,2950.2,769.85
