nb_A,nb_W,nb_A_W,nb_implicit_W,nb_dup_A,nb_dup_W,nb_A_prefix,nb_W_prefix,max_A_prefix,avg_A_prefix,max_A_AS,avg_A_AS,nb_new_A,nb_new_A_afterW
93225.8,2106.8,95332.6,28264.75,16182.75,3,51986.6,301.5,3399.25,19.3,6009.6,107.15,47566.05,1212.25
93050.65,2115.3,95165.95,28170.8,16105.9,2.75,51768.85,299.8,3414.1,20.7,6024.3,111.45,47556.65,1217.3
93115.3,2173.3,95288.6,28399.55,15930.15,2.7,51608.75,325.55,3381.65,21.3,6068.95,113.75,47535.5,1250.1
93801.15,2174.8,95975.95,28849.25,16296,2.85,51638.85,326.1,3388.15,21.35,6265.2,115.1,47401.3,1254.6
92859.8,2128.3,94988.1,28416.25,16076.1,2.95,51609.4,319.45,3428.85,21.4,5469.65,115.25,47155.9,1211.55
92955.9,2139,95094.9,28568.35,16239.1,3.95,51623.55,319.7,3431.1,21.05,5384.55,112.55,46929.2,1219.25
93593.35,2155.25,95748.6,28838.35,16636.1,3.6,51866.4,320.25,3398.3,19.35,5453.2,106.45,46887.45,1231.45
93913.75,2160.15,96073.9,28651.05,17179,3.6,52061.45,318.2,3396.9,17.85,5555.45,101.2,46840.5,1243.2
94050.1,2153.3,96203.4,28678,17381.2,3.65,52168.5,316.95,3441.7,17.55,5586.65,97.15,46739.4,1251.5
94279.7,2148.8,96428.5,28915.2,17693.55,3.65,51993.4,318.55,3448.95,17.75,5610.2,98.75,46410.9,1260.05
94635.35,2155.35,96790.7,29070.5,17932.95,3.8,52202.45,318.25,3464.4,16.9,5615.85,94.4,46370.2,1261.7
47323.85,2189.15,49513,23807.65,17967.6,3.65,10238.05,317.2,3468.25,17.6,5391.55,97.05,4273.5,1275.1
46818.8,2161.8,48980.6,23604.15,17970.6,3.75,10116.25,308.3,3467.4,20.2,5394.1,101,3985.9,1258.15
43898.05,2127.5,46025.55,22628.3,16865.7,3.75,9290.25,277.4,3498.45,22,5402.75,106.2,3170.8,1233.25
42630.75,2130.45,44761.2,21995.9,16255.45,3.7,8397.3,268.15,3561.15,24.55,5438.75,115.4,3138.45,1240.95
33248.15,1718.9,34967.05,14572.3,15700.6,3.75,2145.8,170.8,3649.05,25.5,5103.25,120.8,1879.4,1095.85
33237.7,1683.2,34920.9,14691.5,15500.85,3.8,2061.55,167.9,3461.05,26.65,5441.8,127,1953.55,1091.8
33978.25,1659.9,35638.15,15110.1,15671.75,3.75,2109.45,169.45,3450.25,26,5836.8,128.4,2106.25,1090.15
34438.9,1658.45,36097.35,15500.75,15659.05,3.8,2108.65,170.15,3453.2,26.45,5980.4,131.25,2181.6,1097.5
34222.2,1591.7,35813.9,15744.3,15305.7,3.85,2094.8,166.2,3456.9,26.6,6125.7,131.75,2092.5,1079.7
34373.15,1524.1,35897.25,15608.5,15583.55,4,2641.4,162.4,3452.05,25.35,6164.6,124.65,2130,1051.1
34892,1503.8,36395.8,15773.4,15957.05,4.2,3144.15,158.4,3440.15,23.8,6148.95,117,2115.45,1046.1
34630.15,1436.9,36067.05,15598.4,15942.85,4.35,3115.35,129.35,3490.3,24,6198.2,118.95,2076.8,1012.1
34199.35,1421.55,35620.9,15202.6,15610.45,4.25,3076.35,127.4,3475.8,24.3,6009.6,119.9,2380.85,1005.45
34365.05,1470.85,35835.9,15274.7,15565.4,4.45,3073.05,129.75,3451.75,24.6,5994.7,118.45,2511.2,1013.75
33873.6,1509.9,35383.5,15118.05,15330.2,3.9,3056.35,132,3452.5,24.6,6009,116.65,2411.45,1013.9
33189.55,1504.5,34694.05,14803.8,14913.45,4.05,2817.85,132.35,3487.1,26,5952.35,122.5,2468.9,1003.4
32321.35,1495.4,33816.75,14607.35,14258.05,4.05,2603.4,130.95,3482.3,27.9,5877.85,128.8,2469.4,986.55
32218.95,1492.6,33711.55,14557.9,14159.25,4.1,2422.9,131.25,3567.85,29.45,5911.55,136.05,2518.6,983.2
32013.5,1503.65,33517.15,14491.55,14018.1,4.1,2294.85,130.4,3559.1,30.05,5894.05,138.2,2527.85,976
31949.95,1499.9,33449.85,14415.5,13988.25,4.15,2126.4,139.6,3551.5,30.6,5838.1,140.4,2578.65,967.55
31635.6,1454.85,33090.45,14336.65,13793.65,4.3,2086.85,138.3,3548.6,30.9,5780.1,141.85,2559.95,945.35
31861.7,1444.25,33305.95,14446.7,13901,4.2,2195.7,138.35,3552.3,28.25,5838.6,136.85,2575.6,938.4
32190.9,1434.85,33625.75,14473.3,14091.55,4.1,2363.05,137,3539.9,26.55,5782.3,132.15,2699.6,926.45
32446.55,1426.9,33873.45,14638.65,14113.5,4,2507.7,140.4,3483.2,24.35,5862.85,123.6,2769.9,924.5
33227.45,1513.9,34741.35,15059.4,14273.25,4,2525.15,153.8,3426.6,24.6,6038.15,120.75,2950,944.8
33129.5,1537.95,34667.45,15065.6,14174.8,4.15,2544.6,163.1,3428.45,24,5973.55,117.65,2941.5,947.6
33329.25,1721.55,35050.8,15222.2,14254.6,4.05,2541.85,170.4,3424.1,24.15,6341.65,118.35,2845.6,1006.85
33111.9,2000.45,35112.35,15114.8,14154.95,4.1,2588.75,187.25,3426.35,23.2,6198,113.3,2821.95,1020.2
32571.35,2018.5,34589.85,14724.5,14049.65,3.95,2660.9,190.55,3432.25,22.05,5868.4,105.05,2783.5,1013.7
32085.8,2056.6,34142.4,14636.45,13717.25,4.15,2241.35,202.8,3421.1,22.25,5856.05,105.4,2715.55,1016.55
31744.3,2063.35,33807.65,14546.2,13323.75,4.15,1837.3,215.8,3433.2,22.65,5947.45,106.15,2854.6,1019.75
31758.45,2090.9,33849.35,14524.3,13270.45,4.5,1884.5,232.7,3415.2,22.15,5886.45,102.1,2931.55,1032.15
31429.85,2132.65,33562.5,14549.75,13213.65,4.3,1858.85,245.45,3433.7,22.7,5960.25,102.35,2621.1,1045.35
30868.9,2083.85,32952.75,14274.45,13033.95,4.35,1916.55,242.6,3406.5,21.3,5942.35,97.45,2531.15,1029.35
31741.95,2046.7,33788.65,14499.6,13409.4,3.9,1942.95,250.45,3373.5,21.4,6328.05,98.5,2804.25,1028.7
32393.2,2028.5,34421.7,14900.95,13551.35,3.85,1951.7,250.25,3340.85,21.8,6696.3,100.4,2919.25,1021.65
33206.2,2049.8,35256,15398.15,13801.7,4,1977.05,255.75,3356.75,21.45,6822.9,98.5,2968.35,1038
33245.5,2107.05,35352.55,15466.75,13778.15,4.1,2049.1,259.95,3301.75,20.25,6768.5,94.7,2952.1,1048.5
32957.25,2119.5,35076.75,15404.4,13578.05,4.35,2031.8,261.45,3300.6,20.25,6736.4,92.9,2929.4,1045.4
33069.05,2121.2,35190.25,15382.4,13368.1,4.15,2008.1,253.3,3319.1,20.6,6783.2,93.35,3271.45,1047.1
32854.1,2112.8,34966.9,15246.2,13250.85,4.15,2004.45,254.45,3316.85,20.45,6747.55,92.3,3324.5,1032.55
32693.15,2099.15,34792.3,15263.35,13072.55,4.25,1934.55,256.05,3332.5,21,6628.6,93.55,3332.75,1024.5
32754,2124.1,34878.1,15463.2,12969.75,4.35,1802.9,258.95,3352.3,21.85,6648.4,98.15,3283.15,1037.9
33216.2,2149.15,35365.35,15454.7,13475.6,4.3,2202.4,257.5,3366.75,21.55,6562.4,97.8,3242.35,1043.55
33223,2099.05,35322.05,15311.05,13821.8,4.3,2680.95,247.4,3336.85,20.45,6361.45,95.6,3052.4,1037.75
32623.15,2083.8,34706.95,15009.25,13704.6,4.25,2658.45,236.45,3344.3,20.45,5958.6,92.95,2877.8,1031.5
31897.85,1906.95,33804.8,14540.75,13532.7,4.3,2633.6,227.2,3353.75,20.45,5202.8,90.6,2853.9,970.5
31490.95,1601.3,33092.25,14220.15,13566.7,4.2,2589.7,208,3360.6,20.75,5196.7,93.05,2764.05,940.05
31236.3,1578.65,32814.95,14119.25,13417,4.3,2493.6,203.15,3351.95,21.95,5196.2,97.3,2759.65,940.4
31348.95,1573.85,32922.8,14202.85,13342.65,4.05,2397.95,201.55,3357.9,22.4,5172.55,100.65,2848.95,954.5
31092.7,1647.55,32740.25,14206.6,13183.25,4.25,2327.8,190.7,3349.15,22.8,5072.9,106.55,2738.7,964.15
34628.55,1747.2,36375.75,15416,14609.7,4.05,2332.4,214.75,3372.15,24.4,8132,120.55,3582,1020.85
37805.85,1942.55,39748.4,16788.95,15549.05,4.25,2788.45,219.4,3362.95,22.95,10225.5,115.05,4381.65,1086.2
40530.9,2020.45,42551.35,17487.8,15798.3,3.95,4068.35,236.25,3372.95,22.5,10936.15,112.85,6138.25,1106.55
44224.9,2022.25,46247.15,18129.5,16271.45,4.15,7578.7,228.9,3370.05,21.05,10802.35,106.5,8733.35,1090.6
45142.2,2024.45,47166.65,17887.45,17326.4,4.15,8944.95,228.75,3407.15,19,10404.15,97.2,8840.35,1088
47905.05,2026.5,49931.55,17754.15,19584.4,4.15,11254.5,228.55,3399.3,17.15,10232.6,91.65,9489.3,1077.2
49930.5,2109.55,52040.05,18216.5,20670.7,4.35,11607.8,252.95,3371.05,16.85,10289.8,89.4,9916.95,1126.35
50972.65,2164.55,53137.2,18573.35,21123.6,4.65,11758.9,266.45,3403.4,16.4,10364.25,90.4,10107.5,1168.2
51103,2174.5,53277.5,18650.75,21392.15,4.85,11723.6,265.35,3380.5,17.65,10382.7,94.15,9882.75,1177.35
51168.4,2180.5,53348.9,18719.8,21413.35,4.9,11713.2,264.5,3373.45,17.95,10383.3,95.3,9844.6,1190.65
53458.2,2216.45,55674.65,19614.65,22602.1,4.75,11760.8,275.65,3355.8,18.55,10509.35,98.9,10022.75,1218.7
54302.25,2195.45,56497.7,19910.45,23069.9,4.7,11875.6,281.6,3343,18,10530.3,95.7,10109.35,1212.55
53694.75,2172.65,55867.4,19867.6,22579.05,4.6,11370.8,285,3441.8,19,10583.7,101.15,10043.5,1204.6
53221.15,2159.95,55381.1,19794.9,22095.05,4.6,10885.95,297.3,3458.8,19.9,10674.4,106.1,10141.75,1189.45
53934,2214.65,56148.65,19900.7,22497.45,4.7,10937.6,316.4,3447.7,19.6,10955.85,105.75,10309.85,1226
53721.9,2199.1,55921,19974,22279.15,4.65,10977.2,313.45,3453.15,18.9,10959.45,102.05,10246.55,1222.2
53534.7,2197.3,55732,19854.45,22236,4.85,10963.2,310.35,3450.4,19.1,10922.75,100.45,10221.2,1223.05
53373.9,2202,55575.9,19800.1,22206.2,4.8,10956.65,307.75,3451.9,19.25,10978.3,101.15,10138.6,1229
53130.9,2173.45,55304.35,19711.65,22167.8,4.65,10956.95,297.25,3425.45,19.1,10979.75,98.9,10035.15,1216.3
53036.15,2087.2,55123.35,19636.3,22190.1,4.3,10911.8,294.5,3414.5,20.6,10963.95,99.6,10006.4,1203.35
49811.8,1984.75,51796.55,18618.75,20913,4,10932.35,254.8,3441.25,19,7906.95,86.45,9131.2,1148.85
46569.4,1781.3,48350.7,17235.35,19968.9,4.9,10500.6,238,3447.5,19.6,5779.3,89.6,8287.1,1078.05
43836.35,1680.55,45516.9,16602.9,19721.65,4.95,9182.75,220.95,3460.4,20.4,5013.05,95.3,6463.4,1048.4
39710.85,1657.7,41368.55,15845.9,19181.85,4.85,5721.45,218,3587.75,21,4784.1,97.9,3626.9,1056.2
38473.3,1719.6,40192.9,15838.55,18203.55,5.05,4416.6,217.85,3608.8,21.65,4807.2,100.15,3361.45,1069.75
34921.3,1734,36655.3,15503.2,15699.15,4.95,2075.4,215.2,3569.7,24.7,4823.35,107.15,2656.9,1062.05
32647.25,1619.05,34266.3,14944.75,14472.45,4.55,1647.05,186.95,3581.45,26.05,4775.2,111.7,2228.6,1001.45
31750.05,1551.95,33302,14586.35,14127.6,4,1479.5,170.45,3552.45,27.15,4749.2,113.2,2069.05,967.05
31937.5,1542.7,33480.2,14485.55,14405.1,3.9,1516.3,168.05,3584.45,26.05,5101.55,110.9,2087.6,959.25
32057.05,1559.25,33616.3,14511.95,14506.6,3.75,1501.1,167.85,3579.3,26.9,5123.95,113.9,2069.9,968.6
29400.5,1529.4,30929.9,13469.85,13107.6,3.95,1436.35,155.05,3576.75,26.3,4977.7,110.1,1882.65,940.4
29051.45,1554.5,30605.95,13215.45,12641.7,4.15,1689.7,151.55,3547.4,25.9,4983.65,108.25,2245.5,948.8
29513.8,1607.35,31121.15,13274,12564.2,4.15,2080.4,150.1,3425.2,24.9,4994.15,102.9,2711.2,964.4
29808.45,1621.25,31429.7,13174.7,12611.35,4.15,2572.1,139.25,3427.2,23.95,4867.9,97.7,3049.65,972.75
29534.3,1671.15,31205.45,13155.65,12452.35,4.2,2681.55,123.8,3440,23.35,4588.4,94,2967.1,959.2
31601.35,1798.85,33400.2,13960.55,12982.3,4.65,2687.1,158.85,3425.85,24.3,5269.7,100.35,3621.35,1037.15
33127.55,1876.85,35004.4,14762.8,13300.05,4.4,2733,169.35,3424,24.45,5317.75,102.1,3990.1,1074.6
33668.4,1888.5,35556.9,15046.1,13457.15,4.35,2754.2,173.95,3426.75,24.15,5302.1,103.3,4076.45,1088.7
34032.15,1934.35,35966.5,15250.35,13514.4,4.35,2688.1,176.2,3443.4,26.5,5429.8,110.85,4162.85,1104.55
34081.15,1959.3,36040.45,15240.3,13593.85,4.3,2772.9,179.1,3444.2,24.65,5422.6,104,4139.55,1107.45
34494,1964.15,36458.15,15302.7,13873.8,4.25,2903.6,183.5,3494.75,24.45,5488.95,102.2,4205.95,1111.55
35070.3,1989.9,37060.2,15531.8,14070.45,3.3,2875.4,187.3,3481.4,26.3,5516.05,109.25,4340.4,1127.65
35623.65,2055.5,37679.15,15733,14292.05,3.2,2859,193.25,3461.15,27.2,5633.6,111.35,4450.2,1148.4
35801.6,2062.9,37864.5,15850.9,14223.25,3.1,2796.7,193.5,3325.2,28.2,5763.2,117.15,4570.95,1156.5
35663.4,2011.05,37674.45,15834.25,14101.15,3,2884.45,196.05,3243.9,27.85,5749.2,116.7,4580.8,1147.2
35639.4,1955.9,37595.3,15841.45,14096.85,2.95,2928.35,193.6,3264.6,25.65,5746,114,4553.65,1147.45
35401.6,1927.35,37328.95,15746.05,14018.85,3.1,2917.3,191.6,3237.55,25.95,5718.6,114.2,4497,1139.7
35706.4,1924.15,37630.55,15898.05,14120.5,3.3,2920.4,193.3,3237.7,26.15,5724.15,116.45,4548.8,1139.05
35058.45,1918.5,36976.95,15954.5,13611.85,3.4,2917.55,195.65,3202.1,25.75,5344.25,112.35,4345.85,1146.25
35366.75,1933.9,37300.65,16043.9,13819.9,3.85,2918.4,196.8,3249,26.2,5374.5,113.5,4348.65,1154.3
35726.5,1951.15,37677.65,16140.35,14042.45,3.85,2932.85,196.5,3262.25,26.25,5392.65,114.3,4377.35,1166.35
35115.4,1961,37076.4,16003.85,14045.75,3.6,2576.95,192.25,3284.45,26.9,5372.65,118.95,3903.9,1161.9
35024.55,1934.35,36958.9,16181.65,14114.6,3.6,2190.4,194.2,3301.1,28.05,5498.55,125.2,3563.45,1164.85
34863,1888.55,36751.55,16127.25,14469.3,3.7,1673.65,189.25,3308.8,29.6,6090.25,130.1,3116.5,1149.95
34214.35,1761.65,35976,15910.15,14195.35,3.5,1491.2,182.2,3301.15,31.1,6077.05,134.85,2992.8,1116.05
32163,1635.25,33798.25,15014.4,13753.1,3.2,1440.2,147.3,3311.5,30.8,5403.6,128.7,2357.35,1038.15
30774.5,1545,32319.5,14389.65,13367.7,3.25,1502.85,135.45,3314,29.7,5325.45,124.6,2024.2,992.95
30275.6,1512.9,31788.5,14090.6,13238.15,3.1,1482.4,131,3322.95,30,5282.9,123.85,1978.25,968.6
30388.35,1484.9,31873.25,14101.1,13349.35,3.05,1562,130.95,3336.5,27.8,5137.05,119.75,1980.65,957.25
30846.05,1464.45,32310.5,14309.8,13464.8,3.2,1539.65,130.4,3343.25,28.2,5191.75,124.35,2116.5,954.95
30351.1,1470.25,31821.35,14181.65,13166.9,3.35,1346.75,127.7,3243.3,28.9,5093.25,129.35,2057.9,944.65
29690.4,1439.05,31129.45,13895.75,12924.2,3.75,1375.65,124.35,3252.55,27,5062.85,122.4,1944.2,926.25
29627,1391.1,31018.1,13802.15,13006.3,4,1386.5,121.85,3264.25,26.6,5016.65,121.5,1902.05,916.5
28912.25,1385,30297.25,13564.9,12712.9,4.2,1381.45,120.1,3300.25,26.05,4811.3,118.35,1725.9,908.55
28990.5,1370.6,30361.1,13646.45,12699.65,4.1,1254.65,118.1,3385.8,26.8,4813.3,121.95,1737.35,907.05
29245.2,1374.6,30619.8,13789.9,12763.4,4.1,1276.6,119.65,3396.95,26.7,4863.45,120.95,1783.95,907.95
29394.9,1369,30763.9,13967.4,12714.3,3.85,1323.2,119.7,3409.9,25.5,4832.05,117.8,1798.65,914.55
29084.9,1378.65,30463.55,13850.6,12558.25,3.9,1319.3,121.8,3411.6,25.3,4791.6,115.5,1757.6,918.45
29287.65,1417.3,30704.95,13956.2,12598.55,3.9,1292.65,125.25,3379.75,26.1,4831.3,119,1804.25,928.65
29518.25,1411.35,30929.6,14164.6,12607.2,3.7,1328.8,127.35,3341.2,24.9,4993.65,118.6,1823.95,922.5
29631.7,1424.3,31056,14198.85,12714.3,3.65,1318.65,128.55,3346.9,25.25,5101.25,120.1,1791.25,927.3
29582.55,1391.1,30973.65,14094.9,12782.85,3.7,1273.25,128.75,3433.75,26.6,5191.05,123.3,1780.2,924.6
29142.4,1348.9,30491.3,13763,12813.75,3.6,1226.5,121.55,3435.45,28.45,5043.25,128.2,1661.9,903.75
28808.55,1369.7,30178.25,13904.35,12361.05,4.35,1218.5,121.75,3439.45,28.4,4544.35,134.35,1621.95,921.2
29075.85,1383.8,30459.65,13976.95,12510.8,4.25,1272.15,121.65,3440.15,27.35,4564.75,134.55,1651.4,936.7
28850.6,1395.35,30245.95,13813.4,12494.8,4.15,1279.25,121.95,3371.3,27,4555,135.65,1605.6,936.8
28786.8,1424.15,30210.95,13691.95,12560.75,4.4,1145,124,3362.5,30.15,4606.55,141.45,1580.15,953.95
28860.35,1448.95,30309.3,13763.85,12574.15,4.55,1141.25,124.25,3346.65,30.55,4643,141.35,1552.25,970.1
28613.25,1442.4,30055.65,13621.45,12390.55,4.55,1074.85,122.15,3330,31.6,4650,141.9,1629,972.25
29081.1,1466.15,30547.25,13391.7,12278.1,4.35,1557.15,125.4,3306.2,30.75,4604.45,138.3,2426.85,984.45
29739.45,1433.1,31172.55,13229.6,12886.1,4.35,2029.7,125,3310.45,29.85,4624.3,134.5,2647.05,976.7
30012.25,1417.65,31429.9,13142.4,13251.7,3.9,2371.2,125.4,3305.25,29.05,4599.4,131.45,2638.9,979.25
29891.55,1438.05,31329.6,13194.8,13085.65,3.85,2350.25,129.7,3312.4,29.7,4594.75,131.95,2622.55,988.55
30499.25,1464.7,31963.95,13433.2,13250.3,4.2,2349.4,135.4,3315.3,30.3,4833.25,135.75,2819.9,995.85
30149.35,1479.9,31629.25,13224.95,13179.65,4.15,2319.8,134.25,3303.85,30.7,4846.6,136.2,2748.25,996.5
31046.95,1548.25,32595.2,13650.25,13340.6,4.3,2296.3,142.9,3316.2,31.75,5044,141.9,3004.35,1051.75
31133.85,1570.15,32704,13596.65,13443.4,4.3,2281.8,146.2,3310.5,32,5141.1,142.95,3034.9,1058.9
32006.7,1593.8,33600.5,13905.5,13526.65,4.25,2367,162.65,3312.9,31.2,5235,142.55,3499.2,1075.35
32021.55,1554.05,33575.6,13856.2,13590.8,4.15,2362.8,157.15,3423.95,31.4,5241.4,144.25,3511.05,1063.5
31865.6,1540.8,33406.4,13738.55,13523.35,3.95,2359.4,153.6,3429.45,31.35,5098.9,141.65,3538.35,1065.35
31826.75,1518.9,33345.65,13743.8,13466.1,3.8,2354.3,152.2,3423.75,31.5,5035.1,140.7,3554.4,1062.45
32637.4,1518.8,34156.2,14031.5,13429.55,3.85,2651.65,153,3333.05,29.6,4949.6,132.9,4116.3,1060.05
33313.25,1532.2,34845.45,14192.7,13371.9,3.8,3296.05,158.35,3331.7,26.55,4882.85,121.35,4679.1,1069.55
34115.95,1536.05,35652,14185.15,13549.35,2.95,3797.15,161.55,3336.8,25.1,4836.6,110.45,5311.65,1069.8
42265.4,1539.45,43804.85,14482.05,13821.55,3,11347,164.45,3341.2,24.3,4791.25,104.8,12890.55,1071.25
42456.1,1546.5,44002.6,14578.1,13891.75,2.8,11343,163.85,3398.8,24.55,4912.85,106.9,12915.55,1070.7
42636.5,1543.5,44180,14701.5,13896.65,2.4,11410.5,165.7,3399.15,21.8,4905.25,99.6,12975.1,1063.25
42787.95,1551.4,44339.35,14759.85,13967.7,2.3,11532.2,167.15,3375,19.95,4904.35,93.15,13005.7,1054.7
42639.65,1579.7,44219.35,14726.65,13937.25,2.5,11529.1,168,3397.05,19.9,4907.1,92.95,12919.9,1055.85
41695.95,1575.45,43271.4,14787.6,13841.95,2.7,10985.75,164.95,3431.05,22.1,4907.55,99.25,12015.55,1050.85
40799.95,1627.1,42427.05,14831,13090.25,2.9,10474.95,165.05,3437.15,24,4921.6,105.85,11816.85,1061.85
40595.3,1641.55,42236.85,14892.55,12791.65,3.15,10116.15,164.7,3433.65,25.25,4982.7,109,11836.35,1074.75
40652.3,1636.15,42288.45,14791.8,12936.25,3.05,10284.1,160.6,3403.75,23.55,4925.1,101.85,11859.95,1064.3
40401.15,1648.95,42050.1,14611.5,13031.8,2.65,10341.15,157.4,3455.95,22.5,4732.4,94.05,11688,1069.85
40578.1,1652,42230.1,14709.75,13046.05,2.7,10340.3,159.15,3429.8,22.8,4754.9,95.9,11742.2,1080.1
39451.1,1589.6,41040.7,14129.65,12843.85,2.7,10316.1,149.45,3390.7,22.5,4529.75,92.55,11453.1,1024.5
39746.85,1574.7,41321.55,14095.7,13078.8,2.9,10319.95,148.45,3396.4,22.7,4469.5,92.5,11554.35,1018
39069.9,1540.55,40610.45,13861,13103.4,2.85,10256.65,134.55,3359.05,23.05,4401.8,92.25,11108.55,996.95
38773.25,1538.8,40312.05,13707.15,13011.9,2.75,10254.6,135.05,3307.5,22.8,4337.65,92.1,11059.75,994.45
38558.3,1545.15,40103.45,13578.8,12959.3,2.65,10226.25,135.1,3317.5,23.5,4341.65,94.85,11027.05,993.15
38387.8,1546,39933.8,13495.35,12899.7,3,10217.8,136.1,3301.95,23.7,4369.85,96.2,11005.25,987.5
37614.5,1552.1,39166.6,13278.05,12931.85,2.8,9926.25,134.95,3310.1,25.3,4402.85,101.15,10410.65,993.95
36832.05,1555.8,38387.85,13147.7,12809.95,3.2,9290.95,132.95,3293.3,27.25,4435.15,107.55,9880.5,993.9
35846.8,1562.5,37409.3,12986.45,12575.25,3.25,8766.75,128.8,3273.65,30.05,4433.2,116.75,9287.65,997.45
27421.4,1562.2,28983.6,12527.4,12204.55,3.2,1157.05,126.5,3269.45,32.4,4431.4,123.4,1706.1,983.35
27570.75,1577.95,29148.7,12596.05,12223.25,3.35,1168.9,129.6,3231.2,32.3,4309.8,123.55,1764,987.45
27444.55,1575,29019.55,12497.75,12246.5,3.65,1162.8,129.95,3224.55,32.3,4309.9,126.8,1710.35,989.95
27596.7,1591.15,29187.85,12555.75,12316.05,3.45,1120.75,132.2,3259.1,32.55,4284.95,130.9,1730.9,994
27542.05,1569.3,29111.35,12591.85,12286.95,3.6,1148.4,131.7,3263.8,31.75,4265.55,131.15,1670.7,992.55
27280.15,1549.55,28829.7,12489.8,12173.9,3.5,1163.55,130.6,3254.7,30.65,4271.5,128.3,1628.85,987.6
27805.95,1514.7,29320.65,12757.45,12313.7,3.15,1168.85,136.75,3243.75,31.05,4301.5,129.95,1747.5,987.3
28569.4,1551,30120.4,13154.7,12580.8,2.9,1158.75,141.75,3261.7,32.65,4275.65,134.7,1825.6,1008.3
33574.3,1557.1,35131.4,13246.7,17532.3,2.8,6034.25,138.6,3276.8,32.3,4312.35,134.2,1778.65,1016.65
36250.5,1587.15,37837.65,13350.25,19968,2.85,8520.25,144.6,3240.45,31.7,4312.15,132.9,1882.95,1049.3
36306.65,1591.7,37898.35,13393.8,19995.7,3.05,8522.7,144,3241.4,31.65,4285.95,130.75,1871.85,1045.3
36485.55,1595.9,38081.45,13489.55,19984,3.15,8520.9,143.65,3271.85,32,4276.95,132.85,1964.8,1047.2
36547.25,1602,38149.25,13780,19812.65,3.2,8523.45,142.7,3266.9,32,4291,134.55,1902.2,1052.4
36454.05,1607.85,38061.9,13791.15,19768.95,3.4,8522.95,137.4,3304.95,31.95,4283.55,135.2,1843.1,1050.85
36951.25,1645.6,38596.85,13974.25,19905.5,3.55,8531.1,142.95,3347.9,32.15,4393.65,134.7,1987.2,1084.3
37190.5,1629.4,38819.9,13815.45,20202.5,3.7,8782.2,142.25,3331,30.45,4311.3,128,2103.9,1068.65
37687.2,1635.8,39323,13756.85,20743.7,3.4,8962.2,141.4,3349.85,29,4237.7,123.3,2113.8,1072.85
38090.6,1633.85,39724.45,13762.6,21154.75,3.6,9135.65,140.8,3351.45,27.45,4194.45,120.55,2109.85,1063.4
38810.9,1642.15,40453.05,13925.65,21704.3,3.4,9335.25,139.75,3365.8,25.8,4219.65,117.2,2123.65,1057.3
39134.6,1629.2,40763.8,14116.7,21757.85,3.45,9355.65,140.75,3364.05,24.75,4216.35,115.85,2200.95,1059.1
39416.1,1627.1,41043.2,14314.45,21812.8,3.75,9367.55,140.35,3346.7,24.35,4265.4,116.9,2218.8,1070.05
39228.9,1613.6,40842.5,14296.25,21723.1,3.85,9333.65,137.55,3351.7,25.3,4298.7,119.5,2137.9,1071.65
39522.5,1631.2,41153.7,14466.75,21834.2,3.75,9274.4,135.45,3402.3,28.5,4335.95,127,2141.35,1080.2
39336.9,1590.15,40927.05,14442.35,21717.25,4.2,9212.25,131.5,3409,29.35,4356.45,129.9,2106.1,1071.2
39959.5,1586.4,41545.9,14660.6,21983.45,4.3,9215.3,132.7,3410.7,29.75,4395.85,129.9,2241.75,1073.7
40494.2,1613.6,42107.8,14733.6,22381,4.35,9375.45,134,3405.35,28.85,4382.3,126.85,2304.75,1074.85
41621.15,1680.8,43301.95,14905.5,22930.65,4.7,9601.25,151.9,3433.05,26.9,4411.35,121.1,2659.65,1125.35
43341.8,1681.2,45023,15722.2,23258.7,4.8,9674.5,164.35,3424.95,25.6,5020.2,121.45,3239.8,1121.1
39399.75,1760.15,41159.9,16468.85,18471.65,4.95,4640,171.7,3495.65,28.4,5879.2,133.75,3284.65,1174.6
37015.75,1754.6,38770.35,16719.85,16003.95,4.8,2090.2,168.2,3491.6,30.4,6015.35,144.4,3148.2,1143.75
37653.45,1766.15,39419.6,16901.9,16103.8,4.7,2098.85,172.2,3494.15,30.75,6382.5,150.3,3485.85,1161.9
37915.95,1780.05,39696,17077.15,16156,4.65,2115.65,175.45,3497.1,30.35,6554.55,150.2,3511.9,1170.9
37684.55,1782.6,39467.15,16934,16145.7,4.45,2080.3,174.75,3517.3,31.5,6570.05,149.45,3436.6,1168.25
38602,1832.35,40434.35,17484.3,16332.7,4.2,2120.2,180.8,3470.4,31.5,7212.4,151.45,3583.85,1201.15
38021.55,1795.65,39817.2,17312.4,16118.2,4.2,2120.95,174.2,3423.75,30.9,7160.55,149.9,3421.6,1169.35
38128,1834.6,39962.6,17797.85,15822.15,4.35,1871.45,182.3,3448.25,33,7217.3,155.5,3299.4,1208.6
38255.35,1834.4,40089.75,18284.9,15452.95,4.45,1715.95,184.65,3436.95,34.2,7301,160.05,3302.85,1214.65
39308.55,1842.55,41151.1,18583,16076.35,4.55,2484.4,186.75,3407.25,33.95,7332.55,157.4,3420.05,1229.15
40055.6,1833.65,41889.25,18595.85,16834.8,4.4,3625.8,186.3,3421.25,33.6,7321.1,154.2,3390.45,1234.5
40006.35,1827,41833.35,18424.5,16992.4,4.5,3942.2,184.1,3459.65,31.85,7317.2,146.4,3370.55,1218.9
