nb_A,nb_W,nb_A_W
34938.95,1710.55,36544.35
35271.95,1731.4,36897.25
34919.45,1750.1,36561.65
35265.65,1752.4,36911.8
35217.0,1775.8,36882.25
35527.1,1778.1,37196.7
35524.55,1778.75,37193.75
35612.85,1757.6,37262.35
34026.25,1584.0,35527.1
33259.75,1498.95,34678.0
31299.85,1455.65,32673.3
28581.4,1453.35,29945.2
28877.05,1450.85,30260.2
27826.5,1485.6,29245.6
26561.5,1464.5,27959.35
25700.65,1492.05,27124.6
25917.95,1542.9,27393.65
25851.65,1581.1,27369.15
25924.0,1617.75,27478.4
26692.35,1698.65,28305.8
26774.35,1719.8,28411.95
26962.25,1858.15,28736.9
27146.95,1868.0,28931.1
26982.75,1889.4,28788.2
26975.8,1923.75,28821.8
27333.85,1913.35,29167.6
27786.2,1940.2,29649.0
28052.9,1975.1,29951.45
28084.15,2004.5,30012.1
28001.95,2009.8,29938.8
28297.75,2040.4,30264.7
27082.5,2031.85,29040.9
25445.95,2068.15,27439.2
25849.8,2104.45,27880.4
26257.6,2137.75,28314.2
27114.8,2136.8,29166.65
26936.6,2102.6,28946.0
26653.1,2063.95,28625.85
26744.55,2069.0,28722.5
25633.0,2011.35,27578.2
25634.65,2020.8,27578.9
25478.3,1888.55,27292.85
25577.05,1891.65,27393.75
25491.6,1900.8,27314.4
25193.6,1845.75,26961.1
24878.4,1868.5,26669.3
25811.6,1827.2,27559.75
26377.4,1791.45,28088.9
26732.3,1769.0,28420.25
28092.05,1988.15,29997.85
28572.0,2031.35,30517.9
29112.7,2065.95,31107.15
29431.7,2119.75,31481.2
29417.0,2128.7,31475.5
29146.95,2126.35,31211.3
28399.7,2115.3,30455.95
28220.25,2087.8,30257.75
28870.2,2235.5,31055.25
31599.95,2576.35,34127.05
35742.3,2958.5,38654.45
37638.45,3526.7,41122.35
40141.65,4209.8,44284.5
40962.15,4736.95,45629.3
42756.65,5486.3,48176.65
44948.0,6814.35,51696.85
46469.8,6962.75,53368.0
46396.65,7097.9,53431.3
46053.9,7122.35,53109.3
46267.1,7307.25,53507.3
45381.8,7209.3,52524.05
45087.25,7172.65,52196.5
45154.15,7138.25,52229.15
44808.5,7055.95,51802.75
53212.95,7893.1,61043.2
59360.2,12057.2,71354.9
63437.0,14381.2,77756.3
70895.7,18923.8,89669.05
76894.15,22990.1,99733.4
76658.5,23809.75,100315.55
74412.25,23820.8,98051.2
73723.1,23436.4,96960.4
73441.3,23823.35,97088.85
76056.8,25725.5,101607.15
74506.05,24986.6,99311.15
72416.35,23646.6,95880.25
70660.55,23494.0,93968.8
69391.2,23367.1,92557.8
69132.2,23356.0,92292.55
68873.7,23210.0,91886.2
69540.95,23195.05,92534.45
71561.15,23358.35,94697.5
71963.0,23411.05,95152.25
72049.0,23684.15,95507.6
63832.7,22893.8,86499.85
58941.3,18838.8,77551.3
56197.5,16612.3,72555.8
50207.95,12218.25,62259.35
44203.3,8049.4,52086.85
42980.6,7011.3,49823.45
41808.5,6650.55,48319.85
40678.3,6585.95,47149.1
38275.5,5588.45,43751.0
35441.0,3163.6,38497.0
36361.45,3169.2,39427.8
36560.7,3209.55,39668.35
36743.5,3227.3,39870.45
38413.6,3869.95,42193.4
38294.0,3899.95,42103.35
38040.3,3846.85,41793.95
37759.95,3780.55,41449.55
38153.0,4285.5,42368.95
36773.0,4247.75,40951.9
36844.1,4001.45,40779.75
37423.2,4024.2,41383.25
36163.85,3914.85,40016.75
34923.85,3845.35,38734.15
33964.0,3721.95,37652.15
34636.5,3978.55,38579.45
33282.4,3820.6,37068.6
32534.8,3814.7,36315.45
33123.25,3734.0,36821.75
33547.8,3691.1,37178.05
33350.45,3672.55,36960.75
32770.2,3691.7,36401.45
33320.2,3732.35,36990.85
33142.05,3697.4,36778.75
32391.6,3051.55,35329.25
32852.3,3007.45,35742.6
33952.6,3034.6,36875.95
33628.2,2990.35,36511.3
31121.45,2289.7,33280.4
31265.45,2257.6,33392.5
30883.7,2219.05,32974.1
29764.35,2086.65,31718.9
29726.25,2053.25,31600.85
32026.45,2107.8,33953.45
32188.55,2082.8,34092.85
30635.7,1749.65,32208.8
30398.25,1721.2,31945.1
31092.05,1691.95,32601.15
30604.5,1616.5,32037.85
29886.0,1549.05,31276.95
29870.2,1505.4,31211.65
29217.25,1431.15,30483.7
28241.1,1373.5,29448.1
28350.65,1405.2,29589.7
27810.0,1431.5,29127.55
27434.4,1420.35,28743.3
26560.3,1415.75,27864.25
25909.45,1420.1,27203.6
56957.55,1467.9,57463.55
83543.15,8995.2,91576.05
86686.5,14240.85,99736.5
98023.6,14253.05,111089.8
98201.05,14328.35,111388.55
105162.1,14245.3,118268.65
105632.9,14236.55,118730.6
106310.6,14248.0,119415.15
108844.65,14267.5,121969.45
108132.25,14274.9,121271.1
109031.5,14327.25,122220.4
109791.25,14339.55,122972.25
110333.45,14372.4,123534.3
112140.8,14494.75,125464.7
113153.1,14540.25,126521.85
114590.35,14568.15,127956.95
115258.3,14570.45,128630.3
116739.0,14625.15,130136.15
117919.45,14635.95,131325.05
119365.4,14632.3,132776.55
89490.75,14682.55,103807.85
63336.85,7255.6,70221.35
60028.45,1990.5,61873.2
48837.8,2027.45,50717.85
48548.55,2018.9,50419.65
38602.15,2033.75,40486.05
37627.55,2070.25,39547.95
37011.65,2073.75,38939.95
34659.75,2113.35,36620.75
35119.25,2141.7,37107.0
34658.1,2144.15,36648.25
34300.5,2140.3,36302.2
33268.45,2155.0,35300.0
31596.0,2053.35,33524.95
31090.5,2036.65,33003.95
29775.9,2024.25,31706.6
29408.5,2064.95,31379.6
27681.7,2039.65,29652.7
26950.4,2082.25,28960.45
25719.4,2112.0,27762.5
24495.35,2135.0,26566.1
24286.6,2051.6,26272.25
25445.55,2209.8,27592.1
26008.05,2363.15,28309.5
26344.8,2513.85,28762.35
28583.25,2692.2,31179.45
30873.75,2662.3,33433.3
32700.8,2650.3,35245.8
32922.0,2613.2,35436.0
32695.6,2611.45,35205.1
32182.0,2601.3,34683.5
31916.35,2623.1,34438.8
31908.3,2667.9,34479.05
33228.95,2723.5,35851.25
33475.1,2751.05,36125.7
33579.1,2822.85,36299.75
33399.3,2874.1,36172.55
34771.45,2958.8,37629.95
34787.6,2968.0,37652.65
34490.1,2929.5,37317.0
34198.2,2839.75,36933.6
34250.95,2806.4,36960.55
33042.85,2643.0,35585.8
32874.45,2437.2,35202.9
33280.85,2281.4,35489.25
31297.9,2094.35,33319.85
29936.7,2224.6,32072.3
28497.45,2267.35,30678.05
29199.95,2324.4,31438.75
30284.8,2373.95,32576.35
30921.8,2376.0,33216.25
31246.4,2375.35,33543.75
31352.4,2313.2,33587.9
30223.9,2241.15,32390.25
29752.05,2182.65,31856.6
30306.3,2133.3,32364.3
30357.45,2010.45,32294.15
29275.5,1908.5,31113.25
29527.7,1893.8,31359.15
30504.4,1941.0,32380.45
31474.05,1937.85,33347.6
31878.65,1989.5,33800.65
32267.9,2008.35,34212.4
31865.6,2008.65,33817.3
31202.65,1963.15,33105.7
31162.8,1963.75,33049.15
30387.6,1891.2,32222.6
30610.95,1942.2,32488.6
30498.85,1952.05,32380.45
29365.1,1894.5,31190.05
29068.05,1939.6,30873.25
30000.2,1923.45,31783.4
30475.8,1979.8,32311.25
30303.45,2050.05,32205.7
30315.3,2075.15,32244.05
29364.25,2019.9,31230.95
29924.0,2047.0,31813.85
31299.55,2371.85,33508.55
31266.9,2412.6,33494.35
30958.1,2376.25,33142.1
30531.35,2358.15,32696.9
30854.85,2666.85,33319.0
31388.1,2685.15,33869.0
32100.6,2726.4,34620.25
32595.7,2820.95,35208.75
34657.55,2926.9,37394.6
35535.85,2912.4,38255.9
36944.6,2863.75,39623.95
38219.7,3185.8,41225.7
38802.3,3231.3,41855.9
39498.6,3221.3,42603.2
40037.85,3309.0,43237.25
40333.7,3291.0,43515.75
40685.95,3241.55,43818.7
41344.35,3234.95,44471.4
42015.9,3282.0,45196.65
41648.85,3326.0,44876.5
40483.6,3006.65,43398.8
39779.05,2909.3,42619.05
39767.0,2941.45,42645.3
39754.6,3003.2,42695.05
38673.7,2649.2,41269.55
37909.45,2630.65,40484.75
37483.6,2599.1,40018.6
37642.2,2601.85,40176.35
35850.05,2508.1,38288.65
34689.85,2473.2,37094.55
33587.85,2414.85,35933.75
31554.0,2058.9,33544.5
31933.5,2066.1,33923.55
31359.45,2049.2,33337.7
30048.3,1996.3,31971.75
30346.95,2002.25,32277.5
30646.25,1995.95,32575.4
30693.75,2012.35,32626.5
30753.1,1992.3,32664.55
31139.15,2002.15,33055.4
31010.35,2114.1,33039.25
31078.35,2245.25,33239.25
30730.3,2261.1,32911.9
30881.95,2206.3,33009.45
33300.4,2426.9,35651.35
33951.5,2552.3,36431.15
33818.4,2582.25,36337.55
33496.0,2538.2,35977.5
34032.1,2621.5,36593.8
34254.9,2644.75,36843.45
34061.35,2774.65,36777.9
34603.85,2845.9,37391.7
33905.95,2849.55,36705.15
33545.5,2823.2,36316.45
33500.65,2827.1,36275.15
33083.45,2800.6,35832.95
33063.7,2829.25,35841.65
32940.35,2806.85,35707.45
32825.1,2774.15,35536.55
32859.5,2779.85,35582.95
32680.95,2700.25,35321.65
32761.35,2580.35,35273.35
33098.8,2547.3,35573.3
33035.8,2579.75,35532.85
30664.75,2399.15,32979.5
30247.35,2307.15,32468.55
30350.0,2273.0,32540.7
30170.9,2272.25,32361.6
29379.2,2197.4,31499.7
30836.35,2201.65,32961.75
30239.95,2101.55,32266.4
31138.1,2043.2,32976.3
33456.45,1991.1,35239.35
33424.8,2032.35,35250.65
34553.75,2089.8,36439.55
34038.05,2049.7,35885.65
33721.75,2040.25,35553.2
33348.8,2040.45,35184.3
33732.5,2100.15,35652.0
33086.85,2082.8,34988.25
33844.0,2105.95,35764.25
34064.35,2198.55,36086.35
34785.05,2270.05,36879.7
34593.0,2244.5,36672.75
35293.6,2273.4,37404.9
35855.75,2316.8,38009.4
35778.35,2323.55,37938.05
35795.95,2293.35,37923.55
36291.85,2283.7,38410.1
34241.1,2318.25,36393.4
34702.55,2329.6,36863.25
33507.35,2310.0,35775.85
32413.4,2292.7,34666.65
33338.45,2253.1,35538.7
33646.25,2177.6,35769.85
35079.8,2265.45,37285.65
35411.15,2260.75,37619.3
36064.75,2258.95,38269.45
35878.0,2218.0,38040.5
35978.7,2187.5,38108.15
35381.15,2152.35,37471.95
35385.1,2197.8,37513.6
34875.2,2185.65,36991.65
34552.5,2160.15,36642.35
36986.1,2391.05,39304.8
37034.25,2499.1,39454.95
36713.95,2496.75,39129.55
36642.5,2468.2,39031.65
36568.65,2469.8,38959.35
37604.7,2447.0,39972.9
37480.45,2505.2,39911.65
37354.35,2493.2,39774.55
35420.0,2473.9,37821.65
34233.55,2502.65,36677.4
33068.2,2528.8,35539.95
31624.75,2566.75,34137.6
31209.6,2541.95,33696.2
30342.95,2599.9,32888.05
29996.1,2618.4,32558.55
29747.35,2809.2,32503.25
30070.5,2850.2,32874.4
30038.8,2723.15,32719.5
29546.0,2644.0,32149.2
29952.7,2724.2,32635.3
27387.75,2774.85,30123.35
26818.05,2644.45,29431.4
26945.45,2685.85,29603.5
26795.85,2738.9,29505.65
26453.75,2710.6,29136.0
25809.55,2665.75,28444.55
25843.85,2614.05,28425.8
26461.95,2862.0,29294.1
27581.05,3142.15,30693.65
31165.35,3140.75,34270.45
32242.5,3122.3,35309.3
32682.75,3025.0,35652.35
33667.9,3179.6,36790.05
33870.6,3102.95,36917.2
33749.6,3072.75,36762.3
34696.95,2933.15,37565.15
34842.75,2982.35,37764.15
34864.7,3047.35,37845.1
35120.4,3141.05,38194.0
35153.5,3096.3,38184.05
34881.95,2836.0,37651.25
34561.8,2790.35,37285.85
34330.35,2697.3,36959.15
34096.15,2619.3,36647.1
34160.0,2636.15,36726.4
34067.55,2645.2,36643.8
34083.6,2634.35,36649.8
34301.3,2444.3,36676.95
33510.7,2169.7,35611.0
30463.8,2143.7,32544.05
29266.85,2129.35,31352.7
30189.5,2208.95,32356.45
29610.65,2096.35,31668.35
30045.0,2179.75,32177.15
30369.9,2184.8,32511.35
30169.9,2136.8,32253.0
30060.5,2137.2,32143.95
30545.2,2121.95,32619.15
30375.4,2077.85,32404.65
30191.35,2116.1,32253.05
30561.6,2083.95,32566.45
32749.75,2336.4,35001.3
33501.5,2392.85,35802.85
34246.05,2461.5,36615.05
34323.85,2461.7,36690.35
34646.4,2500.4,37050.75
34548.7,2555.1,37001.6
33862.25,2523.95,36280.55
33819.25,2621.1,36331.35
33382.35,2618.9,35888.8
34538.1,2739.05,37157.55
34240.8,2689.6,36803.1
34166.45,2692.35,36726.1
35267.65,2614.45,37751.1
35609.05,2673.35,38153.35
34856.5,2652.2,37394.25
34719.7,2544.55,37148.35
33798.25,2483.25,36169.6
33636.6,2449.3,35959.7
34137.05,2418.65,36430.1
33643.15,2357.25,35898.7
31879.75,2125.9,33908.25
32076.6,2179.6,34166.4
31791.95,2316.4,34019.7
31892.05,2360.65,34168.0
33880.0,2365.0,36158.8
34902.85,2368.3,37188.0
35370.9,2353.15,37642.7
35851.15,2279.65,38052.85
36350.05,2270.45,38544.75
36344.75,2352.65,38577.9
38036.75,2383.95,40283.4
37806.7,2377.75,40050.5
36419.1,2385.5,38673.5
36340.65,2343.2,38550.35
36259.75,2355.55,38479.0
35910.8,2393.05,38169.0
37417.15,2445.65,39727.1
37604.5,2526.0,40009.85
37742.35,2523.1,40145.15
38353.9,2589.25,40817.8
39085.4,2710.35,41672.3
39020.25,2713.1,41606.9
38932.95,2570.85,41376.8
38972.6,2555.7,41398.45
37053.9,2532.85,39455.75
35838.95,2464.45,38166.6
35672.05,2453.15,37990.45
36194.4,2425.9,38485.5
35597.15,2393.4,37856.3
34026.15,2164.85,36103.45
31187.8,2064.25,33189.65
31478.95,2021.15,33439.65
31225.3,2062.7,33227.7
30742.05,2085.0,32767.8
31141.7,2069.85,33148.65
31393.4,2040.3,33364.05
30340.5,2049.05,32317.7
29943.05,1975.95,31846.3
30543.15,1938.7,32406.65
31410.75,1882.4,33223.85
31786.45,1759.9,33471.25
31923.25,1777.55,33628.5
32382.45,1761.6,34073.8
32143.6,1699.8,33768.9
31772.1,1671.25,33374.05
31660.3,1682.1,33280.55
31937.0,1712.95,33583.1
31363.65,1748.4,33044.25
31725.65,1794.5,33451.65
32291.3,1856.15,34081.55
32908.35,1904.25,34745.2
33329.95,1953.9,35214.85
33613.0,1958.2,35505.3
33671.4,1959.95,35566.05
33106.85,1955.5,35004.95
32832.8,1913.35,34693.8
33395.05,1916.85,35255.4
33828.45,1926.1,35700.05
32964.45,1945.3,34862.6
31698.7,1954.7,33606.25
30956.45,1937.75,32828.2
31615.4,1863.15,33397.15
31390.1,1852.3,33159.5
31038.6,1861.6,32823.85
31037.75,1842.85,32800.9
31208.85,1839.65,32970.1
30791.65,1822.3,32521.4
30686.0,1843.25,32437.5
30305.7,1793.1,32007.95
29995.3,1764.85,31671.0
32145.9,1733.95,33788.3
32637.6,1674.9,34218.1
32102.9,1605.8,33611.7
31827.15,1545.05,33275.05
31883.55,1541.05,33327.05
31491.5,1557.85,32950.1
30638.45,1532.25,32077.7
30572.9,1516.7,31995.85
29930.9,1505.1,31342.55
29677.7,1489.6,31074.45
29852.25,1512.5,31290.45
28799.8,1487.0,30226.45
28377.85,1487.05,29804.45
28621.9,1482.25,30041.3
28595.05,1507.7,30041.95
28781.3,1478.5,30196.8
28337.7,1456.4,29749.85
28665.55,1409.1,30026.2
28863.2,1435.65,30248.05
28711.6,1427.7,30084.85
26034.75,1466.1,27445.7
24700.0,1468.95,26116.25
25760.05,1461.65,27134.1
26526.95,1476.45,27910.85
27292.0,1467.4,28659.95
28018.35,1483.9,29404.85
28457.5,1461.85,29821.1
28535.1,1487.2,29923.3
28924.05,1509.25,30331.35
29435.5,1518.0,30851.7
30940.5,1680.3,32508.05
32036.8,1739.05,33663.0
32546.45,1752.4,34186.2
32871.6,1787.6,34548.95
32696.45,1784.25,34372.0
32276.95,1817.2,33987.6
32055.8,1818.5,33768.05
32317.9,1859.2,34069.6
32632.25,1848.25,34375.6
35228.05,1812.15,36922.2
35986.7,1781.9,37594.45
40247.1,1774.85,41806.55
41038.25,1898.9,42757.05
44184.9,2000.25,46010.05
47751.2,2035.75,49611.8
49617.1,2041.2,51477.1
49606.4,2083.1,51509.75
50340.9,2083.4,52225.3
51134.15,2097.9,53034.95
51242.9,2106.1,53150.3
49416.55,1953.5,51183.75
48284.4,1894.05,49968.75
48514.05,1862.75,50167.6
48681.3,1850.75,50315.5
50930.0,1912.9,52618.7
51135.15,1906.45,52818.45
51525.9,1901.05,53182.65
50630.35,1896.95,52285.3
50479.95,1907.7,52140.7
47832.05,1945.75,49544.4
46922.35,1918.9,48631.8
43012.8,1951.25,44786.55
43420.7,1821.85,45066.05
40134.85,1706.65,41650.5
36060.85,1713.4,37567.8
34407.65,1731.15,35924.8
34016.85,1690.3,35493.1
33098.65,1688.3,34591.45
32676.3,1649.45,34129.1
32466.6,1635.85,33905.95
32278.25,1607.05,33686.4
33172.8,1654.45,34650.1
33359.8,1698.55,34881.05
33163.3,1683.1,34675.5
31217.7,1632.6,32687.05
31009.85,1631.55,32476.65
30835.0,1641.4,32331.7
31508.1,1723.05,33089.5
32029.75,1764.15,33657.65
32730.25,1796.6,34393.8
33117.95,1835.55,34848.3
33076.05,1855.45,34837.55
31160.9,1896.9,32961.35
31069.9,1917.6,32905.65
32275.25,2285.1,34498.95
31751.3,2295.2,33995.75
32640.2,2330.65,34909.4
33230.0,2356.1,35525.2
34339.45,2827.55,37053.0
35040.15,3033.65,37956.9
37265.3,3151.95,40303.2
40576.7,3299.95,43763.6
41242.95,3327.75,44432.35
41508.55,3410.25,44778.95
41469.15,3425.2,44753.55
41870.75,3517.1,45235.7
43403.9,3978.7,47228.45
43891.1,3902.7,47639.65
43020.55,3897.4,46761.9
42354.6,3838.65,46032.15
42752.95,3867.5,46464.8
42796.3,3846.9,46488.4
42527.05,3849.75,46222.4
42403.55,3850.4,46096.65
41443.35,3458.45,44744.45
41237.3,3398.7,44483.1
40329.55,3339.45,43523.05
39918.05,3305.95,43075.55
38807.95,2944.15,41658.65
38225.7,2755.3,40890.55
36490.35,2656.15,39060.15
32352.0,2510.85,34780.3
31587.7,2619.3,34130.1
31057.4,2683.65,33666.65
31291.5,2679.65,33897.3
30939.45,2610.6,33487.5
29365.75,2132.1,31437.1
28197.9,2104.7,30240.6
28496.4,2094.05,30501.75
28498.0,2123.45,30535.45
27888.55,2077.6,29883.55
29010.15,2071.4,30998.5
28854.15,2031.5,30805.8
30815.5,2005.1,32735.2
31618.55,2029.05,33538.65
33183.65,2652.15,35723.55
34423.75,2724.05,37033.55
34536.1,2763.8,37189.0
34286.5,2703.65,36876.95
34439.65,3062.8,37387.9
34175.3,3069.65,37129.2
33499.6,3015.35,36395.5
32578.45,2861.3,35339.9
32424.95,2696.65,35017.7
32205.65,2762.95,34864.7
32697.25,2750.75,35323.95
33091.1,2746.9,35683.6
34371.65,2973.5,37189.6
35020.3,2998.45,37888.8
35202.2,2987.4,38061.0
35284.45,2973.8,38130.6
34070.65,2970.9,36907.55
34713.6,3074.4,37646.55
32354.65,3086.15,35291.8
32212.85,3125.95,35213.75
31704.8,2549.6,34127.55
30705.25,2487.05,33070.8
32549.05,2463.5,34882.15
33166.2,2468.25,35503.45
32771.2,2116.15,34754.55
33077.6,2142.05,35055.2
33401.7,2158.1,35398.8
33907.6,2208.65,35948.85
34590.9,2258.35,36686.3
34413.55,2198.9,36449.35
34058.45,2213.35,36129.65
33650.2,2301.95,35833.15
32579.95,2068.0,34526.0
32167.65,2112.4,34160.0
31980.8,2124.1,33985.25
31747.05,2130.6,33758.0
31300.55,2094.5,33281.4
31573.7,2034.25,33503.05
31611.4,2027.5,33548.65
30327.85,1977.7,32216.75
29029.95,1943.5,30889.15
28639.6,1938.65,30494.15
26369.9,1897.6,28193.65
25130.7,1847.25,26901.65
24969.65,1847.5,26745.25
24330.65,1786.75,26077.4
24579.25,1809.0,26345.45
24510.6,1738.15,26210.65
24086.45,1728.75,25777.2
24620.9,1765.65,26347.75
24753.35,1771.5,26484.45
24662.4,1714.75,26345.15
24553.95,1713.15,26241.45
24599.6,1623.3,26197.65
24585.4,1602.2,26162.85
24341.2,1596.7,25913.15
25462.5,1657.9,27077.0
25454.0,1670.45,27078.9
25550.7,1738.1,27243.25
25697.75,1731.25,27380.9
28307.45,1740.95,29974.75
29330.15,1746.2,31002.6
29461.85,1753.0,31140.7
29674.85,1812.6,31416.45
29332.65,1836.4,31097.7
29345.5,1853.1,31127.75
29830.3,1848.15,31593.95
30338.05,1961.35,32216.65
30775.85,2068.65,32758.25
30303.6,2017.65,32236.0
30037.85,1972.35,31926.5
30350.65,1954.8,32220.55
31123.2,1940.15,32977.2
31813.35,1927.85,33654.1
32121.3,1925.65,33959.5
32248.35,1924.55,34085.95
31171.85,1906.65,33009.85
30620.1,1873.8,32426.75
30458.5,1823.9,32215.05
30199.95,1808.3,31943.7
28278.0,1835.3,30074.75
27892.0,1815.0,29666.3
27582.3,1804.2,29342.7
27504.05,1749.15,29211.35
27641.2,1695.85,29293.8
27651.65,1704.2,29305.1
27203.05,1674.5,28836.85
27543.3,1581.55,29085.15
26924.5,1472.1,28357.1
26822.55,1438.35,28221.1
26850.95,1432.85,28242.1
27127.5,1460.8,28539.5
26593.55,1484.7,28021.4
25864.9,1532.55,27342.0
25479.25,1547.7,26969.7
25282.3,1566.6,26790.3
25355.6,1526.3,26822.3
25308.35,1518.15,26765.5
25174.0,1488.5,26600.15
25646.75,1506.35,27088.35
25193.95,1472.4,26601.45
24314.5,1488.35,25737.5
24675.8,1484.6,26091.9
24595.35,1489.95,26016.95
24668.8,1507.65,26109.7
24416.9,1497.45,25852.9
24204.65,1560.3,25709.8
23318.35,1590.0,24852.5
23503.1,1589.4,25037.25
24120.7,1617.65,25682.9
24305.2,1641.4,25893.65
25093.85,1592.2,26641.4
25190.6,1559.8,26714.85
24898.1,1511.3,26372.7
24518.7,1489.2,25972.6
24485.0,1454.95,25905.75
24416.9,1472.65,25855.1
24341.2,1466.95,25775.8
24566.3,1472.45,26008.3
24111.55,1459.95,25542.1
23969.55,1453.2,25391.05
24084.4,1446.25,25492.45
26066.9,1478.35,27511.5
27435.2,1498.35,28899.85
27709.45,1498.05,29167.3
27988.35,1515.05,29463.75
27815.15,1460.85,29236.2
28216.6,1408.55,29583.85
28446.65,1361.2,29769.1
27946.75,1331.0,29239.2
29154.4,1488.65,30603.35
28985.25,1630.6,30575.75
28958.3,1715.7,30632.05
28766.35,1701.8,30427.5
29945.05,1743.9,31647.3
30232.15,1781.65,31972.4
30661.9,1806.1,32426.15
31079.65,1824.95,32862.85
31077.2,1845.0,32881.5
32264.85,1836.4,34056.15
32948.45,1868.3,34774.2
33361.75,1897.8,35226.55
31773.9,1878.95,33616.75
31427.5,2311.85,33701.95
31423.4,2332.45,33722.7
31933.05,2343.95,34245.75
33326.15,2488.25,35782.5
33774.7,2749.05,36494.1
34013.2,2833.65,36817.5
34619.25,2875.15,37465.05
33953.55,2685.3,36610.75
32713.05,2578.35,35263.9
31976.15,2493.1,34441.85
31968.8,2509.45,34450.85
31652.15,2491.15,34117.55
31992.5,2498.05,34464.75
31615.45,2500.9,34091.55
31544.6,2541.35,34060.6
32097.0,2586.0,34656.2
31216.6,2648.7,33843.1
30507.15,2626.35,33110.75
29801.95,2579.75,32359.35
29009.9,2576.75,31569.05
28107.8,2110.6,30202.4
27724.7,2078.25,29786.55
26943.15,2038.0,28963.45
25442.45,1895.7,27321.15
24325.1,1652.1,25956.8
23939.6,1603.9,25522.15
27044.85,1738.5,28758.0
27896.15,1825.95,29696.45
41204.9,1847.05,43026.5
55525.65,1927.1,57425.75
58543.5,2048.45,60563.7
59184.0,2048.1,61202.85
58733.95,2013.9,60718.55
59181.1,1993.25,61140.75
61238.15,1934.3,63138.7
61124.0,1890.65,62983.0
64367.05,1853.65,66188.6
65401.3,1880.25,67245.75
67222.3,1941.15,69125.9
69422.45,1987.25,71372.4
74198.45,2167.05,76249.95
90937.55,2152.0,92976.1
100527.4,2159.15,102574.15
114558.8,2184.45,116393.0
124100.0,2189.25,125861.8
130582.45,2299.25,132438.4
127341.4,2140.9,129040.75
129709.1,2094.05,131361.75
117294.6,2052.25,118904.25
104012.9,2005.75,105578.4
105910.3,1876.6,107343.45
109064.7,1875.4,110455.45
111612.15,1929.3,113055.05
115380.7,1968.7,116868.7
117174.95,1990.25,118594.9
120197.9,2004.35,121631.7
119664.7,2015.9,121111.65
119005.7,1984.45,120425.45
117625.85,1929.4,118992.25
125557.6,1877.8,126872.8
127211.55,1688.75,128414.3
111432.35,1716.8,112663.95
102653.65,1769.4,103934.15
89849.5,1893.8,91492.3
81381.75,1994.25,83204.8
74913.65,1896.35,76654.5
74565.5,1894.15,76306.55
70851.25,1883.6,72582.0
70188.0,1885.25,71920.7
69345.2,1848.65,71042.2
64219.6,1858.1,65930.55
60114.3,1829.05,61838.45
58394.6,1830.6,60121.9
54271.5,1803.7,55972.25
80008.6,1915.15,81910.9
76550.3,1897.95,78435.75
73765.7,1867.25,75620.3
73410.6,1904.3,75301.5
73447.75,1962.8,75397.1
63353.65,1987.95,65328.2
57283.4,1997.75,59269.0
56871.15,2005.5,58864.2
56319.5,1955.35,58265.1
56027.35,1802.5,57820.05
56536.25,1704.45,58229.9
56935.8,1725.45,58647.2
59215.35,1734.4,60933.6
60030.0,1748.3,61759.65
60433.5,1772.3,62185.4
62176.3,1805.5,63954.15
63307.15,1801.7,65078.85
63072.75,1827.1,64865.4
64884.75,1793.5,66644.05
65583.7,1767.8,67317.3
36732.05,1672.3,38370.55
37755.1,1715.0,39436.3
62934.25,1732.8,64632.35
63626.6,1671.5,65264.2
65034.55,1647.25,66647.25
66041.05,1662.3,67668.6
66905.6,1886.35,68757.5
66193.8,1838.35,67996.9
67437.55,1820.45,69211.05
68513.05,1819.3,70285.75
67187.8,1799.85,68942.5
66455.85,1758.0,68172.2
64032.4,1755.95,65748.4
63940.1,1740.3,65642.85
63674.9,1732.6,65371.4
61951.2,1723.2,63646.0
61161.0,1713.65,62848.55
61142.6,1704.8,62826.05
59152.9,1733.55,60865.1
58078.35,1767.9,59825.0
56755.1,1721.85,58452.5
55668.35,1696.15,57338.6
30766.3,1669.55,32409.3
30566.25,1722.4,32258.3
29690.45,1751.0,31410.4
29386.15,1786.25,31140.45
28985.7,1927.9,30880.65
29946.5,2190.15,32088.95
28579.75,2190.45,30734.45
27239.65,2218.35,29411.0
27347.05,2214.6,29513.0
28707.4,2226.1,30884.85
28672.85,2215.8,30837.7
28403.75,2222.25,30571.25
28369.2,2221.25,30532.9
28550.6,2213.65,30704.2
28725.0,2233.3,30889.5
30270.0,2246.15,32444.2
42656.1,2220.85,44804.9
47730.95,2242.65,49895.7
48947.7,2301.85,51174.2
49420.55,2330.9,51669.5
51434.4,2920.05,54269.85
52041.55,3110.1,55056.95
52343.4,3209.85,55453.05
52216.2,3194.25,55296.35
51617.45,2853.55,54355.1
51023.55,2632.2,53553.5
52861.5,2636.85,55396.6
60323.75,2626.95,62859.5
60767.05,2616.15,63286.65
59766.3,2611.55,62281.7
60633.9,2623.25,63163.0
60651.35,2599.0,63158.0
62259.8,3040.65,65208.0
62383.65,3095.35,65389.15
62300.8,3088.15,65304.75
61085.65,3099.25,64103.05
48390.85,3110.2,51415.4
44119.9,3102.15,47140.4
44238.4,3324.8,47472.85
45441.2,3509.4,48865.25
45064.3,3006.05,47986.7
44797.35,2816.5,47538.3
43948.45,2667.0,46545.8
43505.75,2624.55,46071.85
43332.45,2625.2,45900.35
43324.75,2623.95,45892.2
