nb_A,nb_W,nb_A_W
35788.65,1738.0,37403.25
35400.7,1675.9,36941.3
37062.0,1629.4,38521.45
37399.05,1618.75,38875.65
36588.95,1623.1,38058.8
37360.25,1643.95,38853.65
38280.45,1696.3,39822.95
38605.35,1738.45,40193.75
39598.4,1766.65,41223.7
39502.1,1767.35,41126.4
38657.2,1781.85,40297.15
39096.7,1829.9,40785.7
39433.8,1884.0,41174.85
39713.95,1885.55,41456.3
39845.35,1883.75,41592.9
39500.85,1911.2,41277.55
39637.05,1945.65,41451.15
40113.4,1942.85,41926.15
39455.0,1915.3,41238.85
39222.0,1854.25,40948.65
40179.65,1784.95,41850.4
39315.15,1760.65,40980.6
38113.6,1774.05,39827.4
37410.75,1787.65,39135.75
36318.75,1760.35,38020.25
34765.6,1708.8,36415.7
35250.2,1697.2,36891.85
34233.2,1652.0,35829.8
32104.35,1641.9,33691.8
32365.4,1651.9,33965.95
32433.2,1627.3,34006.95
31791.15,1580.55,33314.35
31045.55,1516.95,32515.95
30584.15,1522.2,32058.5
30424.9,1526.05,31903.25
32023.45,1482.0,33449.05
32173.85,1417.8,33510.95
31245.45,1390.0,32555.75
30921.55,1402.05,32246.65
30082.95,1402.7,31406.8
27705.95,1366.65,29000.45
29807.4,1476.65,31184.65
30431.9,1552.0,31598.35
32642.1,1521.75,33776.1
34329.5,1524.3,35464.45
34580.9,1552.2,35736.35
33199.05,1563.65,34359.25
33545.35,1624.95,34766.35
33515.25,1606.8,34715.0
34717.55,1570.95,35872.85
34841.05,1599.45,36028.4
35471.25,1596.3,36655.0
36267.3,1646.65,37495.9
36565.15,1813.45,37958.5
36663.4,1839.25,38083.95
36911.05,2078.15,38579.0
36646.5,2119.8,38380.65
37168.0,2150.6,38932.55
38748.65,2166.9,40522.8
38873.2,2176.85,40658.45
38490.1,2223.7,40322.9
37026.25,2189.9,38853.3
36088.95,2090.8,38104.4
33682.7,2103.65,35713.8
33312.15,2229.3,35477.3
32945.3,2207.35,35092.6
32680.35,2153.45,34778.95
32238.8,2092.5,34272.0
32274.25,2105.5,34322.3
31163.45,2155.25,33267.7
31484.25,2153.6,33578.85
30914.65,2199.6,33056.45
30980.9,2236.75,33166.7
31316.85,2237.95,33499.85
32428.4,2466.9,34835.55
32304.6,2329.95,34542.55
34475.45,2464.7,36841.3
37341.8,2586.9,39822.65
37672.1,2613.4,40184.75
38168.3,2648.55,40714.45
39167.55,2652.6,41697.8
40638.75,2612.9,43121.8
41244.25,2621.65,43729.45
41968.15,2718.8,44548.3
42331.25,2779.65,44950.5
47447.3,2857.35,50138.2
48946.0,6079.55,54857.8
50345.4,6094.8,56274.55
50496.25,6087.2,56418.3
49967.0,6022.35,55821.75
49678.6,5992.65,55510.25
49838.3,5953.35,55633.05
50005.0,5923.25,55769.3
51342.3,5823.9,57004.5
55665.8,5738.8,61240.4
56940.2,5816.85,62624.9
55409.8,5778.1,61064.5
52748.1,5828.6,58446.0
52540.3,5872.5,58281.5
53857.95,5873.5,59602.4
53793.6,5895.65,59578.25
52565.6,5925.2,58384.0
53436.35,5910.2,59244.85
53050.5,5822.65,58774.3
51219.95,5617.95,56761.25
46311.05,5558.7,51802.5
45168.15,2367.35,47445.1
44400.95,2407.9,46719.75
44348.05,2442.7,46702.65
44827.15,2496.2,47221.95
45220.55,2521.45,47640.05
45097.4,2551.35,47541.85
45590.15,2634.3,48117.8
43770.0,2551.5,46222.75
38513.6,2399.5,40806.5
36353.05,2298.85,38546.25
35350.95,2194.45,37439.35
36174.5,2043.05,38124.4
36646.3,1982.7,38534.95
34849.8,1965.2,36722.55
33929.25,1894.95,35729.75
33113.25,1821.95,34839.3
33171.4,1854.65,34928.9
34191.75,1853.5,35948.7
34394.35,1882.2,36180.0
34922.7,1902.35,36719.5
35009.55,1877.7,36807.05
34901.45,1812.6,36633.35
34993.25,1793.95,36703.8
34617.15,1755.85,36307.75
34159.65,1730.35,35826.35
34156.3,1701.7,35801.55
33209.35,1579.3,34733.45
32837.15,1604.1,34388.55
33022.95,1611.75,34588.55
32939.85,1553.85,34443.65
33585.1,1554.15,35087.9
32375.2,1530.15,33856.15
30952.0,1503.5,32409.35
31608.2,1474.2,33025.05
32349.75,1515.35,33811.35
32960.0,1557.9,34467.5
32096.2,1512.2,33558.15
33025.25,1509.1,34484.15
32938.5,1502.4,34390.15
33482.65,1671.75,35111.65
34691.4,1764.65,36413.7
35688.7,1974.2,37617.65
36927.3,1988.6,38872.55
38531.9,2040.45,40528.45
40261.95,2078.15,42296.55
41058.9,2111.5,43125.4
41547.2,2139.15,43642.0
42094.7,2136.85,44187.2
41925.65,2145.6,44035.15
41635.4,2192.0,43795.3
42298.7,2272.45,44540.7
43054.45,2313.2,45337.6
44699.65,2308.85,46971.65
45932.2,2329.2,48235.65
45681.75,2299.45,47955.15
47368.0,2279.4,49622.4
47520.2,2316.2,49813.45
45965.35,2313.85,48253.15
46469.2,2292.65,48735.05
48137.25,2356.9,50467.15
49199.85,2576.8,51749.95
49695.0,2479.9,52153.05
50575.15,2622.55,53151.65
49314.35,2574.6,51842.7
47620.55,2547.8,50121.45
47477.9,2555.6,49987.5
46732.85,2530.15,49216.7
46787.9,2559.15,49300.5
46611.2,2547.55,49111.65
46119.45,2511.55,48584.5
44829.25,2396.6,47177.45
44290.9,2350.9,46593.95
42272.25,2370.75,44601.15
40594.95,2399.3,42950.0
42320.45,2732.65,45009.1
41502.15,2766.1,44221.5
41069.8,2728.55,43751.7
40774.25,2720.35,43451.15
41384.65,2741.55,44083.55
39886.65,2533.45,42378.3
37886.4,2262.25,40106.05
36627.95,2173.65,38758.55
49572.5,2023.3,51517.4
50453.9,2065.0,52438.6
51167.2,2124.1,53211.0
52195.2,2112.6,54228.85
52230.1,2134.75,54286.25
52921.95,2170.4,55013.15
53153.3,2186.0,55260.0
53627.05,2172.05,55718.95
54785.0,2215.35,56921.2
54540.0,2248.8,56705.65
54450.45,2255.55,56620.35
55725.9,2201.2,57840.95
54917.45,1848.15,56679.8
53283.9,1788.2,54981.5
52897.4,1775.75,54581.95
52932.1,1781.8,54623.0
53490.8,1780.3,55180.2
54101.3,1814.7,55822.65
54283.8,1833.9,56024.55
55389.0,1852.15,57146.8
40829.1,1828.95,42623.6
39395.0,1772.55,41134.55
38535.15,1705.5,40208.35
37408.4,1714.65,39090.7
37576.7,1689.6,39233.0
36860.9,1690.6,38517.35
36555.6,1732.95,38255.1
37270.9,1775.1,39012.7
36169.65,1756.9,37891.55
36223.95,1721.6,37912.55
36398.6,1696.05,38063.9
35331.75,1718.5,37022.0
34278.6,1758.5,36001.75
34301.3,1753.65,36026.5
33744.85,1745.95,35462.75
33439.75,1744.35,35156.1
31745.7,1774.45,33490.5
30007.6,1717.45,31697.5
29351.55,1679.1,31002.95
27776.25,1652.6,29401.15
28761.9,1765.1,30497.65
30628.0,1976.05,32575.55
30591.7,1971.5,32531.1
29902.75,1950.95,31817.7
29588.2,1961.85,31514.45
29752.9,1894.3,31611.45
29747.6,1851.5,31561.9
28495.15,1814.2,30268.85
28247.7,1783.6,29993.2
28062.55,1772.3,29798.35
27706.85,1750.6,29420.05
27255.95,1735.0,28953.35
27212.5,1755.25,28936.95
27174.0,1774.45,28917.55
27296.75,1796.65,29058.45
29755.35,1821.5,31542.1
31563.9,1820.4,33351.65
32010.6,1864.25,33842.2
32289.95,1864.6,34121.0
32775.9,1869.95,34604.55
35544.8,1830.5,37334.9
35187.05,1691.05,36837.7
36247.05,1740.7,37950.9
36438.8,1709.05,38109.55
37735.15,1744.3,39440.4
37843.75,1776.45,39580.1
38248.6,1821.9,40031.8
38978.7,1839.8,40783.75
39683.35,1903.5,41550.75
41835.5,2044.9,43841.8
46285.65,2309.75,48549.25
49485.75,2409.35,51849.05
50695.05,2533.35,53152.15
50637.0,2603.0,53162.05
51064.7,2695.65,53683.95
50109.6,2698.2,52725.4
49173.65,2664.6,51755.5
48905.85,2588.7,51412.1
50155.3,2572.2,52645.7
50045.45,2565.55,52535.1
45636.9,2504.0,48064.8
44585.65,2491.3,47000.9
43693.7,2461.0,46077.0
43930.55,2493.2,46349.4
42962.35,2464.7,45342.25
42370.0,2431.1,44718.3
44273.65,2388.65,46579.35
43915.25,2385.0,46214.95
43538.85,2345.6,45800.55
42288.15,2308.5,44515.55
39619.9,2160.3,41707.25
38082.2,2131.4,40140.95
38361.65,1992.95,40309.8
38228.1,1916.1,40101.2
37669.05,1805.95,39434.4
36098.9,1778.9,37841.0
38042.5,1768.25,39774.3
38951.6,1816.15,40731.6
37511.05,1872.1,39345.95
37223.8,1906.65,39096.45
37908.2,1905.85,39780.2
39691.2,1922.95,41570.45
41425.65,1963.5,43346.5
41816.55,2004.75,43780.15
43105.25,2074.8,45147.1
44104.35,2194.15,46240.2
42378.25,2185.05,44502.85
42400.1,2170.8,44511.95
42341.2,2217.75,44499.35
41529.5,2155.9,43617.8
40021.45,2098.65,42050.3
38421.95,2034.6,40386.75
36516.8,2012.0,38458.7
36627.4,2012.05,38569.05
37599.6,2071.75,39600.7
38251.4,2121.9,40304.25
35950.25,2195.0,38075.35
36400.2,2180.9,38509.15
36167.05,2145.8,38241.8
36373.15,2150.65,38448.7
36144.85,2187.3,38257.5
34164.65,2186.6,36284.9
32815.3,2148.7,34894.15
32401.1,2092.05,34423.8
31675.2,2032.25,33640.1
31212.25,1952.75,33119.3
32702.4,2014.4,34671.95
35017.4,2123.0,37096.5
37190.15,2225.3,39371.15
38566.2,2336.25,40863.45
39468.3,2378.55,41810.15
40677.45,2427.35,43068.05
42240.05,2458.4,44664.25
43826.45,2488.0,46280.75
43200.35,2477.25,45644.95
42957.95,2435.35,45361.2
42962.35,2397.25,45327.95
42376.3,2435.3,44782.15
45752.6,2481.85,48192.1
48137.15,2474.5,50531.05
48937.7,2446.05,51304.05
49241.55,2408.65,51569.75
49085.35,2449.1,51457.6
49961.85,2522.05,52406.8
49860.65,2522.05,52302.5
49683.55,2504.55,52112.55
52168.45,2460.4,54553.85
52775.65,2434.5,55133.7
51203.85,2345.8,53473.4
50126.75,2234.25,52285.4
50077.95,2181.95,52181.3
49554.2,2202.6,51677.25
48776.15,2295.05,50989.9
47460.05,2322.05,49700.5
47345.2,2357.9,49614.8
49069.85,2467.45,51448.05
49486.55,2538.85,51934.8
49390.85,2572.35,51871.35
46375.65,2556.4,48852.35
45166.55,2566.7,47694.9
45533.0,2587.4,48065.85
45567.8,2627.05,48142.35
45723.3,2665.75,48334.4
45842.05,2676.5,48455.3
45664.35,2681.95,48272.25
45233.25,2692.55,47844.35
40926.15,2689.4,43531.1
38116.3,2618.95,40643.35
37492.4,2566.35,39959.7
37333.95,2593.1,39828.05
36721.65,2613.95,39237.2
35804.4,2555.65,38258.35
35371.9,2449.1,37719.8
35418.9,2499.45,37811.65
35315.45,2402.05,37614.4
33112.0,2264.0,35273.7
32057.9,2136.2,34093.55
31399.7,2044.7,33345.1
30843.8,2057.7,32802.05
29631.9,2034.95,31562.95
28009.05,1984.35,29898.8
28318.75,1935.7,30159.4
27887.1,1841.8,29636.3
26592.2,1742.25,28250.4
25930.45,1671.25,27527.2
25823.05,1613.1,27368.7
26812.8,1719.1,28468.6
26422.9,1692.65,28057.15
26697.35,1716.2,28363.05
26451.15,1660.85,28063.15
26242.65,1628.2,27820.75
26871.05,1610.25,28419.05
27396.25,1583.05,28912.25
27231.9,1484.85,28655.45
28785.2,1483.8,30200.7
31299.65,1507.1,32721.45
32808.15,1521.7,34234.9
32936.4,1492.7,34333.55
34414.75,1570.6,35888.8
34977.35,1576.05,36455.95
39129.05,1647.85,40686.05
40625.5,1627.7,42161.9
40669.7,1623.45,42201.9
40739.25,1644.55,42293.3
40942.9,1687.25,42533.25
41050.55,1700.8,42651.85
39803.7,1557.7,41254.5
40585.35,1671.15,42149.3
40805.6,1782.5,42480.4
40885.85,1810.4,42588.55
41166.15,1848.65,42911.05
40828.95,1863.15,42603.85
40745.55,1891.95,42462.0
42790.35,1888.6,44502.4
41284.95,1923.6,43041.5
38877.85,1918.6,40646.35
37423.25,1918.5,39198.8
36847.05,1906.9,38610.65
35199.75,1755.4,36814.8
35092.75,1742.0,36696.25
31256.1,1691.0,32804.45
29154.6,1698.4,30703.75
30993.55,1732.15,32573.7
31706.15,1731.1,33285.25
31429.7,1727.95,33017.65
31309.25,1742.2,32913.6
31486.75,1766.35,33121.4
30525.05,1679.4,32070.35
30048.5,1587.0,31502.05
29903.85,1566.3,31336.95
29878.0,1508.8,31254.5
29997.6,1497.15,31360.15
29229.6,1465.7,30650.25
27191.2,1485.45,28630.25
26954.95,1487.65,28396.55
26962.5,1481.5,28397.7
29328.8,1475.75,30760.35
30417.1,1481.5,31854.3
30668.35,1476.4,32097.5
29915.5,1477.75,31350.4
30823.6,1492.25,32276.8
32144.05,1554.45,33667.5
32487.5,1596.55,34053.25
32000.75,1587.55,33557.5
32699.2,1585.15,34253.55
32915.7,1554.2,34438.85
32726.2,1526.4,34222.25
32905.4,1509.55,34390.1
33232.0,1488.75,34695.7
33834.25,1520.3,35325.45
33645.25,1552.5,35165.05
33463.85,1571.95,35005.05
33937.0,1584.0,35484.4
34884.8,1545.5,36396.25
36184.05,1515.4,37662.25
37435.85,1527.75,38921.35
35022.9,1581.4,36559.8
34370.65,1652.75,35974.1
36424.7,1859.15,38230.55
38579.55,1932.55,40454.65
37583.95,1904.2,39429.3
37919.2,1847.6,39706.45
37169.65,1765.5,38860.45
39364.25,1819.9,41080.3
39671.6,1807.85,41373.6
40070.2,1857.15,41822.0
40244.4,1874.4,42011.25
39917.6,1875.8,41687.05
39547.9,1854.6,41296.05
38915.5,1813.95,40627.25
38854.65,1779.3,40534.25
39354.5,1767.5,41019.85
41460.2,1895.25,43262.15
42169.35,2027.95,44103.9
41244.05,2050.5,43204.35
40111.75,2053.6,42079.75
40230.9,1997.5,42144.2
42467.0,1942.95,44327.65
41374.95,1763.6,43062.8
39182.35,1699.55,40809.85
39268.7,1685.6,40884.2
39054.95,1711.35,40694.2
40687.45,1855.1,42485.6
39586.2,1788.7,41341.9
55937.5,1777.6,57684.25
84790.35,1728.5,86487.8
85512.35,1746.35,87228.3
86072.65,1759.15,87801.2
86150.85,1760.0,87880.7
86430.4,1814.15,88213.9
95648.1,1843.55,97462.15
96771.2,1928.9,98674.5
94519.15,1812.7,96306.3
92844.3,1729.05,94548.15
92582.5,1744.55,94301.8
92357.9,1737.0,94070.6
92539.55,1756.95,94272.05
90438.85,1771.25,92189.6
90412.0,1819.45,92209.2
91857.9,1832.8,93666.55
94813.6,1887.95,96674.4
93661.35,1863.6,95497.65
91113.15,1756.45,92838.8
90587.35,1777.8,92326.5
75558.6,1861.7,77376.8
48512.4,1937.1,50390.15
49410.5,1931.8,51283.75
49524.65,1929.4,51395.25
50089.75,1982.85,52012.85
51775.0,1993.25,53705.8
43414.7,2044.25,45385.7
42240.6,1939.85,44099.4
45394.65,1925.95,45667.05
52062.85,1860.85,52264.7
53420.85,1817.5,53579.6
55140.0,1783.75,55258.9
56825.45,1755.05,56909.6
59256.25,1731.35,59244.7
62341.15,1802.2,62402.7
64454.3,2060.0,64759.55
62676.75,2077.2,62999.85
62578.45,2082.9,62905.55
64815.85,2102.85,65020.9
66494.4,2097.35,66697.5
66401.8,2210.45,66711.7
64322.2,2351.9,64790.15
62879.3,2441.65,63436.9
62660.05,2479.85,63218.95
62106.85,2455.5,62635.35
60361.5,2452.35,60878.55
59569.75,2424.9,60064.9
60488.1,2545.1,61098.15
57920.55,2777.5,60330.85
51954.6,3040.8,54630.9
51372.95,3053.75,54047.25
49757.5,3117.7,52473.15
47968.8,3189.2,50751.75
45164.2,3235.05,48056.15
41378.15,3094.95,44123.8
37930.4,2777.45,40368.7
37965.5,2734.85,40338.25
39737.65,2723.8,42085.15
36803.8,2672.7,39242.6
34027.4,2645.4,36448.05
32192.6,2444.4,34423.25
33397.2,2266.35,35449.3
35633.45,2219.55,37596.15
36025.45,2198.35,38003.1
45188.1,2196.9,47169.95
45197.55,2175.05,47164.8
45448.1,2146.75,47389.65
44099.9,2036.85,45943.95
43198.1,1803.2,44811.55
42319.1,1556.55,43684.6
44335.65,1659.35,45783.05
46159.1,1668.45,47642.85
47921.15,1654.35,49377.95
48687.5,1701.0,50199.55
49438.85,1735.25,50991.3
51763.15,1789.05,53373.9
51452.55,1796.85,53079.5
49607.7,1788.55,51203.5
50249.85,1813.55,51874.7
51723.95,1867.45,53401.55
53079.6,1880.1,54768.95
61938.35,1851.1,63588.6
60196.4,1783.8,61823.4
60262.75,1777.5,61780.95
51009.05,1772.3,52509.35
51595.0,1757.05,53070.65
51729.9,1753.55,53198.55
51855.85,1754.3,53302.45
52129.3,1769.3,53587.4
52794.95,1767.35,54254.2
50069.5,1653.5,51448.6
49243.85,1599.3,50548.45
47757.25,1540.65,49018.3
46957.65,1445.7,48118.3
47417.7,1418.2,48539.4
45996.25,1543.5,47241.4
45224.8,1550.95,46493.95
46765.5,1572.35,48039.9
60014.9,1553.1,61242.55
61341.0,1533.45,62541.5
61980.95,1519.1,63138.7
52215.6,1567.5,53418.25
52415.15,1594.6,53642.8
52481.35,1592.1,53808.3
54333.15,1556.3,55627.6
54466.55,1521.5,55728.7
59317.05,1536.9,60597.05
59568.5,1547.6,60881.65
59809.4,1559.5,61134.9
59965.85,1581.7,61312.9
60386.5,1615.95,61762.05
59214.75,1688.2,60684.0
58925.8,1700.45,60397.9
58703.45,1693.45,60170.05
66179.65,1691.45,67655.1
65249.15,1542.35,66579.7
67500.5,1527.4,68816.15
66007.5,1513.05,67367.25
52331.95,1508.9,53714.05
49822.35,1492.15,51190.25
48776.8,1565.35,50247.4
48929.75,1540.45,50271.3
48380.2,1508.7,49690.1
47568.7,1500.1,48871.75
45890.55,1528.65,47230.55
45740.45,1533.75,47096.55
41192.8,1531.95,42537.25
42598.95,1771.45,44184.2
42663.35,1922.35,44403.6
42017.95,1982.65,43818.8
41605.5,2041.15,43468.2
41697.25,2009.2,43527.9
41535.55,2016.7,43390.35
41862.7,2056.0,43760.65
33132.35,2105.55,35079.3
33157.0,2103.1,35099.45
30355.1,2098.65,32292.95
39214.0,2097.4,41148.45
38940.35,2100.75,40872.35
39050.1,2100.65,40987.75
37807.75,2081.75,39726.6
36873.7,2068.95,38896.15
36450.8,2074.8,38478.55
36635.25,2070.45,38655.95
36464.25,2026.4,38442.95
36167.5,2012.4,38132.4
35317.55,1987.65,37270.75
33405.55,1768.25,35139.3
33312.5,1580.65,34859.7
33037.5,1479.4,34484.4
33202.0,1368.35,34542.15
33180.8,1318.5,34470.55
34114.7,1393.85,35479.0
39286.0,1417.7,39931.35
47454.3,1612.95,48276.4
48823.0,1681.35,49712.8
51264.1,1764.55,52236.75
44906.35,1807.5,45924.0
46754.35,1837.25,47809.05
48732.8,1854.5,49805.15
49368.35,1847.05,50432.95
53257.5,1923.75,54399.6
54820.2,1964.4,56004.7
55517.45,1975.65,56715.6
55623.2,1996.85,56839.3
55550.45,2082.4,56851.8
55401.7,2095.6,56715.65
55350.55,2092.45,56660.55
54770.5,2148.25,56136.9
55020.2,2211.05,56449.4
54648.1,2227.95,56093.1
55034.45,2240.3,56491.65
55387.1,2229.05,56835.75
51995.1,2198.0,54152.7
52553.65,1931.4,54464.25
50935.35,1847.0,52761.65
48604.3,1749.2,50332.0
47450.1,1763.4,49191.55
47400.5,1807.65,49183.7
45437.3,1823.65,47236.7
44545.55,1805.1,46326.15
40735.1,1745.05,42452.9
38935.45,1719.35,40627.6
38241.85,1703.9,39917.05
37992.9,1696.0,39663.4
37772.95,1635.55,39380.9
37899.45,1631.95,39504.85
38570.7,1614.0,40158.95
38660.95,1566.45,40201.5
38384.8,1512.45,39872.0
38359.95,1508.45,39844.05
47086.8,1504.8,48568.0
46241.2,1457.3,47669.95
44493.0,1457.65,45916.65
36066.8,1576.2,37608.5
37013.8,1670.1,38651.2
38800.85,1669.65,40438.85
37695.2,1619.4,39282.65
38667.95,1557.1,40195.8
38971.05,1551.0,40492.5
39642.25,1538.1,41151.05
40436.65,1538.25,41943.3
42027.2,1559.7,43554.85
42706.15,1587.3,44263.0
43509.9,1573.35,45030.8
44127.6,1580.5,45656.25
44006.15,1581.55,45535.5
43240.7,1557.95,44743.55
43188.9,1558.95,44691.8
43209.2,1603.4,44756.55
43896.4,1632.65,45473.45
34632.9,1630.85,36207.5
34493.1,1597.5,36038.85
45221.0,1560.3,45731.05
46083.35,1449.45,46483.05
45159.15,1333.15,45435.7
45076.75,1454.2,45474.95
45436.05,1446.85,45825.7
44140.3,1455.0,44537.25
43930.0,1456.55,44328.35
45957.25,1502.25,46401.05
46009.0,1485.9,46441.35
46326.6,1443.65,46708.7
47039.65,1410.7,47386.45
46312.75,1435.85,46706.45
45598.3,1420.25,45970.5
45899.3,1403.35,46253.85
46422.2,1420.7,46797.1
47249.65,1438.1,47643.05
47694.85,1424.05,48072.4
47047.6,1397.65,47398.65
47006.5,1389.15,47345.8
47042.45,1457.65,47450.55
36194.4,1483.9,37635.8
34771.15,1505.55,36233.7
34944.0,1531.6,36439.5
33088.65,1402.75,34454.95
41250.45,1391.55,42606.7
40235.8,1362.75,41562.3
40206.85,1360.0,41530.0
38271.0,1394.1,39624.35
39072.6,1446.45,40467.7
37742.85,1485.6,39185.8
36151.55,1490.05,37592.55
36000.55,1448.25,37399.5
36958.2,1467.05,38376.6
37079.75,1453.4,38483.05
36706.9,1430.25,38083.75
35909.95,1402.55,37256.05
35903.6,1402.2,37251.25
35899.35,1421.35,37263.25
35981.8,1436.15,37364.8
36131.0,1379.15,37448.85
36094.6,1435.5,37461.9
36242.25,1465.25,37635.75
36046.6,1459.85,37432.9
39531.2,1450.05,40908.05
31298.75,1443.8,32669.25
30662.95,1428.2,32018.35
30671.15,1395.75,31991.95
39495.6,1312.0,40735.8
39620.65,1312.05,40871.45
39712.95,1280.0,40931.3
39520.9,1259.15,40722.65
39424.55,1274.2,40641.55
40585.6,1528.1,42048.25
40286.8,1534.85,41758.0
41036.7,1609.15,42585.05
42136.6,1655.9,43734.1
41794.25,1667.05,43402.15
43230.25,1763.2,44936.65
43791.0,1771.0,45505.25
43833.45,1778.35,45563.2
45568.45,1701.2,47196.6
45402.95,1641.1,46973.6
46782.3,1717.0,48431.45
44523.75,1930.95,46383.0
45605.95,1985.0,47518.85
47227.9,2130.25,49270.05
51585.5,2175.85,53667.3
44344.65,2260.1,46485.35
47581.35,2229.15,49690.75
48224.15,2260.05,50365.25
55509.3,2273.25,57668.5
67905.9,2294.85,70084.3
70223.7,2040.55,72159.55
71402.35,2124.85,73421.2
76641.25,2232.95,78765.35
77523.7,2258.85,79673.85
83318.55,2426.95,85637.3
83601.95,2346.7,85835.8
86528.1,2334.1,88747.7
86008.15,2332.5,88226.25
85524.55,2358.6,87600.1
90571.5,2473.75,92763.4
89269.5,2400.7,91384.25
88457.2,2210.75,90385.6
88100.45,2177.8,89993.85
88857.65,2097.15,90680.0
85160.95,2205.3,87100.3
92558.9,2146.85,94464.4
87948.25,2124.85,89833.35
86712.85,2128.7,88601.9
79524.7,2150.5,81431.4
67247.4,2126.65,69133.2
62636.0,2094.3,64492.4
61594.0,2019.9,63378.2
55691.15,1875.55,57329.6
53726.55,1803.5,55287.65
47848.55,1603.95,49208.4
46174.0,1578.0,47512.0
42929.9,1622.1,44311.75
42762.95,1653.6,44172.8
41320.9,1639.95,42915.65
36466.15,1601.7,38023.05
36853.0,1598.65,38410.95
36967.5,1591.25,38513.6
35742.75,1651.7,37351.55
33904.9,1630.25,35499.4
33356.45,1517.75,34837.0
24561.6,1495.05,26020.2
24237.5,1498.6,25698.35
24970.95,1453.2,26385.45
34598.55,1435.0,35995.9
34991.1,1441.6,36394.75
35306.0,1444.35,36711.65
34982.55,1448.8,36391.35
34692.5,1414.45,36070.15
34772.65,1425.35,36164.75
34631.25,1425.55,36023.95
35116.05,1426.4,36510.8
36037.0,1374.5,37373.3
36378.3,1337.0,37680.7
36449.65,1364.35,37780.8
36504.55,1326.05,37797.0
36693.35,1318.25,37977.4
36771.75,1296.85,38039.1
37015.85,1357.75,38345.4
36824.6,1335.55,38132.45
36973.75,1310.15,38254.7
37764.5,1363.05,39099.6
38071.35,1377.35,39416.7
37833.25,1405.5,39196.9
29717.9,1456.15,31129.4
31286.15,1497.45,32739.1
36023.15,1500.85,37325.9
43983.1,1492.1,45277.7
44366.2,1499.85,45668.35
44279.35,1506.75,45590.15
45089.2,1611.85,46506.25
45683.65,1695.5,47184.3
45046.55,1738.55,46598.6
44965.35,1767.25,46546.05
44966.15,1754.85,46534.05
44583.55,1721.45,46118.2
44227.15,1720.0,45760.8
43908.3,1729.0,45449.9
43499.8,1608.05,44916.1
43960.15,1607.55,45375.85
44412.05,1606.85,45829.2
44505.2,1656.75,45971.7
45250.2,1651.0,46715.7
45159.05,1655.1,46637.3
43996.55,1663.7,45488.05
42090.6,1642.0,43559.3
37195.5,1679.1,38855.05
29295.25,1687.1,30961.95
28919.85,1678.5,30579.7
38086.1,1685.85,39753.9
37680.15,1626.7,39288.85
36943.35,1547.95,38472.0
40059.4,1587.05,41609.75
43433.3,1603.35,44999.55
44904.5,1632.3,46495.6
44977.85,1645.5,46579.4
44699.6,1646.25,46297.05
44599.1,1664.7,46216.05
44579.1,1638.05,46173.75
44038.55,1637.9,45632.55
43713.2,1632.2,45295.7
42898.6,1564.4,44413.65
44824.5,1606.35,46374.85
47460.4,1635.3,49035.0
48111.2,1607.95,49659.65
48000.8,1617.95,49560.5
48499.65,1600.7,50027.1
50566.05,1678.0,52172.2
52121.5,2116.0,54164.3
43226.4,2171.85,45323.05
44899.9,2171.5,46994.95
45315.6,2182.9,47420.05
51224.1,2132.2,53292.65
48438.75,2085.1,50460.75
46935.05,2043.05,48916.3
47179.05,2060.0,49176.7
47386.85,2081.8,49401.45
48076.45,2108.3,50117.4
48538.1,2140.25,50610.95
48687.4,2160.7,50781.05
48179.9,2179.35,50299.15
47414.85,2145.9,49500.0
45076.95,2103.9,47124.1
44535.9,2109.05,46590.45
44473.45,2101.65,46516.3
44867.45,2094.8,46902.3
44464.15,2088.95,46509.05
43932.15,2000.6,45888.45
44566.0,1600.5,46120.5
44565.1,1618.3,46139.2
42669.5,1593.5,44220.1
42388.0,1613.05,43959.75
32891.5,1596.1,34445.65
33060.7,1642.35,34659.8
33672.35,1660.15,35275.45
43326.5,1687.8,44960.0
44223.75,1838.15,46012.7
43460.35,1854.55,45263.45
42959.6,1884.05,44791.1
42734.45,1856.2,44536.65
42738.75,1865.55,44550.3
42461.95,1851.15,44257.7
41808.95,1835.45,43591.3
39166.9,1772.5,40890.3
38375.95,1775.25,40105.65
37914.5,1757.15,39626.5
37725.25,1739.95,39415.3
36357.1,1763.2,38064.0
34259.5,1736.65,35941.8
34101.95,1670.25,35716.1
33937.1,1654.9,35535.95
33323.15,1613.35,34879.9
33486.25,1643.15,35072.85
32635.55,1616.9,34192.95
31956.15,1633.05,33546.3
21893.6,1600.55,23451.8
20583.15,1419.9,21965.2
20531.0,1376.35,21871.95
29489.05,1352.95,30801.7
29940.75,1390.1,31291.35
31383.15,1400.65,32743.85
32436.05,1409.55,33807.85
33297.95,1444.35,34705.45
34617.55,1453.2,36033.55
34692.65,1475.15,36131.45
34938.3,1478.4,36378.85
35993.55,1543.25,37499.8
35981.6,1545.45,37496.15
36713.65,1572.7,38254.15
36866.65,1541.95,38374.3
37592.8,1533.65,39087.7
37791.85,1530.55,39285.85
37623.0,1485.55,39075.2
38112.7,1464.8,39548.15
39303.65,1500.5,40775.1
39711.05,1529.5,41211.75
39645.5,1538.05,41154.9
39454.65,1519.4,40945.45
31190.95,1471.65,32638.95
30844.5,1431.65,32253.25
29330.95,1432.05,30740.2
