nb_A,nb_W,nb_A_W,nb_A_ma,nb_W_ma
40413.8,1566.75,41980.55,45156.76,1326.34
40076.4,1575.85,41652.25,43585.21,1364.21
38625.95,1658.25,40284.2,42269.96,1413.46
37608.55,1707.5,39316.05,41254.64,1468.4
35771.75,1711.0,37482.75,40407.94,1524.1
32421.5,1589.0,34010.5,39297.02,1562.22
30063.25,1419.3,31482.55,38054.59,1570.29
28182.15,1371.55,29553.7,36603.81,1561.16
28230.05,1369.1,29599.15,35237.52,1548.07
28118.15,1367.25,29485.4,33951.16,1533.55
28409.4,1374.75,29784.15,32750.72,1514.36
28596.8,1421.75,30018.55,31602.75,1498.95
28846.05,1445.05,30291.1,30624.76,1477.62
29284.5,1451.7,30736.2,29792.36,1452.04
29237.55,1486.5,30724.05,29138.94,1429.6
26958.0,1428.4,28386.4,28592.59,1413.54
27855.5,1476.3,29331.8,28371.81,1419.24
28089.55,1350.25,29439.8,28362.56,1417.1
27489.25,1332.45,28821.7,28288.48,1413.44
27323.05,1332.1,28655.15,28208.96,1409.92
27033.5,1277.35,28310.85,28071.38,1400.18
26482.7,1278.9,27761.6,27859.96,1385.9
26098.4,1193.95,27292.35,27585.2,1360.79
24730.25,1146.4,25876.65,27129.78,1330.26
24450.7,1122.5,25573.2,26651.09,1293.86
24426.2,1107.95,25534.15,26397.91,1261.82
24912.15,1128.0,26040.15,26103.58,1226.99
24944.05,1176.45,26120.5,25789.02,1209.6
25858.6,1206.55,27065.15,25625.96,1197.02
25891.7,1199.2,27090.9,25482.82,1183.72
25795.35,1191.6,26986.95,25359.01,1175.15
25872.35,1156.9,27029.25,25297.98,1162.95
25981.9,1159.3,27141.2,25286.32,1159.48
25360.55,1161.05,26521.6,25349.36,1160.95
25153.15,1148.5,26301.65,25419.6,1163.55
25016.25,1139.65,26155.9,25478.6,1166.72
22209.5,938.7,23148.2,25208.34,1147.79
20361.8,916.35,21278.15,24750.12,1121.78
21024.8,909.45,21934.25,24266.73,1092.07
21132.75,880.45,22013.2,23790.84,1060.2
21075.1,861.75,21936.85,23318.82,1027.21
21440.0,849.15,22289.15,22875.58,996.44
22010.9,840.7,22851.6,22478.48,964.58
24112.95,845.05,24958.0,22353.72,932.98
24896.6,844.45,25741.05,22328.06,902.57
26958.7,848.75,27807.45,22522.31,873.48
26653.85,832.15,27486.0,22966.75,862.82
25548.8,789.0,26337.8,23485.44,850.09
24850.55,761.4,25611.95,23868.02,835.29
25046.75,769.55,25816.3,24259.42,824.2
25205.6,779.15,25984.75,24672.47,815.93
25262.8,752.45,26015.25,25054.75,806.26
25076.75,740.45,25817.2,25361.34,796.24
25389.95,730.2,26120.15,25489.04,784.75
26670.6,763.0,27433.6,25666.44,776.61
26994.0,759.6,27753.6,25669.96,767.7
27122.85,891.7,28014.55,25716.86,773.65
26970.45,899.15,27869.6,25859.03,784.66
26063.7,883.2,26946.9,25980.34,796.84
25946.3,912.95,26859.25,26070.3,811.18
25798.2,912.95,26711.15,26129.56,824.56
26282.25,901.8,27184.05,26231.51,839.5
27712.25,912.05,28624.3,26495.06,856.66
26492.9,912.6,27405.5,26605.35,874.9
25744.4,927.1,26671.5,26512.73,891.31
23836.3,940.1,24776.4,26196.96,909.36
25075.7,943.3,26019.0,25992.24,914.52
24797.55,931.05,25728.6,25774.96,917.71
24497.7,909.05,25406.75,25618.36,920.3
24848.25,897.1,25745.35,25508.55,918.71
25153.1,887.4,26040.5,25444.04,916.16
26590.8,909.5,27500.3,25474.9,916.92
27919.5,919.4,28838.9,25495.62,917.66
27915.3,937.45,28852.75,25637.86,920.15
27145.15,929.55,28074.7,25777.94,920.39
27276.45,951.2,28227.65,26121.95,921.5
27466.75,837.55,28304.3,26361.06,910.92
28218.65,869.05,29087.7,26703.16,904.72
28666.8,906.7,29573.5,27120.08,904.49
30510.15,1075.35,31585.5,27686.27,922.32
30697.1,1124.4,31821.5,28240.66,946.02
29909.6,1125.8,31035.4,28572.54,967.64
27979.5,1112.85,29092.35,28578.54,986.99
27781.7,1127.35,28909.05,28565.18,1005.98
27789.35,1132.55,28921.9,28629.61,1026.28
27797.55,1149.0,28946.55,28681.72,1046.06
26410.45,1141.25,27551.7,28576.09,1076.43
26431.55,1146.3,27577.85,28397.38,1104.16
26178.2,1153.4,27331.6,28148.52,1128.82
25580.55,1149.95,26730.5,27655.56,1136.29
26272.9,1164.95,27437.85,27213.14,1140.34
25244.5,1151.0,26395.5,26746.62,1142.86
24161.7,1135.8,25297.5,26364.84,1145.16
23763.1,1115.35,24878.45,25962.98,1143.96
28231.25,1093.2,29324.45,26007.18,1140.02
32208.35,1102.5,33310.85,26448.25,1135.37
32564.15,1083.6,33647.75,27063.63,1129.6
31952.5,1073.9,33026.4,27615.72,1122.37
31508.75,1049.9,32558.65,28148.78,1112.01
29480.45,865.45,30345.9,28538.77,1083.56
29947.3,830.0,30777.3,28906.2,1050.07
31267.2,868.85,32136.05,29508.48,1021.85
32919.65,876.4,33796.05,30384.27,995.91
34144.35,863.6,35007.95,31422.4,970.74
34487.1,858.55,35345.65,32047.98,947.27
34343.95,842.95,35186.9,32261.54,921.32
34177.15,849.45,35026.6,32422.84,897.91
33904.0,841.1,34745.1,32617.99,874.62
34554.35,890.5,35444.85,32922.55,858.68
34958.2,901.4,35859.6,33470.32,862.28
33772.15,931.45,34703.6,33852.81,872.42
33237.0,941.15,34178.15,34049.79,879.66
32604.2,936.9,33541.1,34018.25,885.7
32662.95,951.45,33614.4,33870.11,894.49
28248.7,931.05,29179.75,33246.26,901.74
23959.5,890.55,24850.05,32207.82,906.5
23231.65,892.05,24123.7,31113.27,910.76
22924.6,878.0,23802.6,30015.33,914.45
23332.2,859.55,24191.75,28893.12,911.35
24836.15,857.95,25694.1,27880.91,907.01
25881.75,837.45,26719.2,27091.87,897.61
25417.3,827.45,26244.75,26309.9,886.24
24527.7,862.75,25390.45,25502.25,878.82
23077.0,863.25,23940.25,24543.66,870.0
22715.85,860.95,23576.8,23990.37,862.99
22803.7,854.4,23658.1,23874.79,859.38
22877.2,877.0,23754.2,23839.35,857.88
22978.45,876.85,23855.3,23844.73,857.76
22479.8,828.2,23308.0,23759.49,854.62
24436.85,826.7,25263.55,23719.56,851.5
25447.15,765.55,26212.7,23676.1,844.31
25954.9,784.75,26739.65,23729.86,840.04
27506.55,794.25,28300.8,24027.74,833.19
28113.6,783.65,28897.25,24531.4,825.23
27704.6,774.95,28479.55,25030.28,816.63
28014.45,786.75,28801.2,25551.36,809.86
28396.35,808.3,29204.65,26103.27,803.0
29040.1,826.5,29866.6,26709.44,797.96
29109.25,846.6,29955.85,27372.38,799.8
28798.55,865.1,29663.65,27808.55,803.64
27792.7,882.05,28674.75,28043.1,815.29
27714.0,886.0,28600.0,28219.02,825.42
27529.8,834.55,28364.35,28221.34,829.44
28097.35,809.6,28906.95,28219.71,832.04
29637.85,806.3,30444.15,28413.04,835.18
31213.7,813.45,32027.15,28732.97,837.84
33207.05,806.25,34013.3,29214.03,837.64
34625.45,811.65,35437.1,29772.57,836.16
34845.5,809.9,35655.4,30346.2,832.48
32371.15,801.3,33172.45,30703.46,826.1
31287.5,803.35,32090.85,31052.94,818.23
30977.15,771.1,31748.25,31379.25,806.74
29747.2,786.35,30533.55,31600.99,801.93
29017.5,799.65,29817.15,31693.0,800.93
29046.05,817.7,29863.75,31633.82,802.07
28928.45,837.75,29766.2,31405.3,804.5
28748.95,840.5,29589.45,30959.49,807.92
28516.1,833.8,29349.9,30348.56,810.14
28340.9,839.7,29180.6,29698.1,813.12
27613.4,884.3,28497.7,29222.32,821.42
27506.25,894.45,28400.7,28844.2,830.53
26975.8,876.8,27852.6,28444.06,841.1
26528.15,917.5,27445.65,28122.16,854.21
25965.05,990.75,26955.8,27816.91,873.32
24555.25,1006.25,25561.5,27367.83,892.18
23085.4,1016.6,24102.0,26783.52,910.06
21590.9,1009.75,22600.65,26067.72,926.99
20291.5,1007.0,21298.5,25245.26,944.31
19693.05,1004.0,20697.05,24380.48,960.74
19681.15,1002.35,20683.5,23587.25,972.54
19829.6,995.25,20824.85,22819.58,982.62
19459.25,990.05,20449.3,22067.93,993.95
19213.05,957.45,20170.5,21336.42,997.94
19299.7,938.3,20238.0,20669.89,992.7
19093.4,934.7,20028.1,20123.7,985.54
19051.5,914.65,19966.15,19720.31,975.35
19114.9,914.85,20029.75,19472.71,965.86
19355.5,943.2,20298.7,19379.11,959.48
19086.95,954.1,20041.05,19318.5,954.49
23069.45,896.8,23966.25,19657.33,943.93
23970.7,889.8,24860.5,20071.44,933.39
23915.25,907.35,24822.6,20517.04,925.12
23985.95,898.6,24884.55,20994.33,919.24
23946.05,839.35,24785.4,21458.96,909.34
23779.7,804.4,24584.1,21927.6,896.31
23554.45,768.6,24323.05,22377.89,881.71
22966.4,745.85,23712.25,22763.04,864.8
22980.65,754.45,23735.1,23125.56,845.93
23134.6,754.35,23888.95,23530.32,825.96
23241.25,766.25,24007.5,23547.5,812.9
23371.2,783.8,24155.0,23487.55,802.3
24215.8,808.15,25023.95,23517.6,792.38
24932.9,834.25,25767.15,23612.3,785.94
27116.05,969.8,28085.85,23929.3,798.99
29107.1,983.35,30090.45,24462.04,816.88
29153.7,992.2,30145.9,25021.96,839.25
29077.5,967.45,30044.95,25633.08,861.41
28452.2,919.2,29371.4,26180.23,877.88
28376.85,891.1,29267.95,26704.46,891.56
23916.95,898.0,24814.95,26772.02,904.73
22607.95,896.3,23504.25,26695.7,915.98
22483.4,872.1,23355.5,26522.46,922.38
22236.95,845.8,23082.75,26252.86,923.53
22176.7,849.2,23025.9,25758.93,911.47
22549.45,897.05,23446.5,25103.17,902.84
22479.6,917.6,23397.2,24435.76,895.38
22733.25,941.25,23674.5,23801.33,892.76
23002.65,948.1,23950.75,23256.38,895.65
25287.8,966.2,26254.0,22947.47,903.16
25636.0,986.05,26622.05,23119.37,911.96
26484.15,1053.05,27537.2,23507.0,927.64
28503.75,1117.95,29621.7,24109.03,952.22
29384.2,1091.05,30475.25,24823.75,976.75
29229.0,966.7,30195.7,25528.98,988.5
28250.3,966.15,29216.45,26099.07,995.41
29734.25,1000.5,30734.75,26824.53,1003.7
30264.35,1013.65,31278.0,27577.64,1010.94
30385.0,1014.55,31399.55,28315.88,1017.58
33231.1,1055.8,34286.9,29110.21,1026.54
35185.15,1050.55,36235.7,30065.12,1032.99
35801.3,1071.3,36872.6,30996.84,1034.82
37412.25,1084.4,38496.65,31887.69,1031.46
37783.75,1126.65,38910.4,32727.64,1035.03
38319.8,1158.7,39478.5,33636.72,1054.23
38407.45,1149.5,39556.95,34652.44,1072.56
38984.15,1159.3,40143.45,35577.43,1088.44
39349.5,1169.05,40518.55,36485.94,1103.98
39467.35,1155.85,40623.2,37394.18,1118.11
38296.0,1232.65,39528.65,37900.67,1135.79
38727.05,1366.65,40093.7,38254.86,1167.4
38406.15,1358.75,39764.9,38515.34,1196.15
35695.05,1287.4,36982.45,38343.62,1216.45
34678.35,1320.3,35998.65,38033.08,1235.81
32998.85,1320.8,34319.65,37500.99,1252.02
32322.15,1314.9,33637.05,36892.46,1268.56
30751.4,1289.6,32041.0,36069.19,1281.59
30200.65,1303.5,31504.15,35154.3,1295.04
31135.1,1359.8,32494.9,34321.07,1315.44
29770.15,1342.7,31112.85,33468.49,1326.44
28706.9,1412.55,30119.45,32466.48,1331.03
28402.15,1467.5,29869.65,31466.08,1341.9
27039.6,1470.95,28510.55,30600.53,1360.26
26639.3,1447.7,28087.0,29796.62,1373.0
26026.05,1440.1,27466.15,29099.34,1384.93
25476.6,1415.5,26892.1,28414.79,1394.99
25259.75,1411.7,26671.45,27865.62,1407.2
24837.3,1388.05,26225.35,27329.29,1415.66
24862.45,1424.35,26286.8,26702.02,1422.11
24096.8,1391.75,25488.55,26134.69,1427.02
25275.95,1285.3,26561.25,25791.6,1414.29
24836.8,1220.6,26057.4,25435.06,1389.6
25719.4,1224.65,26944.05,25303.04,1364.97
28160.45,1214.2,29374.65,25455.16,1341.62
28906.6,1236.55,30143.15,25743.21,1321.26
29386.45,1310.65,30697.1,26134.2,1310.78
29669.45,1341.65,31011.1,26575.16,1303.77
30040.8,1345.85,31386.65,27095.52,1299.55
29763.75,1512.1,31275.85,27585.64,1308.33
28702.0,1545.75,30247.75,28046.16,1323.73
27892.45,1503.25,29395.7,28307.82,1345.52
27445.35,1423.35,28868.7,28568.67,1365.8
26977.2,1401.55,28378.75,28694.45,1383.49
26928.65,1401.35,28330.0,28571.27,1402.2
27221.1,1371.7,28592.8,28402.72,1415.72
27118.4,1363.5,28481.9,28175.92,1421.0
26865.65,1359.95,28225.6,27895.54,1422.84
26740.3,1369.45,28109.75,27565.48,1425.2
26148.1,1333.1,27481.2,27203.92,1407.3
26175.8,1303.8,27479.6,26951.3,1383.1
24325.95,1259.75,25585.7,26594.65,1358.75
24063.95,1273.8,25337.75,26256.51,1343.79
23632.35,1291.0,24923.35,25922.02,1332.74
20934.1,1321.35,22255.45,25322.57,1324.74
20911.65,1350.35,22262.0,24691.63,1322.6
20515.75,1289.55,21805.3,24031.36,1315.21
21633.05,1248.0,22881.05,23508.1,1304.01
24611.75,1286.25,25898.0,23295.24,1295.7
23887.4,1058.0,24945.4,23069.17,1268.18
23530.2,1005.7,24535.9,22804.62,1238.38
23537.8,971.5,24509.3,22725.8,1209.55
23577.9,968.65,24546.55,22677.2,1179.04
24091.95,993.7,25085.65,22723.16,1149.3
24589.8,1004.5,25594.3,23088.72,1117.62
24938.8,1033.85,25972.65,23491.44,1085.97
29642.2,1211.15,30853.35,24404.08,1078.13
31465.45,1227.6,32693.05,25387.33,1076.09
32544.6,1241.1,33785.7,26180.61,1071.58
33445.65,1261.0,34706.65,27136.44,1091.88
33798.65,1223.85,35022.5,28163.28,1113.69
33943.4,1207.9,35151.3,29203.84,1137.33
36182.35,1353.2,37535.55,30464.28,1175.79
40059.9,1386.8,41446.7,32061.08,1215.1
45563.0,1617.2,47180.2,34158.4,1276.36
45518.95,1704.25,47223.2,36216.42,1343.41
51040.9,1966.3,53007.2,38356.29,1418.92
51499.4,2015.15,53514.55,40359.68,1497.68
48212.55,2031.15,50243.7,41926.48,1576.68
48718.85,2073.85,50792.7,43453.8,1657.96
49440.5,2096.3,51536.8,45017.98,1745.21
49759.95,2108.65,51868.6,46599.63,1835.29
50149.05,2107.0,52256.05,47996.3,1910.67
50154.35,2091.35,52245.7,49005.75,1981.12
49706.9,2087.95,51794.85,49420.14,2028.2
49052.75,2131.35,51184.1,49773.52,2070.9
44522.75,1987.55,46510.3,49121.7,2073.03
42604.05,1967.75,44571.8,48232.17,2068.29
41819.3,1956.15,43775.45,47592.84,2060.79
41906.95,1983.4,43890.35,46911.66,2051.75
41379.3,2023.0,43402.3,46105.54,2044.42
41282.15,2060.7,43342.85,45257.76,2039.62
39618.25,1925.45,41543.7,44204.68,2021.46
35611.7,1862.65,37474.35,42750.41,1998.6
30587.8,1607.0,32194.8,40838.5,1950.5
30224.4,1488.75,31713.15,38955.66,1886.24
24756.55,1231.05,25987.6,36979.04,1810.59
23187.05,1239.5,24426.55,35037.34,1737.76
23707.1,1190.15,24897.25,33226.12,1661.17
24807.25,1233.15,26040.4,31516.16,1586.14
24640.05,1225.6,25865.65,29842.23,1506.4
24523.9,1218.1,25742.0,28166.4,1422.14
24501.4,1242.55,25743.95,26654.72,1353.85
24252.75,1273.05,25525.8,25518.82,1294.89
24359.05,1259.0,25618.05,24895.95,1260.09
24255.05,1181.7,25436.75,24299.01,1229.38
24312.95,1176.55,25489.5,24254.66,1223.94
24393.05,1181.25,25574.3,24375.25,1218.11
24432.65,1212.55,25645.2,24447.81,1220.35
23585.45,1243.9,24829.35,24325.63,1221.42
23535.3,1226.95,24762.25,24215.16,1221.56
23474.75,1211.3,24686.05,24110.24,1220.88
22820.35,1199.55,24019.9,23942.14,1216.58
23034.4,1258.3,24292.7,23820.3,1215.1
23999.2,1269.25,25268.45,23784.32,1216.13
24844.25,1348.05,26192.3,23843.24,1232.76
25213.1,1345.9,26559.0,23933.25,1249.7
26120.45,1391.8,27512.25,24105.99,1270.75
26470.25,1442.9,27913.15,24309.75,1293.79
25447.65,1401.6,26849.25,24495.97,1309.56
25296.2,1403.0,26699.2,24672.06,1327.16
25831.9,1418.6,27250.5,24907.78,1347.9
25871.85,1423.25,27295.1,25212.93,1370.26
25982.7,1440.3,27423.0,25507.76,1388.46
26672.6,1466.9,28139.5,25775.1,1408.23
27327.6,1490.3,28817.9,26023.43,1422.46
28386.7,1507.4,29894.1,26340.79,1438.6
30184.75,1615.95,31800.7,26747.22,1461.02
30268.0,1606.15,31874.15,27127.0,1477.34
31924.7,1613.1,33537.8,27774.7,1498.5
32967.65,1642.6,34610.25,28541.84,1522.46
33691.1,1648.0,35339.1,29327.77,1545.4
34997.85,1719.2,36717.05,30240.36,1574.99
34452.85,1680.45,36133.3,31087.38,1599.01
33461.45,1660.45,35121.9,31766.27,1618.36
32931.1,1619.25,34550.35,32326.62,1631.26
32679.1,1601.4,34280.5,32755.86,1640.66
32844.2,1543.1,34387.3,33021.8,1633.37
32249.95,1483.9,33733.85,33220.0,1621.14
32873.75,1466.05,34339.8,33314.9,1606.44
33378.45,1463.05,34841.5,33355.98,1588.48
33527.0,1517.4,35044.4,33339.57,1575.42
33827.6,1506.15,35333.75,33222.54,1554.12
33956.2,1466.8,35423.0,33172.88,1532.75
34599.2,1509.6,36108.8,33286.66,1517.67
35305.25,1633.25,36938.5,33524.07,1519.07
34747.85,1634.3,36382.15,33730.94,1522.36
33857.1,1623.05,35480.15,33832.24,1530.35
35524.35,1644.15,37168.5,34159.67,1546.38
35600.25,1684.2,37284.45,34432.32,1568.2
35480.55,1670.5,37151.05,34642.53,1588.94
36177.75,1675.7,37853.45,34907.61,1604.77
34845.45,1594.45,36439.9,35009.4,1613.6
35888.8,1655.65,37544.45,35202.66,1632.48
35611.85,1669.35,37281.2,35303.92,1648.46
36344.6,1735.05,38079.65,35407.85,1658.64
37168.65,1761.45,38930.1,35649.94,1671.36
36381.3,1724.5,38105.8,35902.36,1681.5
37110.1,1707.6,38817.7,36060.93,1687.84
36817.8,1708.05,38525.85,36182.68,1690.23
38328.3,1728.6,40056.9,36467.46,1696.04
38598.2,1694.75,40292.95,36709.51,1697.95
39110.85,1719.8,40830.65,37136.04,1710.48
39912.5,1722.0,41634.5,37538.42,1717.11
39630.5,1714.75,41345.25,37940.28,1721.66
39358.6,1603.1,40961.7,38241.68,1708.46
40952.4,1642.95,42595.35,38620.06,1696.61
40620.25,1550.9,42171.15,39043.95,1679.25
39004.95,1512.0,40516.95,39233.44,1659.69
38123.1,1416.0,39539.1,39363.97,1630.48
37519.55,1390.1,38909.65,39283.09,1596.64
37018.6,1426.8,38445.4,39125.13,1569.84
37953.15,1456.9,39410.05,39009.36,1543.55
37831.6,1425.65,39257.25,38801.27,1513.92
37888.55,1436.0,39324.55,38627.07,1486.04
36617.5,1328.15,37945.65,38352.96,1458.54
36446.2,1357.65,37803.85,37902.34,1430.02
36240.5,1359.0,37599.5,37464.37,1410.82
36264.45,1357.35,37621.8,37190.32,1395.36
35599.75,1368.05,36967.8,36937.98,1390.56
34424.1,1396.45,35820.55,36628.44,1391.2
37023.15,1540.65,38563.8,36628.9,1402.58
36710.15,1525.3,38235.45,36504.6,1409.42
41674.2,1526.75,43200.95,36888.86,1419.54
40941.2,1479.75,42420.95,37194.12,1423.91
39969.85,1447.1,41416.95,37529.35,1435.8
38292.3,1377.45,39669.75,37713.96,1437.78
38897.4,1490.4,40387.8,37979.66,1450.92
39153.3,1500.1,40653.4,38268.54,1465.2
38807.4,1516.7,40324.1,38589.31,1480.06
38663.3,1527.4,40190.7,39013.23,1493.16
37933.3,1474.9,39408.2,39104.24,1486.58
37291.25,1465.95,38757.2,39162.35,1480.65
38985.7,1682.75,40668.45,38893.5,1496.25
39217.55,1685.8,40903.35,38721.13,1516.86
39012.55,1711.75,40724.3,38625.4,1543.32
38352.75,1691.6,40044.35,38631.45,1574.74
37877.3,1690.6,39567.9,38529.44,1594.76
36968.75,1687.9,38656.65,38310.98,1613.54
38425.5,1715.9,40141.4,38272.8,1633.46
37610.6,1664.45,39275.05,38167.52,1647.16
34000.1,1475.4,35475.5,37774.2,1647.21
35291.05,1444.85,36735.9,37574.18,1645.1
29471.4,1418.9,30890.3,36622.75,1618.72
28927.5,1391.7,30319.2,35593.75,1589.3
28648.6,1383.4,30032.0,34557.35,1556.47
28077.4,1362.3,29439.7,33529.82,1523.54
27093.05,1234.45,28327.5,32451.4,1477.92
26622.95,1216.2,27839.15,31416.82,1430.76
26277.55,1181.65,27459.2,30202.02,1377.33
26243.45,1164.9,27408.35,29065.3,1327.38
26558.8,1181.05,27739.85,28321.18,1297.94
26313.4,1192.3,27505.7,27423.41,1272.68
23767.7,964.8,24732.5,26853.04,1227.27
23242.75,945.8,24188.55,26284.56,1182.68
23420.3,914.9,24335.2,25761.73,1135.83
23013.65,872.25,23885.9,25255.36,1086.83
23073.3,886.6,23959.9,24853.38,1052.04
23072.65,908.25,23980.9,24498.36,1021.25
21975.1,862.45,22837.55,24068.11,989.33
21602.65,860.55,22463.2,23604.03,958.89
21631.55,862.9,22494.45,23111.3,927.08
21173.25,934.65,22107.9,22597.29,901.32
22723.8,959.45,23683.25,22492.9,900.78
23671.85,982.65,24654.5,22535.81,904.46
23951.7,999.05,24950.75,22588.95,912.88
24342.2,1013.2,25355.4,22721.8,926.98
24066.35,1015.75,25082.1,22821.11,939.89
23696.8,1029.95,24726.75,22883.52,952.06
24439.95,1051.6,25491.55,23130.01,970.98
24662.7,1135.95,25798.65,23436.02,998.52
24151.5,1172.4,25323.9,23688.01,1029.46
24777.45,1173.3,25950.75,24048.43,1053.33
24730.75,1159.5,25890.25,24249.13,1073.33
24375.25,1138.7,25513.95,24319.47,1088.94
24150.8,1133.4,25284.2,24339.38,1102.38
24258.2,1128.35,25386.55,24330.98,1113.89
24368.2,1094.55,25462.75,24361.16,1121.77
24436.75,1108.5,25545.25,24435.16,1129.62
23880.65,1112.75,24993.4,24379.22,1135.74
23799.4,1112.85,24912.25,24292.9,1133.43
24787.4,1132.8,25920.2,24356.48,1129.47
23458.1,1077.95,24536.05,24224.55,1119.94
21854.4,1063.1,22917.5,23936.92,1110.3
21606.5,1046.4,22652.9,23660.04,1101.06
22974.4,1050.65,24025.05,23542.4,1092.79
23810.65,1053.75,24864.4,23497.64,1085.33
23912.55,1049.85,24962.4,23452.08,1080.86
24210.15,1052.1,25262.25,23429.42,1075.22
23954.2,1059.6,25013.8,23436.78,1069.9
23883.85,986.3,24870.15,23445.22,1057.25
26964.5,943.45,27907.95,23662.93,1038.32
32730.1,930.65,33660.75,24590.13,1023.58
32644.3,917.9,33562.2,25669.12,1009.06
32986.55,926.05,33912.6,26807.12,997.03
35055.0,947.75,36002.75,28015.18,986.74
38000.45,1168.35,39168.8,29434.16,998.2
37982.95,1377.55,39360.5,30841.21,1030.97
38903.65,1355.2,40258.85,32310.56,1061.28
39349.05,1367.45,40716.5,33850.04,1092.06
40162.45,1367.2,41529.65,35477.9,1130.16
39448.25,1354.15,40802.4,36726.28,1171.22
39257.05,1336.3,40593.35,37378.97,1211.79
39067.95,1318.6,40386.55,38021.34,1251.86
38671.9,1322.05,39993.95,38589.87,1291.46
37684.15,1337.1,39021.25,38852.79,1330.4
36807.85,1342.15,38150.0,38733.53,1347.78
36905.2,1369.55,38274.75,38625.75,1346.98
36882.3,1351.2,38233.5,38423.62,1346.58
36941.5,1319.4,38260.9,38182.86,1341.77
37565.85,1311.55,38877.4,37923.2,1336.2
35512.5,1314.2,36826.7,37529.62,1332.21
29290.75,1309.9,30600.65,36532.99,1329.57
29321.3,1295.7,30617.0,35558.33,1327.28
29164.0,1302.35,30466.35,34607.54,1325.31
26937.25,1271.95,28209.2,33532.85,1318.8
24008.75,1076.55,25085.3,32252.94,1292.24
23949.2,877.7,24826.9,30957.34,1243.05
23052.55,869.35,23921.9,29574.36,1194.86
22770.05,838.95,23609.0,28157.22,1146.82
22061.8,853.8,22915.6,26606.81,1101.04
21912.65,862.4,22775.05,25246.83,1055.86
22763.7,883.7,23647.4,24594.12,1013.25
25478.85,905.35,26384.2,24209.88,974.21
27572.7,980.1,28552.8,24050.75,941.98
29357.9,1001.95,30359.85,24292.82,914.98
30095.0,991.95,31086.95,24901.44,906.52
30602.1,969.15,31571.25,25566.73,915.67
30695.7,978.35,31674.05,26331.04,926.57
30108.75,970.5,31079.25,27064.92,939.72
29278.3,968.4,30246.7,27786.56,951.18
36893.7,974.1,37867.8,29284.67,962.36
75436.2,995.8,76432.0,34551.92,973.56
77029.75,1027.25,78057.0,39707.01,985.75
78977.3,1101.55,80078.85,44847.47,997.9
80273.6,1121.0,81394.6,49939.04,1009.8
81059.85,1108.25,82168.1,55035.52,1021.44
81245.0,1121.2,82366.2,60099.82,1036.64
81112.25,1132.25,82244.5,65141.47,1052.03
81789.5,1141.8,82931.3,70309.54,1069.16
81824.25,1111.6,82935.85,75564.14,1083.48
81918.0,1118.0,83036.0,80066.57,1097.87
80942.2,1111.1,82053.3,80617.17,1109.4
78168.5,1097.95,79266.45,80731.04,1116.47
76210.75,1025.1,77235.85,80454.39,1108.83
73941.65,983.8,74925.45,79821.19,1095.1
73127.4,991.15,74118.55,79027.95,1083.4
74814.5,1014.6,75829.1,78384.9,1072.73
74703.8,1008.4,75712.2,77744.06,1060.35
74913.75,1040.75,75954.5,77056.48,1050.24
74920.1,1055.8,75975.9,76366.06,1044.66
66714.5,1080.25,67794.75,74845.72,1040.89
28690.45,1066.8,29757.25,69620.54,1036.46
28381.05,1162.85,29543.9,64641.8,1042.95
27730.3,1160.0,28890.3,59793.75,1056.44
28494.45,1289.9,29784.35,55249.03,1087.05
27674.2,1384.05,29058.25,50703.71,1126.34
27433.95,1363.7,28797.65,45965.66,1161.25
27287.05,1352.85,28639.9,41223.98,1195.7
26351.75,1328.55,27680.3,36367.78,1224.47
26312.65,1321.0,27633.65,31507.04,1250.99
26085.95,1294.45,27380.4,27444.18,1272.42
25783.95,1274.35,27058.3,27153.53,1293.17
26247.95,1311.3,27559.25,26940.22,1308.01
26326.1,1320.95,27647.05,26799.8,1324.11
26466.05,1327.9,27793.95,26596.96,1327.91
26339.75,1318.45,27658.2,26463.52,1321.35
23829.4,1283.3,25112.7,26103.06,1313.31
23790.25,1308.05,25098.3,25753.38,1308.83
23395.4,1298.4,24693.8,25457.74,1305.81
23226.55,1293.65,24520.2,25149.14,1303.08
22815.25,1243.3,24058.55,24822.06,1297.96
22247.7,1242.15,23489.85,24468.44,1294.74
21054.4,1136.8,22191.2,23949.08,1277.29
19735.05,1063.15,20798.2,23289.98,1251.51
17488.55,916.85,18405.4,22392.23,1210.41
17262.65,816.25,18078.9,21484.52,1160.19
17212.15,805.85,18018.0,20822.79,1112.45
17333.6,802.8,18136.4,20177.13,1061.92
17380.2,819.9,18200.1,19575.61,1014.07
17420.75,849.75,18270.5,18995.03,969.68
17270.45,850.7,18121.15,18440.55,930.42
17725.0,868.45,18593.45,17988.28,893.05
17604.15,847.15,18451.3,17643.25,864.08
19252.45,861.2,20113.65,17595.0,843.89
19144.9,842.0,19986.9,17760.63,836.4
20584.6,858.7,21443.3,18092.82,840.65
20856.5,872.15,21728.65,18457.26,847.28
20611.2,854.5,21465.7,18785.02,852.45
20743.3,855.45,21598.75,19121.33,856.0
20655.75,837.75,21493.5,19444.83,854.8
20386.65,823.7,21210.35,19756.45,852.1
20285.85,791.3,21077.15,20012.54,844.39
20904.85,805.0,21709.85,20342.61,840.18
22430.35,907.05,23337.4,20660.4,844.76
22920.55,960.6,23881.15,21037.96,856.62
23345.15,971.85,24317.0,21314.02,867.94
