nb_A,nb_W,nb_A_W,nb_A_ma,nb_W_ma
85125.6,1116.55,86242.15,86693.1,1134.73
85094.75,1123.25,86218.0,85964.16,1110.71
85657.4,1131.5,86788.9,85389.9,1097.9
57580.9,1127.15,58708.05,82211.36,1096.21
40981.35,1152.55,42133.9,77767.25,1105.45
41136.6,1153.7,42290.3,73400.5,1116.17
40994.3,1193.3,42187.6,69039.86,1126.46
41215.75,1233.2,42448.95,64720.88,1142.45
42081.25,1240.9,43322.15,60461.99,1158.83
42330.45,1214.3,43544.75,56219.84,1168.64
42293.85,1168.2,43462.05,51936.66,1173.8
42412.45,1148.3,43560.75,47668.43,1176.31
43295.15,1159.55,44454.7,43432.2,1179.11
42734.65,1147.85,43882.5,41947.58,1181.18
40624.15,1120.0,41744.15,41911.86,1177.93
41367.25,1141.8,42509.05,41934.93,1176.74
41758.45,1084.7,42843.15,42011.34,1165.88
41324.3,1099.4,42423.7,42022.2,1152.5
40781.95,1108.8,41890.75,41892.26,1139.29
40505.0,1072.5,41577.5,41709.72,1125.11
40100.4,1065.05,41165.45,41490.38,1114.79
39045.15,1056.5,40101.65,41153.65,1105.61
38119.65,1042.1,39161.75,40636.1,1093.87
38373.3,1041.7,39415.0,40199.96,1083.26
38235.15,1007.5,39242.65,39961.06,1072.01
39344.7,1078.7,40423.4,39758.81,1065.7
40055.1,1046.05,41101.15,39588.47,1061.83
40124.0,997.1,41121.1,39468.44,1051.6
39515.5,995.05,40510.55,39341.8,1040.22
39668.6,988.1,40656.7,39258.15,1031.79
39194.9,977.15,40172.05,39167.61,1023.0
38151.6,1028.85,39180.45,39078.25,1020.23
36406.65,1005.75,37412.4,38906.95,1016.6
35903.45,988.55,36892.0,38659.97,1011.28
35689.6,996.15,36685.75,38405.41,1010.14
35104.75,1056.1,36160.85,37981.42,1007.88
33757.1,1042.15,34799.25,37351.62,1007.49
33345.55,1029.15,34374.7,36673.77,1010.7
33616.85,1029.25,34646.1,36083.9,1014.12
33543.1,1027.85,34570.95,35471.35,1018.09
33679.9,1065.1,34745.0,34919.85,1026.89
33724.4,1063.55,34787.95,34477.14,1030.36
33930.25,1072.85,35003.1,34229.5,1037.07
34476.1,1076.5,35552.6,34086.76,1045.86
34253.65,1064.85,35318.5,33943.16,1052.74
33208.95,973.45,34182.4,33753.59,1044.47
32542.6,965.3,33507.9,33632.13,1036.79
32176.75,969.5,33146.25,33515.25,1030.82
32026.35,972.85,32999.2,33356.2,1025.18
31599.4,970.2,32569.6,33161.84,1019.42
31378.5,983.45,32361.95,32931.7,1011.25
31192.7,936.35,32129.05,32678.53,998.53
31736.85,934.75,32671.6,32459.18,984.72
32232.8,956.0,33188.8,32234.86,972.67
33627.65,1023.95,34651.6,32172.26,968.58
33542.4,969.25,34511.65,32205.6,968.16
33657.25,989.6,34646.85,32317.06,970.59
37721.95,1115.0,38836.95,32871.58,985.14
37884.65,1191.3,39075.95,33457.42,1006.98
37714.35,1236.8,38951.15,34068.91,1033.64
37904.65,1246.8,39151.45,34721.52,1059.98
37768.6,1321.75,39090.35,35379.12,1098.52
37204.75,1332.55,38537.3,35925.9,1138.3
38078.3,1339.95,39418.25,36510.46,1176.7
44773.0,1409.9,46182.9,37624.99,1215.29
52504.0,1441.1,53945.1,39521.15,1262.47
59503.7,1451.25,60954.95,42105.8,1308.64
66377.3,1451.95,67829.25,44971.33,1342.34
75490.2,1461.55,76951.75,48731.88,1369.36
74808.75,1489.6,76298.35,52441.32,1394.64
74685.95,1566.8,76252.75,56119.46,1426.64
74947.25,1677.45,76624.7,59837.32,1462.21
75465.05,2006.15,77471.2,63663.35,1529.57
74540.6,2091.0,76631.6,67309.58,1604.68
72921.4,2076.8,74998.2,70124.42,1671.37
72373.75,2254.2,74627.95,72111.4,1752.68
71989.55,2230.9,74220.45,73359.98,1830.64
67721.75,2109.2,69830.95,73494.43,1896.37
67942.25,2123.9,70066.15,72739.63,1962.6
68131.45,2191.55,70323.0,72071.9,2032.8
67842.25,2274.95,70117.2,71387.53,2103.61
67326.5,2199.4,69525.9,70625.46,2155.81
67097.5,2181.8,69279.3,69788.7,2173.37
65017.3,2171.0,67188.3,68836.37,2181.37
57815.2,2114.15,59929.35,67325.75,2185.11
48785.3,2074.85,50860.15,64966.91,2167.17
40731.9,2057.05,42788.95,61841.14,2149.78
37637.65,2054.35,39692.0,58832.73,2144.3
30194.1,2041.25,32235.35,55057.92,2136.04
30104.05,2024.95,32129.0,51255.18,2119.38
29778.9,1948.65,31727.55,47448.84,2086.74
29089.15,1826.25,30915.4,43625.1,2049.43
28604.05,1501.2,30105.25,39775.76,1981.37
29043.65,1436.05,30479.7,36178.4,1907.88
31107.35,1458.1,32565.45,33507.61,1842.27
44093.35,2293.0,46386.35,33038.41,1864.08
50802.2,2533.25,53335.45,34045.44,1911.71
50854.0,2551.6,53405.6,35367.08,1961.43
49340.5,2445.4,51785.9,37281.72,2001.84
48642.45,2330.0,50972.45,39135.56,2032.35
48264.3,2241.85,50506.15,40984.1,2061.67
50261.45,2263.7,52525.15,43101.33,2105.42
51285.75,2261.2,53546.95,45369.5,2181.42
51927.45,2310.9,54238.35,47657.88,2268.9
53646.4,2345.1,55991.5,49911.78,2357.6
54273.6,2357.7,56631.3,50929.81,2364.07
55403.85,2353.5,57757.35,51389.98,2346.1
82568.5,2366.65,84935.15,54561.42,2327.6
94681.75,2441.0,97122.75,59095.55,2327.16
99360.15,2544.65,101904.8,64167.32,2348.63
103163.55,2622.95,105786.5,69657.25,2386.74
110098.25,2627.15,112725.4,75640.92,2423.08
109755.95,2625.5,112381.45,81487.95,2459.51
109951.35,2585.25,112536.6,87290.34,2486.95
108117.95,2579.7,110697.65,92737.49,2510.41
95206.8,1592.75,96799.55,96830.81,2433.91
88337.2,1346.6,89683.8,100124.14,2333.22
88046.05,1326.05,89372.1,100671.9,2229.16
88400.95,1338.5,89739.45,100043.82,2118.91
88302.3,1359.45,89661.75,98938.04,2000.39
88302.2,1355.35,89657.55,97451.9,1873.63
86850.8,1348.5,88199.3,95127.16,1745.76
85839.75,1364.9,87204.65,92735.54,1619.7
86652.4,1333.5,87985.9,90405.64,1494.53
84707.35,1325.25,86032.6,88064.58,1369.08
84323.9,1337.05,85660.95,86976.29,1343.52
86165.15,1354.25,87519.4,86759.08,1344.28
55365.65,1320.3,56685.95,83491.05,1343.7
40937.65,1253.45,42191.1,78744.72,1335.2
36381.25,1130.3,37511.55,73552.61,1312.28
32648.55,1057.3,33705.85,67987.25,1282.48
27804.4,1123.4,28927.8,62082.61,1259.97
29865.5,1186.95,31052.45,56485.18,1242.18
32202.45,1289.75,33492.2,51040.19,1237.8
32626.1,1227.5,33853.6,45832.06,1228.03
33292.45,1266.4,34558.85,40728.91,1220.96
35027.8,1272.1,36299.9,35615.18,1212.75
35032.75,1274.25,36307.0,33581.89,1208.14
35195.4,1282.95,36478.35,33007.66,1211.09
35464.55,1267.65,36732.2,32916.0,1224.82
36386.2,1237.7,37623.9,33289.76,1242.87
37227.1,1220.4,38447.5,34232.03,1252.56
37287.35,1204.2,38491.55,34974.21,1254.29
35687.5,1200.05,36887.55,35322.72,1245.32
35805.65,1157.25,36962.9,35640.68,1238.3
35657.05,1148.95,36806.0,35877.14,1226.55
32613.45,1137.55,33751.0,35635.7,1213.1
31601.9,1156.15,32758.05,35292.62,1201.29
31470.0,1141.45,32611.45,34920.08,1187.14
31996.25,1174.85,33171.1,34573.25,1177.86
31419.2,1175.6,32594.8,34076.54,1171.65
29473.65,1122.95,30596.6,33301.2,1161.9
28359.45,1148.8,29508.25,32408.41,1156.36
25981.1,1076.9,27058.0,31437.77,1144.04
25195.0,1058.45,26253.45,30376.7,1134.17
26992.0,977.45,27969.45,29510.2,1117.02
26501.8,982.8,27484.6,28899.04,1101.54
26630.45,983.85,27614.3,28401.89,1084.31
26469.25,982.9,27452.15,27901.82,1068.46
25962.35,973.65,26936.0,27298.42,1048.33
25119.0,957.4,26076.4,26668.41,1026.51
24236.45,993.6,25230.05,26144.69,1013.58
24148.9,978.05,25126.95,25723.63,996.5
24229.15,958.1,25187.25,25548.44,984.62
23946.45,972.0,24918.45,25423.58,975.98
23950.2,972.5,24922.7,25119.4,975.49
24028.95,1021.2,25050.15,24872.12,979.33
24107.55,1005.95,25113.5,24619.83,981.54
23884.3,1000.9,24885.2,24361.33,983.34
23401.65,977.4,24379.05,24105.26,983.71
23763.9,979.8,24743.7,23969.75,985.95
24232.65,1012.6,25245.25,23969.37,987.85
23089.95,948.15,24038.1,23863.48,984.86
22687.0,920.4,23607.4,23709.26,981.09
23326.2,947.75,24273.95,23647.24,978.66
26346.15,946.25,27292.4,23886.83,976.04
25450.9,952.3,26403.2,24029.02,969.15
26424.1,940.95,27365.05,24260.68,962.65
26559.6,933.2,27492.8,24528.21,955.88
27547.4,1018.3,28565.7,24942.78,959.97
28971.5,1082.15,30053.65,25463.54,970.2
28882.6,1043.2,29925.8,25928.54,973.27
28541.65,1049.35,29591.0,26473.71,983.38
28661.3,1055.2,29716.5,27071.14,996.86
29194.15,1064.55,30258.7,27657.94,1008.54
29676.2,1082.2,30758.4,27990.94,1022.14
30850.5,1083.65,31934.15,28530.9,1035.28
32498.1,1084.15,33582.25,29138.3,1049.6
32963.9,1088.05,34051.95,29778.73,1065.08
32934.15,1095.55,34029.7,30317.41,1072.8
33121.05,1073.95,34195.0,30732.36,1071.98
33445.4,1042.1,34487.5,31188.64,1071.88
32971.4,1017.55,33988.95,31631.62,1068.7
36156.15,1019.15,37175.3,32381.1,1065.09
35720.5,1011.05,36731.55,33033.74,1059.74
30474.0,1021.0,31495.0,33113.52,1053.62
30191.6,1004.5,31196.1,33047.62,1045.7
29045.6,1001.6,30047.2,32702.37,1037.45
28889.2,1025.1,29914.3,32294.9,1031.16
29463.9,1022.85,30486.75,31947.88,1023.88
27468.4,970.55,28438.95,31382.62,1013.54
28434.6,996.5,29431.1,30881.53,1008.98
29529.35,1012.4,30541.75,30537.33,1008.47
30525.85,1048.25,31574.1,29974.3,1011.38
30601.25,1064.5,31665.75,29462.38,1016.72
33398.35,1087.65,34486.0,29754.81,1023.39
34033.7,1066.85,35100.55,30139.02,1029.62
35550.35,1069.0,36619.35,30789.5,1036.36
40022.45,1096.9,41119.35,31902.82,1043.54
44007.05,1108.35,45115.4,33357.13,1052.1
47612.75,1138.95,48751.7,35371.57,1068.94
50838.7,1123.55,51962.25,37611.98,1081.64
55057.45,1111.3,56168.75,40164.79,1091.53
55593.75,1099.45,56693.2,42671.58,1096.65
59812.8,1107.25,60920.05,45592.74,1100.92
63581.65,1107.55,64689.2,48611.06,1102.92
66301.4,1110.85,67412.25,51837.84,1107.32
66469.15,1106.2,67575.35,54929.72,1111.04
67906.7,1092.05,68998.75,57718.14,1110.55
67399.7,1074.85,68474.55,60057.4,1107.2
67751.85,1094.95,68846.8,62071.32,1102.8
66524.4,1086.45,67610.85,63639.88,1099.09
65510.95,1078.8,66589.75,64685.24,1095.84
64984.3,1057.8,66042.1,65624.29,1091.67
64432.3,1040.75,65473.05,66086.24,1085.02
61214.45,996.9,62211.35,65849.52,1073.96
59331.1,3416.1,62747.2,65152.49,1304.49
56395.2,7715.05,64110.25,64145.09,1965.37
51470.6,12021.05,63491.65,62501.48,3058.27
47514.55,16285.6,63800.15,60512.97,4579.34
44367.55,16276.95,60644.5,58174.54,6097.54
40877.5,16280.65,57158.15,55609.85,7616.96
37224.05,16292.55,53516.6,52781.16,9138.34
33640.7,16298.75,49939.45,49646.8,10662.44
29255.0,16285.35,45540.35,46129.07,12186.9
25243.85,16295.25,41539.1,42532.01,13716.73
22634.85,16334.8,38969.65,38862.38,15008.6
22676.6,16350.6,39027.2,35490.52,15872.16
21665.95,16360.4,38026.35,32510.06,16306.09
21351.25,16316.85,37668.1,29893.73,16309.22
21201.2,16303.95,37505.15,27577.1,16311.92
21403.1,16292.85,37695.95,25629.66,16313.14
21582.45,16288.95,37871.4,24065.5,16312.78
21079.05,16270.55,37349.6,22809.33,16309.95
21360.95,16263.85,37624.8,22019.92,16307.81
21592.75,16275.75,37868.5,21654.82,16305.86
22420.7,13859.9,36280.6,21633.4,16058.36
22357.2,9589.45,31946.65,21601.46,15382.25
22496.8,5272.55,27769.35,21684.54,14273.46
22668.95,977.75,23646.7,21816.32,12739.56
21948.8,942.15,22890.95,21891.08,11203.38
21392.2,934.35,22326.55,21889.98,9667.52
25408.25,944.6,26352.85,22272.56,8133.09
26593.8,942.65,27536.45,22824.04,6600.3
28994.9,941.0,29935.9,23587.44,5068.02
29148.4,907.35,30055.75,24343.0,3531.17
29405.55,891.3,30296.85,25041.48,2234.31
29620.5,896.7,30517.2,25767.81,1365.04
29062.05,875.55,29937.6,26424.34,925.34
28722.2,855.75,29577.95,27029.66,913.14
28843.35,844.15,29687.5,27719.12,903.34
28725.1,844.5,29569.6,28452.41,894.35
29003.5,844.05,29847.55,28811.94,884.3
29045.4,854.0,29899.4,29057.1,875.43
29075.85,858.2,29934.05,29065.19,867.16
29182.0,852.1,30034.1,29068.55,861.63
28594.35,836.3,29430.65,28987.43,856.13
28327.1,804.45,29131.55,28858.09,846.91
28230.85,784.2,29015.05,28774.97,837.77
28608.8,781.25,29390.05,28763.63,830.32
28726.65,828.5,29555.15,28751.96,828.75
29191.8,852.6,30044.4,28798.63,829.56
33504.25,842.85,34347.1,29248.7,829.44
31811.25,842.25,32653.5,29525.29,828.27
29408.7,828.1,30236.8,29558.57,825.26
29878.3,835.0,30713.3,29628.2,823.55
31070.15,830.4,31900.55,29875.79,822.96
32034.9,817.45,32852.35,30246.56,824.26
33250.7,835.15,34085.85,30748.55,829.35
33538.8,842.45,34381.25,31241.55,835.48
33177.0,855.3,34032.3,31686.58,838.15
33096.45,883.65,33980.1,32077.05,841.26
33296.35,913.25,34209.6,32056.26,848.3
33676.15,948.55,34624.7,32242.75,858.93
33499.8,950.05,34449.85,32651.86,871.12
33178.1,943.05,34121.15,32981.84,881.93
32910.1,930.7,33840.8,33165.83,891.96
33100.65,926.05,34026.7,33272.41,902.82
33631.75,979.5,34611.25,33310.52,917.25
33112.2,1003.3,34115.5,33267.86,933.34
33881.65,983.05,34864.7,33338.32,946.12
34818.6,987.4,35806.0,33510.53,956.49
27203.1,994.15,28197.25,32901.21,964.58
27507.2,1003.75,28510.95,32284.31,970.1
27355.85,1013.35,28369.2,31669.92,976.43
26690.8,1011.25,27702.05,31021.19,983.25
25262.35,1004.15,26266.5,30256.42,990.59
24307.5,1045.8,25353.3,29377.1,1002.57
23447.85,1038.3,24486.15,28358.71,1008.45
23255.05,1033.05,24288.1,27373.0,1011.42
23675.3,1040.95,24716.25,26352.36,1017.21
24030.95,1012.75,25043.7,25273.59,1019.75
24711.35,1002.15,25713.5,25024.42,1020.55
24291.05,956.5,25247.55,24702.8,1015.82
24247.6,940.65,25188.25,24391.98,1008.56
24279.25,945.95,25225.2,24150.82,1002.02
24505.95,968.85,25474.8,24075.18,998.49
24292.85,993.5,25286.35,24073.72,993.26
24034.2,944.05,24978.25,24132.36,983.84
23873.2,909.35,24782.55,24194.17,971.47
22665.05,879.55,23544.6,24093.15,955.33
21822.45,875.65,22698.1,23872.3,941.62
21717.85,882.8,22600.65,23572.94,929.68
21807.75,900.5,22708.25,23324.62,924.08
22153.2,970.45,23123.65,23115.18,927.07
22188.85,979.95,23168.8,22906.14,930.46
21999.4,983.1,22982.5,22655.48,931.89
21769.85,950.3,22720.15,22403.18,927.57
21585.8,928.6,22514.4,22158.34,926.02
21083.9,925.55,22009.45,21879.41,927.64
20706.6,899.85,21606.45,21683.56,929.68
20437.8,912.15,21349.95,21545.1,933.32
19209.55,900.75,20110.3,21294.27,935.12
19270.15,903.55,20173.7,21040.51,935.42
19708.2,927.2,20635.4,20796.01,931.1
20301.7,956.85,21258.55,20607.3,928.79
20543.45,967.9,21511.35,20461.7,927.27
20881.4,987.95,21869.35,20372.86,931.04
21671.95,1020.25,22692.2,20381.47,940.2
21947.15,1046.0,22993.15,20467.8,952.25
22231.7,1058.7,23290.4,20620.3,968.13
22661.35,1034.25,23695.6,20842.66,980.34
23714.05,1117.45,24831.5,21293.11,1002.01
24400.65,1122.15,25522.8,21806.16,1023.87
25835.9,1140.3,26976.2,22418.93,1045.18
26486.45,1161.9,27648.35,23037.4,1065.68
26853.9,1164.35,28018.25,23668.45,1085.33
27058.15,1202.6,28260.75,24286.12,1106.8
27086.3,1230.25,28316.55,24827.56,1127.8
27221.55,1250.05,28471.6,25355.0,1148.2
26885.65,1243.45,28129.1,25820.39,1166.68
28057.1,1230.2,29287.3,26359.97,1186.27
29084.7,1246.05,30330.75,26897.03,1199.13
29599.35,1274.1,30873.45,27416.9,1214.32
29616.05,1250.0,30866.05,27794.92,1225.3
29399.6,1206.4,30606.0,28086.24,1229.74
29037.9,1179.55,30217.45,28304.64,1231.26
28761.05,1155.85,29916.9,28474.92,1226.59
27579.4,1114.65,28694.05,28524.23,1215.03
27489.25,1114.65,28603.9,28551.0,1201.49
28577.15,1174.8,29751.95,28720.16,1194.62
28566.3,1197.35,29763.65,28771.08,1191.34
27756.9,1239.65,28996.55,28638.29,1190.7
27315.95,1243.75,28559.7,28409.96,1187.66
27779.9,1306.45,29086.35,28226.34,1193.31
27394.3,1331.5,28725.8,28025.81,1205.82
27124.85,1320.85,28445.7,27834.5,1219.95
27003.45,1272.55,28276.0,27658.75,1231.62
28428.25,1320.4,29748.65,27743.63,1252.2
28991.2,1305.45,30296.65,27893.82,1271.27
29035.55,1312.05,30347.6,27939.66,1285.0
27684.0,1311.05,28995.05,27851.44,1296.37
26758.25,1293.65,28051.9,27751.57,1301.77
26191.05,1268.0,27459.05,27639.08,1304.2
27035.35,1282.6,28317.95,27564.62,1301.81
27630.15,1288.5,28918.65,27588.21,1297.51
28479.45,1346.4,29825.85,27723.67,1300.06
28944.0,1340.95,30284.95,27917.72,1306.91
29170.4,1351.4,30521.8,27991.94,1310.01
28901.7,1353.6,30255.3,27982.99,1314.82
27619.45,1306.8,28926.25,27841.38,1314.29
27101.2,1294.5,28395.7,27783.1,1312.64
26072.55,1155.3,27227.85,27714.53,1298.8
25608.1,1114.85,26722.95,27656.24,1283.49
24424.45,956.6,25381.05,27395.14,1250.89
25409.65,963.0,26372.65,27173.1,1218.34
25618.7,962.8,26581.5,26887.02,1179.98
25627.15,956.8,26583.95,26555.34,1141.56
23932.3,892.45,24824.75,26031.52,1095.67
23513.6,892.75,24406.35,25492.72,1049.59
23670.65,893.25,24563.9,25097.84,1008.23
23648.2,888.3,24536.5,24752.54,967.61
23934.4,900.3,24834.7,24538.72,942.11
24076.15,902.35,24978.5,24385.52,920.86
22703.4,899.2,23602.6,24213.42,915.12
22131.3,911.85,23043.15,23885.58,910.01
21709.5,852.65,22562.15,23494.66,898.99
21893.2,847.6,22740.8,23121.27,888.07
22118.85,846.8,22965.65,22939.92,883.51
22558.35,877.8,23436.15,22844.4,882.01
25780.4,865.7,26646.1,23055.38,879.26
25462.8,863.5,26326.3,23236.84,876.78
25463.3,861.35,26324.65,23389.72,872.88
30327.1,904.45,31231.55,24014.82,873.09
32475.4,910.85,33386.25,24992.02,874.25
30991.0,846.9,31837.9,25877.99,867.76
30472.9,850.4,31323.3,26754.33,867.54
30220.45,854.6,31075.05,27587.06,868.24
30523.95,862.95,31386.9,28427.56,869.85
30555.6,872.75,31428.35,29227.29,869.34
30465.8,912.5,31378.3,29695.83,874.02
30231.4,922.75,31154.15,30172.69,879.95
29771.85,898.9,30670.75,30603.54,883.71
29621.1,892.6,30513.7,30532.94,882.52
29694.4,891.9,30586.3,30254.84,880.62
29517.4,894.25,30411.65,30107.49,885.36
28930.55,872.4,29802.95,29953.25,887.56
28358.2,872.1,29230.3,29767.02,889.31
28074.7,868.05,28942.75,29522.1,889.82
34764.5,824.45,35588.95,29942.99,884.99
33810.55,874.05,34684.6,30277.46,881.14
34204.5,887.3,35091.8,30674.78,877.6
34511.5,921.65,35433.15,31148.74,879.88
31204.4,1031.65,32236.05,31307.07,893.78
29275.05,1089.75,30364.8,31265.14,913.56
30589.55,1138.45,31728.0,31372.35,937.98
32037.65,1190.5,33228.15,31683.06,969.8
32413.1,1208.85,33621.95,32088.55,1003.47
33420.8,1226.2,34647.0,32623.16,1039.29
34245.9,1294.8,35540.7,32571.3,1086.32
35450.6,1276.35,36726.95,32735.3,1126.55
36166.55,1275.95,37442.5,32931.51,1165.42
36302.8,1281.6,37584.4,33110.64,1201.41
36699.95,1288.5,37988.45,33660.2,1227.1
37500.4,1311.85,38812.25,34482.73,1249.3
40737.1,1320.2,42057.3,35497.48,1267.48
43299.85,1368.7,44668.55,36623.7,1285.3
43773.95,1372.7,45146.65,37759.79,1301.69
45086.2,1424.25,46510.45,38926.33,1321.49
39467.9,1487.6,40955.5,39448.53,1340.77
38016.3,1552.65,39568.95,39705.1,1368.4
38316.1,1582.45,39898.55,39920.06,1399.05
40149.05,1655.15,41804.2,40304.68,1436.4
39738.85,1549.35,41288.2,40608.57,1462.49
39434.95,1515.9,40950.85,40802.02,1482.9
40796.9,1525.7,42322.6,40808.01,1503.45
40291.25,1486.35,41777.6,40507.15,1515.21
40387.8,1509.8,41897.6,40168.53,1528.92
39646.45,1518.75,41165.2,39624.56,1538.37
39527.55,1469.25,40996.8,39630.52,1536.54
39303.15,1515.75,40818.9,39759.2,1532.84
39107.1,1545.05,40652.15,39838.3,1529.1
39198.2,1570.95,40769.15,39743.22,1520.68
38686.4,1580.95,40267.35,39637.98,1523.84
38472.45,1559.1,40031.55,39541.73,1528.17
35698.35,1574.7,37273.05,39031.87,1533.06
33975.55,1560.1,35535.65,38400.3,1540.44
34033.1,1567.85,35600.95,37764.83,1546.25
33002.75,1526.0,34528.75,37100.46,1546.97
32230.3,1480.6,33710.9,36370.74,1548.1
31966.75,1434.85,33401.6,35637.1,1540.02
31352.0,1459.1,32811.1,34861.59,1531.42
29662.3,1419.75,31082.05,33908.0,1516.3
28941.25,1407.1,30348.35,32933.48,1498.92
29366.7,1406.55,30773.25,32022.9,1483.66
27916.7,1403.85,29320.55,31244.74,1466.58
27692.75,1514.85,29207.6,30616.46,1462.05
27879.5,1498.25,29377.75,30001.1,1455.09
28673.75,1474.35,30148.1,29568.2,1449.92
29696.05,1452.05,31148.1,29314.78,1447.07
29075.9,1387.95,30463.85,29025.69,1442.38
28958.7,1358.75,30317.45,28786.36,1432.34
29213.9,1341.4,30555.3,28741.52,1424.51
29628.55,1339.35,30967.9,28810.25,1417.74
29646.0,1343.5,30989.5,28838.18,1411.43
29268.3,1311.4,30579.7,28973.34,1402.18
28644.5,1285.45,29929.95,29068.52,1379.24
28462.0,1271.3,29733.3,29126.77,1356.55
31601.7,1308.25,32909.95,29419.56,1339.94
34208.85,1385.4,35594.25,29870.84,1333.28
34347.35,1336.2,35683.55,30397.98,1328.1
35316.9,1278.35,36595.25,31033.81,1320.06
38224.35,1236.8,39461.15,31934.85,1309.6
39212.65,1214.95,40427.6,32893.26,1297.16
39367.6,1205.45,40573.05,33865.42,1283.36
38347.65,1147.95,39495.6,34773.35,1267.01
38102.5,1044.35,39146.85,35719.16,1242.9
37450.5,1081.45,38531.95,36618.0,1223.92
36843.05,1077.4,37920.45,37142.14,1200.83
35719.0,1092.4,36811.4,37293.16,1171.53
36538.95,1258.8,37797.75,37512.32,1163.79
37650.8,1311.35,38962.15,37745.7,1167.09
38699.35,1320.0,40019.35,37793.2,1175.41
39504.2,1324.65,40828.85,37822.36,1186.38
40630.45,1316.45,41946.9,37948.65,1197.48
41260.0,1315.8,42575.8,38239.88,1214.26
41782.0,1365.55,43147.55,38607.83,1246.38
42191.9,1416.75,43608.65,39081.97,1279.92
40089.25,1437.0,41526.25,39406.59,1315.87
37147.6,1362.55,38510.15,39549.45,1342.89
36409.5,1343.9,37753.4,39536.5,1351.4
35406.55,1342.85,36749.4,39312.08,1354.55
32680.85,1340.85,34021.7,38710.23,1356.64
32063.35,1386.7,33450.05,37966.14,1362.84
30770.9,1418.35,32189.25,36980.19,1373.03
31464.1,1477.35,32941.45,36000.6,1389.19
31192.85,1474.35,32667.2,34941.68,1400.07
32593.8,1479.05,34072.85,33981.88,1406.3
32742.8,1481.25,34224.05,33247.23,1410.72
34228.35,1532.8,35761.15,32955.3,1427.74
47023.15,1410.1,48433.25,34016.67,1434.36
71500.65,1371.4,72872.05,37626.08,1437.22
75937.0,1358.85,77295.85,41951.69,1439.02
78535.35,1356.25,79891.6,46598.9,1435.98
78610.2,1366.8,79977.0,51382.82,1430.82
78815.9,1393.9,80209.8,56118.0,1422.48
78892.35,1389.65,80282.0,60887.95,1414.0
80553.3,1359.8,81913.1,65683.9,1402.08
79617.15,1308.7,80925.85,70371.34,1384.82
80201.6,1294.2,81495.8,74968.67,1360.96
82267.6,1398.95,83666.55,78493.11,1359.85
83675.8,1422.35,85098.15,79710.62,1364.95
84287.0,1460.55,85747.55,80545.62,1375.12
84433.1,1414.4,85847.5,81135.4,1380.93
85199.35,1411.6,86610.95,81794.31,1385.41
85341.1,1359.75,86700.85,82446.83,1382.0
87607.4,1328.25,88935.65,83318.34,1375.86
86641.05,1280.45,87921.5,83927.12,1367.92
86821.15,1280.35,88101.5,84647.52,1365.09
85123.0,1213.35,86336.35,85139.66,1357.0
71772.2,1182.45,72954.65,84090.12,1335.35
46326.2,1176.7,47502.9,80355.16,1310.79
40971.05,1215.35,42186.4,76023.56,1286.27
39813.55,1220.5,41034.05,71561.61,1266.88
39780.55,1230.75,41011.3,67019.73,1248.79
45501.75,1217.95,46719.7,63035.79,1234.61
47976.25,1171.25,49147.5,59072.68,1218.91
45380.5,1138.45,46518.95,54946.62,1204.71
45572.35,1132.45,46704.8,50821.74,1189.92
44961.8,1137.8,46099.6,46805.62,1182.37
44886.25,1070.0,45956.25,44117.02,1171.12
46498.25,1063.35,47561.6,44134.23,1159.79
49507.35,1062.55,50569.9,44987.86,1144.5
49244.6,1064.05,50308.65,45930.96,1128.86
48940.15,1042.8,49982.95,46846.92,1110.06
48784.9,1053.65,49838.55,47175.24,1093.63
47046.15,1090.2,48136.35,47082.23,1085.53
47219.7,1096.8,48316.5,47266.15,1081.37
46842.2,1108.65,47950.85,47393.14,1078.99
47203.7,1113.6,48317.3,47617.32,1076.56
47476.85,1099.4,48576.25,47876.38,1079.5
48390.35,1155.7,49546.05,48065.59,1088.74
49214.95,1135.9,50350.85,48036.36,1096.08
47547.3,1155.7,48703.0,47866.62,1105.24
46725.05,1183.45,47908.5,47645.12,1119.31
44924.5,1200.7,46125.2,47259.08,1134.01
42290.1,1216.6,43506.7,46783.47,1146.65
43593.9,1251.4,44845.3,46420.89,1162.11
43746.05,1266.15,45012.2,46111.27,1177.86
45260.2,1298.3,46558.5,45916.92,1196.33
47249.4,1762.9,49012.3,45894.18,1262.68
44873.1,1986.75,46859.85,45542.46,1345.78
41016.2,2014.85,43031.05,44722.58,1433.68
40741.55,2100.15,42841.7,44042.0,1528.12
40719.6,2112.55,42832.15,43441.46,1621.04
40822.35,2193.2,43015.55,43031.24,1720.29
41206.3,2183.4,43389.7,42922.86,1816.96
41064.65,2192.1,43256.75,42669.94,1911.04
40860.7,2173.95,43034.65,42381.41,2001.82
40188.95,2176.45,42365.4,41874.28,2089.63
39476.8,2187.7,41664.5,41097.02,2132.11
38755.9,2122.55,40878.45,40485.3,2145.69
39650.75,2151.3,41802.05,40348.75,2159.34
40872.5,2159.05,43031.55,40361.85,2165.22
40555.0,2120.35,42675.35,40345.39,2166.0
36239.0,2112.25,38351.25,39887.06,2157.91
36389.35,2195.9,38585.25,39405.36,2159.16
35751.7,2229.1,37980.8,38874.06,2162.86
35355.15,2251.55,37606.7,38323.51,2170.62
