Timestamp,nb_A,nb_W,nb_A_W
2017-07-07 00:41:00,4303,133,4435
2017-07-07 00:41:30,3869,164,4022
2017-07-07 00:42:00,3254,149,3395
2017-07-07 00:42:30,3191,107,3291
2017-07-07 00:43:00,4529,225,4746
2017-07-07 00:43:30,5215,405,5603
2017-07-07 00:44:00,6105,570,6644
2017-07-07 00:44:30,5159,228,5379
2017-07-07 00:45:00,3470,167,3607
2017-07-07 00:45:30,4228,240,4468
2017-07-07 00:46:00,4430,140,4560
2017-07-07 00:46:30,3308,108,3402
2017-07-07 00:47:00,4803,195,4794
2017-07-07 00:47:30,2472,170,2609
2017-07-07 00:48:00,6029,195,6224
2017-07-07 00:48:30,4321,81,4402
2017-07-07 00:49:00,30684,178,30860
2017-07-07 00:49:30,5131,453,5584
2017-07-07 00:50:00,3350,161,3456
2017-07-07 00:50:30,3728,117,3838
2017-07-07 00:51:00,3402,180,3580
2017-07-07 00:51:30,2940,121,3061
2017-07-07 00:52:00,6240,288,6282
2017-07-07 00:52:30,2635,134,2744
2017-07-07 00:53:00,4098,110,4187
2017-07-07 00:53:30,3102,123,3167
2017-07-07 00:54:00,5036,151,5133
2017-07-07 00:54:30,3807,158,3903
2017-07-07 00:55:00,4542,532,5070
2017-07-07 00:55:30,2069,92,2149
2017-07-07 00:56:00,3657,170,3805
2017-07-07 00:56:30,5284,160,5374
2017-07-07 00:57:00,2240,297,2535
2017-07-07 00:57:30,3217,239,3456
2017-07-07 00:58:00,2874,139,2942
2017-07-07 00:58:30,2090,142,2216
2017-07-07 00:59:00,8119,97,8210
2017-07-07 00:59:30,3553,207,3721
2017-07-07 01:00:00,4022,1713,5705
2017-07-07 01:00:30,3751,266,3983
2017-07-07 01:01:00,10491,440,10842
2017-07-07 01:01:30,13843,291,14133
2017-07-07 01:02:00,7154,236,7376
2017-07-07 01:02:30,20439,724,20670
2017-07-07 01:03:00,9556,293,9778
2017-07-07 01:03:30,6311,349,6660
2017-07-07 01:04:00,3239,874,4113
2017-07-07 01:04:30,5548,118,5652
2017-07-07 01:05:00,5536,1195,6718
2017-07-07 01:05:30,3615,698,4198
2017-07-07 01:06:00,5223,801,6024
2017-07-07 01:06:30,3527,415,3891
2017-07-07 01:07:00,6978,184,7159
2017-07-07 01:07:30,2800,185,2958
2017-07-07 01:08:00,5107,143,5237
2017-07-07 01:08:30,3690,179,3763
2017-07-07 01:09:00,3818,189,3933
2017-07-07 01:09:30,2701,170,2831
2017-07-07 01:10:00,3888,146,4020
2017-07-07 01:10:30,3116,165,3226
2017-07-07 01:11:00,2726,141,2858
2017-07-07 01:11:30,8118,340,8309
2017-07-07 01:12:00,6836,556,7308
2017-07-07 01:12:30,3569,198,3764
2017-07-07 01:13:00,4019,199,4210
2017-07-07 01:13:30,2018,125,2088
2017-07-07 01:14:00,4513,164,4645
2017-07-07 01:14:30,4657,131,4749
2017-07-07 01:15:00,2798,234,3029
2017-07-07 01:15:30,3687,163,3847
2017-07-07 01:16:00,2789,222,2938
2017-07-07 01:16:30,7639,260,7849
2017-07-07 01:17:00,16519,250,16761
2017-07-07 01:17:30,4805,288,5084
2017-07-07 01:18:00,5314,220,5517
2017-07-07 01:18:30,4127,214,4339
2017-07-07 01:19:00,4642,227,4869
2017-07-07 01:19:30,2129,222,2329
2017-07-07 01:20:00,2172,275,2443
2017-07-07 01:20:30,4154,170,4314
2017-07-07 01:21:00,4981,131,5073
2017-07-07 01:21:30,5044,240,5262
2017-07-07 01:22:00,47232,239,46905
2017-07-07 01:22:30,8449,829,9268
2017-07-07 01:23:00,2598,285,2883
2017-07-07 01:23:30,3037,195,3222
2017-07-07 01:24:00,5430,213,5634
2017-07-07 01:24:30,4433,255,4671
2017-07-07 01:25:00,3036,213,3235
2017-07-07 01:25:30,3498,125,3623
2017-07-07 01:26:00,2900,166,3061
2017-07-07 01:26:30,5047,191,5216
2017-07-07 01:27:00,4896,379,5246
2017-07-07 01:27:30,4650,132,4761
2017-07-07 01:28:00,3442,426,3834
2017-07-07 01:28:30,3507,197,3695
2017-07-07 01:29:00,2618,126,2727
2017-07-07 01:29:30,2258,162,2381
2017-07-07 01:30:00,2984,294,3274
2017-07-07 01:30:30,3245,289,3529
2017-07-07 01:31:00,3318,146,3410
2017-07-07 01:31:30,3468,209,3665
2017-07-07 01:32:00,1527,237,1763
2017-07-07 01:32:30,5936,154,6087
2017-07-07 01:33:00,6046,424,6417
2017-07-07 01:33:30,4615,168,4764
2017-07-07 01:34:00,3396,293,3673
2017-07-07 01:34:30,4467,234,4687
2017-07-07 01:35:00,3309,411,3715
2017-07-07 01:35:30,4113,338,4428
2017-07-07 01:36:00,3046,182,3215
2017-07-07 01:36:30,2155,192,2322
2017-07-07 01:37:00,3615,221,3793
2017-07-07 01:37:30,5644,162,5475
2017-07-07 01:38:00,3010,120,3087
2017-07-07 01:38:30,5057,217,5262
2017-07-07 01:39:00,5074,291,5353
2017-07-07 01:39:30,31531,276,31724
2017-07-07 01:40:00,3473,172,3588
2017-07-07 01:40:30,1780,145,1803
2017-07-07 01:41:00,3664,182,3825
2017-07-07 01:41:30,4918,103,4995
2017-07-07 01:42:00,2915,58,2873
2017-07-07 01:42:30,2655,157,2795
2017-07-07 01:43:00,5630,175,5787
2017-07-07 01:43:30,3718,145,3814
2017-07-07 01:44:00,3662,199,3852
2017-07-07 01:44:30,6168,471,6627
2017-07-07 01:45:00,5759,285,6044
2017-07-07 01:45:30,5247,687,5931
2017-07-07 01:46:00,4761,270,5021
2017-07-07 01:46:30,4997,261,5151
2017-07-07 01:47:00,4638,235,4872
2017-07-07 01:47:30,2887,169,3049
2017-07-07 01:48:00,6498,198,6693
2017-07-07 01:48:30,2001,91,2090
2017-07-07 01:49:00,3008,147,3143
2017-07-07 01:49:30,3595,198,3548
2017-07-07 01:50:00,5352,505,5854
2017-07-07 01:50:30,7397,255,7574
2017-07-07 01:51:00,3273,283,3457
2017-07-07 01:51:30,2850,147,2987
2017-07-07 01:52:00,3936,185,4115
2017-07-07 01:52:30,6348,128,6455
2017-07-07 01:53:00,3947,177,3941
2017-07-07 01:53:30,5586,175,5715
2017-07-07 01:54:00,3011,288,3287
2017-07-07 01:54:30,4014,276,3962
2017-07-07 01:55:00,6163,409,6401
2017-07-07 01:55:30,3907,341,4209
2017-07-07 01:56:00,4648,230,4854
2017-07-07 01:56:30,3500,322,3813
2017-07-07 01:57:00,3187,209,3393
2017-07-07 01:57:30,3483,175,3650
2017-07-07 01:58:00,2633,214,2825
2017-07-07 01:58:30,4151,205,4344
2017-07-07 01:59:00,4163,143,4297
2017-07-07 01:59:30,4117,183,4292
2017-07-07 02:00:00,5817,223,6020
2017-07-07 02:00:30,5254,228,5433
2017-07-07 02:01:00,8266,528,8775
2017-07-07 02:01:30,7160,436,7583
2017-07-07 02:02:00,8469,295,8745
2017-07-07 02:02:30,5009,336,5339
2017-07-07 02:03:00,7337,533,7870
2017-07-07 02:03:30,4235,451,4666
2017-07-07 02:04:00,5522,340,5677
2017-07-07 02:04:30,3615,223,3829
2017-07-07 02:05:00,3776,255,4011
2017-07-07 02:05:30,3896,205,4090
2017-07-07 02:06:00,6381,507,6861
2017-07-07 02:06:30,2263,205,2450
2017-07-07 02:07:00,7065,275,7314
2017-07-07 02:07:30,3812,216,4016
2017-07-07 02:08:00,17374,301,17662
2017-07-07 02:08:30,3217,298,3483
2017-07-07 02:09:00,4397,292,4671
2017-07-07 02:09:30,2323,188,2505
2017-07-07 02:10:00,2870,114,2977
2017-07-07 02:10:30,4772,209,4979
2017-07-07 02:11:00,3222,172,3275
2017-07-07 02:11:30,6792,611,7124
2017-07-07 02:12:00,5281,195,5460
2017-07-07 02:12:30,2851,190,3035
2017-07-07 02:13:00,2651,286,2853
2017-07-07 02:13:30,4769,327,5035
2017-07-07 02:14:00,3378,261,3623
2017-07-07 02:14:30,3714,203,3913
2017-07-07 02:15:00,5050,176,5192
2017-07-07 02:15:30,4179,241,4415
2017-07-07 02:16:00,3513,214,3710
2017-07-07 02:16:30,6510,363,6848
2017-07-07 02:17:00,5793,597,6381
2017-07-07 02:17:30,3074,221,3291
2017-07-07 02:18:00,5313,226,5456
2017-07-07 02:18:30,3209,187,3388
2017-07-07 02:19:00,2332,189,2514
2017-07-07 02:19:30,5370,199,5268
2017-07-07 02:20:00,4906,189,5080
2017-07-07 02:20:30,7485,215,7683
2017-07-07 02:21:00,7396,300,7506
2017-07-07 02:21:30,8270,759,8992
2017-07-07 02:22:00,10537,444,10884
2017-07-07 02:22:30,9326,321,9645
2017-07-07 02:23:00,5083,244,5319
2017-07-07 02:23:30,4915,309,5219
2017-07-07 02:24:00,3515,261,3363
2017-07-07 02:24:30,4901,190,5090
2017-07-07 02:25:00,4076,131,4200
2017-07-07 02:25:30,3479,116,3425
2017-07-07 02:26:00,6039,159,6080
2017-07-07 02:26:30,4672,104,4768
2017-07-07 02:27:00,3732,176,3802
2017-07-07 02:27:30,3527,255,3759
2017-07-07 02:28:00,4004,375,4375
2017-07-07 02:28:30,7317,518,7834
2017-07-07 02:29:00,2294,289,2576
2017-07-07 02:29:30,33876,142,33920
2017-07-07 02:30:00,3954,267,4145
2017-07-07 02:30:30,4284,350,4631
2017-07-07 02:31:00,4958,150,5054
2017-07-07 02:31:30,4625,217,4829
2017-07-07 02:32:00,5393,153,5528
2017-07-07 02:32:30,4214,239,4451
2017-07-07 02:33:00,5238,198,5429
2017-07-07 02:33:30,7211,424,7631
2017-07-07 02:34:00,5096,504,5551
2017-07-07 02:34:30,4813,286,5082
2017-07-07 02:35:00,5371,635,5961
2017-07-07 02:35:30,5846,409,6230
2017-07-07 02:36:00,4510,275,4772
2017-07-07 02:36:30,7530,271,7755
2017-07-07 02:37:00,8439,201,8587
2017-07-07 02:37:30,6025,101,5859
2017-07-07 02:38:00,5851,143,5974
2017-07-07 02:38:30,4005,245,4215
2017-07-07 02:39:00,6003,455,6109
2017-07-07 02:39:30,22457,1223,23617
2017-07-07 02:40:00,35800,771,36196
2017-07-07 02:40:30,3985,581,4551
2017-07-07 02:41:00,5180,332,4896
2017-07-07 02:41:30,9675,261,9333
2017-07-07 02:42:00,8333,202,8483
2017-07-07 02:42:30,3983,115,4096
2017-07-07 02:43:00,17978,144,18113
2017-07-07 02:43:30,34531,157,34606
2017-07-07 02:44:00,9750,1157,10891
2017-07-07 02:44:30,5490,1190,6677
2017-07-07 02:45:00,7717,634,8259
2017-07-07 02:45:30,3082,263,3288
2017-07-07 02:46:00,6168,405,6561
2017-07-07 02:46:30,5892,316,6192
2017-07-07 02:47:00,6087,222,6309
2017-07-07 02:47:30,7979,516,8454
2017-07-07 02:48:00,7461,507,7365
2017-07-07 02:48:30,14465,298,14761
2017-07-07 02:49:00,7390,394,7780
2017-07-07 02:49:30,4093,262,4308
2017-07-07 02:50:00,4772,226,4965
2017-07-07 02:50:30,6000,524,6490
2017-07-07 02:51:00,3137,259,3382
2017-07-07 02:51:30,3565,217,3531
2017-07-07 02:52:00,2810,212,2999
2017-07-07 02:52:30,5419,134,5461
2017-07-07 02:53:00,5794,184,5899
2017-07-07 02:53:30,1963,167,1922
2017-07-07 02:54:00,3257,109,3304
2017-07-07 02:54:30,4587,161,4740
2017-07-07 02:55:00,5112,234,5311
2017-07-07 02:55:30,5117,194,5199
2017-07-07 02:56:00,5714,417,5883
2017-07-07 02:56:30,4329,202,4522
2017-07-07 02:57:00,3044,194,3183
2017-07-07 02:57:30,7309,110,7398
2017-07-07 02:58:00,6448,188,6539
2017-07-07 02:58:30,18030,177,18137
2017-07-07 02:59:00,5326,259,5582
2017-07-07 02:59:30,3432,197,3521
2017-07-07 03:00:00,5523,185,5697
2017-07-07 03:00:30,4167,217,4245
2017-07-07 03:01:00,3997,248,4210
2017-07-07 03:01:30,7571,704,7828
2017-07-07 03:02:00,4426,334,4757
2017-07-07 03:02:30,10814,366,11035
2017-07-07 03:03:00,6025,141,6091
2017-07-07 03:03:30,5144,396,5493
2017-07-07 03:04:00,2449,338,2787
2017-07-07 03:04:30,3217,256,3314
2017-07-07 03:05:00,4231,192,4418
2017-07-07 03:05:30,4472,214,4571
2017-07-07 03:06:00,8789,317,9098
2017-07-07 03:06:30,2945,161,3064
2017-07-07 03:07:00,7086,516,7599
2017-07-07 03:07:30,12705,399,13103
2017-07-07 03:08:00,5555,380,5885
2017-07-07 03:08:30,2203,160,2348
2017-07-07 03:09:00,3912,373,4273
2017-07-07 03:09:30,6160,238,6383
2017-07-07 03:10:00,4259,338,4597
2017-07-07 03:10:30,3579,535,4113
2017-07-07 03:11:00,3477,311,3744
2017-07-07 03:11:30,2715,179,2861
2017-07-07 03:12:00,54818,196,55000
2017-07-07 03:12:30,13731,470,14199
2017-07-07 03:13:00,6017,298,6242
2017-07-07 03:13:30,10029,260,9817
2017-07-07 03:14:00,11590,405,11906
2017-07-07 03:14:30,9247,378,9540
2017-07-07 03:15:00,8174,410,8580
2017-07-07 03:15:30,4904,177,5041
2017-07-07 03:16:00,4661,229,4872
2017-07-07 03:16:30,6049,114,6132
2017-07-07 03:17:00,5712,180,5889
2017-07-07 03:17:30,5588,295,5852
2017-07-07 03:18:00,10304,663,10812
2017-07-07 03:18:30,5451,357,5743
2017-07-07 03:19:00,7200,221,7313
2017-07-07 03:19:30,4113,460,4547
2017-07-07 03:20:00,36112,437,36546
2017-07-07 03:20:30,7806,226,7895
2017-07-07 03:21:00,3265,154,3401
2017-07-07 03:21:30,3496,176,3664
2017-07-07 03:22:00,2863,281,3141
2017-07-07 03:22:30,5656,151,5805
2017-07-07 03:23:00,4422,226,4647
2017-07-07 03:23:30,5325,484,5441
2017-07-07 03:24:00,3372,151,3298
2017-07-07 03:24:30,6213,110,6175
2017-07-07 03:25:00,3812,193,3993
2017-07-07 03:25:30,3878,357,4181
2017-07-07 03:26:00,5402,324,5534
2017-07-07 03:26:30,5338,236,5548
2017-07-07 03:27:00,2689,291,2979
2017-07-07 03:27:30,3947,265,4202
2017-07-07 03:28:00,5128,193,5320
2017-07-07 03:28:30,7078,180,7245
2017-07-07 03:29:00,5049,390,5341
2017-07-07 03:29:30,3862,205,3945
2017-07-07 03:30:00,3567,217,3634
2017-07-07 03:30:30,3180,151,3153
2017-07-07 03:31:00,4081,161,4211
2017-07-07 03:31:30,7624,129,7537
2017-07-07 03:32:00,9085,344,9428
2017-07-07 03:32:30,10543,195,10738
2017-07-07 03:33:00,8740,327,9050
2017-07-07 03:33:30,5125,333,5388
2017-07-07 03:34:00,3071,245,3284
2017-07-07 03:34:30,5277,312,4810
2017-07-07 03:35:00,2820,259,2932
2017-07-07 03:35:30,3943,240,3865
2017-07-07 03:36:00,3277,194,3454
2017-07-07 03:36:30,6340,473,6797
2017-07-07 03:37:00,7788,374,8158
2017-07-07 03:37:30,13662,429,13534
2017-07-07 03:38:00,8407,519,8847
2017-07-07 03:38:30,6720,883,7597
2017-07-07 03:39:00,3905,480,4301
2017-07-07 03:39:30,7140,337,7038
2017-07-07 03:40:00,17079,652,17659
2017-07-07 03:40:30,13007,1247,14190
2017-07-07 03:41:00,13376,552,13839
2017-07-07 03:41:30,14285,877,15135
2017-07-07 03:42:00,9251,720,9727
2017-07-07 03:42:30,5574,311,5824
2017-07-07 03:43:00,10842,840,11650
2017-07-07 03:43:30,8506,444,8941
2017-07-07 03:44:00,11851,238,11913
2017-07-07 03:44:30,9914,194,9908
2017-07-07 03:45:00,8305,295,8440
2017-07-07 03:45:30,11016,762,11754
2017-07-07 03:46:00,11280,287,11430
2017-07-07 03:46:30,10051,712,10760
2017-07-07 03:47:00,49105,628,49699
2017-07-07 03:47:30,6291,219,6503
2017-07-07 03:48:00,7404,250,7625
2017-07-07 03:48:30,5569,311,5737
2017-07-07 03:49:00,19218,666,19730
2017-07-07 03:49:30,6573,688,7242
2017-07-07 03:50:00,5913,388,6245
2017-07-07 03:50:30,6232,445,6543
2017-07-07 03:51:00,3293,579,3855
2017-07-07 03:51:30,2532,72,2559
2017-07-07 03:52:00,3891,211,4100
2017-07-07 03:52:30,4939,285,5198
2017-07-07 03:53:00,6306,193,5994
2017-07-07 03:53:30,5888,229,5907
2017-07-07 03:54:00,2971,212,3181
2017-07-07 03:54:30,5288,304,5585
2017-07-07 03:55:00,5633,346,5977
2017-07-07 03:55:30,2803,260,3044
2017-07-07 03:56:00,9290,256,9499
2017-07-07 03:56:30,10243,519,10736
2017-07-07 03:57:00,4597,226,4820
2017-07-07 03:57:30,3675,156,3786
2017-07-07 03:58:00,3728,152,3780
2017-07-07 03:58:30,3060,128,3144
2017-07-07 03:59:00,5805,234,6027
2017-07-07 03:59:30,3758,382,4044
2017-07-07 04:00:00,14596,279,14734
2017-07-07 04:00:30,7965,383,8291
2017-07-07 04:01:00,6291,285,6542
2017-07-07 04:01:30,8086,279,8352
2017-07-07 04:02:00,4461,395,4835
2017-07-07 04:02:30,4455,187,4610
2017-07-07 04:03:00,5197,218,5287
2017-07-07 04:03:30,4127,240,4156
2017-07-07 04:04:00,4917,260,5009
2017-07-07 04:04:30,4322,304,4583
2017-07-07 04:05:00,3126,363,3489
2017-07-07 04:05:30,4108,318,4299
2017-07-07 04:06:00,3493,245,3733
2017-07-07 04:06:30,3152,174,2916
2017-07-07 04:07:00,4529,195,4724
2017-07-07 04:07:30,8462,517,8904
2017-07-07 04:08:00,10038,334,10329
2017-07-07 04:08:30,2551,389,2897
2017-07-07 04:09:00,4355,188,4530
2017-07-07 04:09:30,5444,178,5593
2017-07-07 04:10:00,36531,390,36920
2017-07-07 04:10:30,3158,231,3264
2017-07-07 04:11:00,4970,289,5229
2017-07-07 04:11:30,8262,330,8590
2017-07-07 04:12:00,9399,765,10142
2017-07-07 04:12:30,6333,504,6821
2017-07-07 04:13:00,8057,752,8801
2017-07-07 04:13:30,4492,301,4716
2017-07-07 04:14:00,11254,347,11596
2017-07-07 04:14:30,11355,280,11633
2017-07-07 04:15:00,7179,281,7391
2017-07-07 04:15:30,7319,420,7465
2017-07-07 04:16:00,8341,428,8743
2017-07-07 04:16:30,4962,406,5358
2017-07-07 04:17:00,5032,601,5607
2017-07-07 04:17:30,5784,343,6045
2017-07-07 04:18:00,9433,382,9790
2017-07-07 04:18:30,10209,491,10534
2017-07-07 04:19:00,9329,874,10201
2017-07-07 04:19:30,7628,757,8174
2017-07-07 04:20:00,2730,165,2860
2017-07-07 04:20:30,4060,308,4340
2017-07-07 04:21:00,7698,316,7993
2017-07-07 04:21:30,7354,292,7374
2017-07-07 04:22:00,4490,262,4658
2017-07-07 04:22:30,7472,303,7726
2017-07-07 04:23:00,7194,147,6968
2017-07-07 04:23:30,5707,242,5268
2017-07-07 04:24:00,6864,616,6791
2017-07-07 04:24:30,2703,424,3082
2017-07-07 04:25:00,5957,279,6170
2017-07-07 04:25:30,3480,259,3592
2017-07-07 04:26:00,2334,207,2510
2017-07-07 04:26:30,4441,258,4514
2017-07-07 04:27:00,4945,346,5262
2017-07-07 04:27:30,3665,235,3730
2017-07-07 04:28:00,3385,266,3585
2017-07-07 04:28:30,2532,419,2951
2017-07-07 04:29:00,3783,360,3918
2017-07-07 04:29:30,7915,853,8685
2017-07-07 04:30:00,2541,273,2694
2017-07-07 04:30:30,2657,216,2851
2017-07-07 04:31:00,1660,236,1894
2017-07-07 04:31:30,2920,173,3093
2017-07-07 04:32:00,4742,221,4958
2017-07-07 04:32:30,3952,167,4118
2017-07-07 04:33:00,5339,311,5275
2017-07-07 04:33:30,3889,296,4025
2017-07-07 04:34:00,3303,251,3516
2017-07-07 04:34:30,4060,215,4272
2017-07-07 04:35:00,6116,491,6504
2017-07-07 04:35:30,5540,140,5432
2017-07-07 04:36:00,5485,194,5579
2017-07-07 04:36:30,3873,276,4048
2017-07-07 04:37:00,4202,469,4653
2017-07-07 04:37:30,3534,363,3879
2017-07-07 04:38:00,7559,413,7967
2017-07-07 04:38:30,6712,301,6955
2017-07-07 04:39:00,3110,186,3244
2017-07-07 04:39:30,19957,336,20213
2017-07-07 04:40:00,4107,238,4198
2017-07-07 04:40:30,4489,357,4839
2017-07-07 04:41:00,4270,260,4467
2017-07-07 04:41:30,2061,171,1759
2017-07-07 04:42:00,4034,224,4226
2017-07-07 04:42:30,5964,178,6095
2017-07-07 04:43:00,3362,250,3558
2017-07-07 04:43:30,1940,184,1874
2017-07-07 04:44:00,5622,262,5884
2017-07-07 04:44:30,2966,291,3193
2017-07-07 04:45:00,5548,347,5530
2017-07-07 04:45:30,6013,400,6363
2017-07-07 04:46:00,5716,410,6065
2017-07-07 04:46:30,4987,137,5102
2017-07-07 04:47:00,6523,373,6857
2017-07-07 04:47:30,7658,341,7979
2017-07-07 04:48:00,4585,126,4711
2017-07-07 04:48:30,6250,179,6422
2017-07-07 04:49:00,4227,288,4490
2017-07-07 04:49:30,3215,245,3406
2017-07-07 04:50:00,4382,140,4521
2017-07-07 04:50:30,2408,151,2128
2017-07-07 04:51:00,4773,306,4918
2017-07-07 04:51:30,4475,552,5008
2017-07-07 04:52:00,4878,374,5111
2017-07-07 04:52:30,3231,289,3483
2017-07-07 04:53:00,3354,337,3685
2017-07-07 04:53:30,3409,203,3591
2017-07-07 04:54:00,4482,279,4667
2017-07-07 04:54:30,16770,150,16861
2017-07-07 04:55:00,4331,210,4442
2017-07-07 04:55:30,4440,212,4639
2017-07-07 04:56:00,4375,126,4499
2017-07-07 04:56:30,4824,303,5067
2017-07-07 04:57:00,3317,158,3466
2017-07-07 04:57:30,4355,168,4516
2017-07-07 04:58:00,2393,109,2459
2017-07-07 04:58:30,5323,116,5427
2017-07-07 04:59:00,4993,186,5176
2017-07-07 04:59:30,5054,387,5334
2017-07-07 05:00:00,4080,245,4290
2017-07-07 05:00:30,33398,285,33370
2017-07-07 05:01:00,4114,288,4217
2017-07-07 05:01:30,6939,418,7332
2017-07-07 05:02:00,7912,769,8677
2017-07-07 05:02:30,5435,309,5719
2017-07-07 05:03:00,3266,335,3548
2017-07-07 05:03:30,4952,291,5234
2017-07-07 05:04:00,3274,351,3625
2017-07-07 05:04:30,4400,227,4610
2017-07-07 05:05:00,6722,285,7006
2017-07-07 05:05:30,5534,150,5212
2017-07-07 05:06:00,6524,625,7037
2017-07-07 05:06:30,5094,292,5385
2017-07-07 05:07:00,6926,424,7159
2017-07-07 05:07:30,7154,823,7967
2017-07-07 05:08:00,4318,408,4690
2017-07-07 05:08:30,4099,307,3702
2017-07-07 05:09:00,6551,187,6707
2017-07-07 05:09:30,6110,178,6230
2017-07-07 05:10:00,7303,247,7365
2017-07-07 05:10:30,3985,271,4167
2017-07-07 05:11:00,12120,585,12288
2017-07-07 05:11:30,5811,174,5979
2017-07-07 05:12:00,9853,472,10125
2017-07-07 05:12:30,10332,174,10489
2017-07-07 05:13:00,8693,514,9199
2017-07-07 05:13:30,4967,340,5296
2017-07-07 05:14:00,4006,368,4354
2017-07-07 05:14:30,5585,461,6045
2017-07-07 05:15:00,9069,611,9672
2017-07-07 05:15:30,3612,164,3599
2017-07-07 05:16:00,3330,249,3573
2017-07-07 05:16:30,2650,244,2890
2017-07-07 05:17:00,6728,210,6463
2017-07-07 05:17:30,7048,428,7434
2017-07-07 05:18:00,4362,397,4756
2017-07-07 05:18:30,7908,422,8171
2017-07-07 05:19:00,5790,219,5982
2017-07-07 05:19:30,4552,214,4617
2017-07-07 05:20:00,5422,177,5586
2017-07-07 05:20:30,4184,166,3979
2017-07-07 05:21:00,4954,160,5114
2017-07-07 05:21:30,2806,154,2903
2017-07-07 05:22:00,7325,168,7491
2017-07-07 05:22:30,5889,257,6141
2017-07-07 05:23:00,3960,185,4122
2017-07-07 05:23:30,4109,271,4189
2017-07-07 05:24:00,5560,354,5898
2017-07-07 05:24:30,4683,250,4822
2017-07-07 05:25:00,5022,296,5317
2017-07-07 05:25:30,4949,310,5136
2017-07-07 05:26:00,5093,262,5325
2017-07-07 05:26:30,2788,188,2961
2017-07-07 05:27:00,4510,180,4661
2017-07-07 05:27:30,3545,169,3676
2017-07-07 05:28:00,3688,209,3840
2017-07-07 05:28:30,2066,334,2282
2017-07-07 05:29:00,5984,608,6532
2017-07-07 05:29:30,3674,162,3676
2017-07-07 05:30:00,18951,356,19190
2017-07-07 05:30:30,9055,381,9419
2017-07-07 05:31:00,3425,306,3620
2017-07-07 05:31:30,4435,179,4609
2017-07-07 05:32:00,4713,169,4877
2017-07-07 05:32:30,6026,268,6187
2017-07-07 05:33:00,7408,494,7887
2017-07-07 05:33:30,6426,456,6821
2017-07-07 05:34:00,8217,331,8534
2017-07-07 05:34:30,7736,273,7881
2017-07-07 05:35:00,7857,578,8414
2017-07-07 05:35:30,4928,213,5026
2017-07-07 05:36:00,4155,154,4209
2017-07-07 05:36:30,6542,426,6893
2017-07-07 05:37:00,7163,467,7608
2017-07-07 05:37:30,6269,461,6642
2017-07-07 05:38:00,5739,316,6050
2017-07-07 05:38:30,7125,303,7404
2017-07-07 05:39:00,5253,157,5330
2017-07-07 05:39:30,7229,312,7474
2017-07-07 05:40:00,6093,169,6237
2017-07-07 05:40:30,7577,245,7784
2017-07-07 05:41:00,3219,303,3331
2017-07-07 05:41:30,13361,1128,14443
2017-07-07 05:42:00,7982,350,8316
2017-07-07 05:42:30,9856,705,10496
2017-07-07 05:43:00,9017,423,9439
2017-07-07 05:43:30,8134,405,8528
2017-07-07 05:44:00,5770,171,5934
2017-07-07 05:44:30,7431,272,7687
2017-07-07 05:45:00,10365,257,10551
2017-07-07 05:45:30,10896,797,11591
2017-07-07 05:46:00,4618,171,4789
2017-07-07 05:46:30,3949,175,4104
2017-07-07 05:47:00,5081,257,5332
2017-07-07 05:47:30,9785,424,10184
2017-07-07 05:48:00,6915,407,7153
2017-07-07 05:48:30,4186,683,4803
2017-07-07 05:49:00,3157,876,3960
2017-07-07 05:49:30,4695,283,4978
2017-07-07 05:50:00,20305,739,20895
2017-07-07 05:50:30,36049,517,36557
2017-07-07 05:51:00,7954,653,8607
2017-07-07 05:51:30,5190,137,5000
2017-07-07 05:52:00,3993,166,4124
2017-07-07 05:52:30,5584,176,5735
2017-07-07 05:53:00,3944,217,4160
2017-07-07 05:53:30,26312,2967,29043
2017-07-07 05:54:00,20114,2007,21686
2017-07-07 05:54:30,17858,486,18333
2017-07-07 05:55:00,5658,276,5915
2017-07-07 05:55:30,4243,215,4396
2017-07-07 05:56:00,5329,98,5392
2017-07-07 05:56:30,5944,471,6415
2017-07-07 05:57:00,3269,180,3440
2017-07-07 05:57:30,3856,245,4096
2017-07-07 05:58:00,5338,314,5554
2017-07-07 05:58:30,8122,378,8434
2017-07-07 05:59:00,7061,710,7666
2017-07-07 05:59:30,7016,727,7701
2017-07-07 06:00:00,7965,535,8479
2017-07-07 06:00:30,9341,377,9702
2017-07-07 06:01:00,4953,365,5318
2017-07-07 06:01:30,5118,325,5208
2017-07-07 06:02:00,5197,463,5637
2017-07-07 06:02:30,4720,179,4887
2017-07-07 06:03:00,9508,374,9794
2017-07-07 06:03:30,8320,664,8968
2017-07-07 06:04:00,7659,484,8139
2017-07-07 06:04:30,7496,354,7848
2017-07-07 06:05:00,3937,260,4130
2017-07-07 06:05:30,5762,587,6334
2017-07-07 06:06:00,4575,463,5031
2017-07-07 06:06:30,4907,548,5443
2017-07-07 06:07:00,5952,315,6260
2017-07-07 06:07:30,5880,505,6385
2017-07-07 06:08:00,6133,177,6310
2017-07-07 06:08:30,4271,141,4379
2017-07-07 06:09:00,4584,211,4765
2017-07-07 06:09:30,4446,459,4898
2017-07-07 06:10:00,2130,160,2260
2017-07-07 06:10:30,2718,241,2953
2017-07-07 06:11:00,4800,148,4948
2017-07-07 06:11:30,6535,565,6941
2017-07-07 06:12:00,5870,570,6381
2017-07-07 06:12:30,4486,398,4883
2017-07-07 06:13:00,6978,540,7381
